ID,Ticker,Date,Headline,Summary
18987891,AZN,2021-01-01T22:31:55Z,AstraZeneca Expects to Supply 2M Doses of COVID-19 Vaccine Every Week in UK,
18989273,AZN,2021-01-02T13:54:53Z,"Experts at India's Drug Regulator Recommends EUA for Astrazeneca/Oxford Vaccine, One More Locally Developed by Bharat Biotech",
18989347,AZN,2021-01-02T14:40:09Z,India Approves Its First Emergency-Use COVID-19 Vaccine,"Some 300 million people in India are set to get the vaccine made by AstraZeneca and Oxford University.

What Happened: India, which has a population of 1.35 billion people, has approved its first COVID-19 vaccine and has three more in the works."
18991226,AZN,2021-01-03T13:42:57Z,"Pfizer, Bointech Offers to Supply 50M Doses for Health Workers in Africa; Moderna, AstraZeneca have No Vaccines Available for Africa",
18991818,AZN,2021-01-03T17:42:11Z,"S. African Health Minister Said Aim Is to Get Covid-19 Vaccines as Soon as February; Vaccinate Minimum of 67% of Population to Reach Covid-19 Herd Immunity; Said Discussions Have Been Held Regarding Vaccines From Pfizer, Moderna, Astrazeneca, Johnson & Johnson",
18992145,AZN,2021-01-03T20:29:26Z,Indian Council for Medical Research Said Bharat Biotech's Covaxin Will be More Effective Against New Strain of Covid-19 than Pfizer Vaccine; Said Covaxin and Oxford's Covishield have Greater Efficacy and are Safer than Other Vaccines,
18993587,AZN,2021-01-04T05:18:56Z,US Considers Ramping Up COVID-19 Vaccine Supply By Halving Moderna Doses For Some People,Operation Warp Speed Chief Adviser Moncef Slaoui said Sunday that Moderna Inc’s (NASDAQ: MRNA) coronavirus vaccine could be administered at half the regular volume to some people in order to bolster availability.
18994687,AZN,2021-01-04T09:26:01Z,"5 Stocks To Watch For January 4, 2021",Some of the stocks that may grab investor focus today are:
18999507,AZN,2021-01-04T14:36:25Z,Denmark To Postpone Second Dose Of COVID-19 Vaccination,
19002000,AZN,2021-01-04T16:13:27Z,Brazil Health Regulator Anvisa Says Has Received Data From Fiocruz On AstraZeneca Coronavirus Vaccine Made In India; Says Must Determine Whether AstraZeneca Vaccine Made In India Same As One Made In U.K.,
19018946,AZN,2021-01-05T14:55:14Z,Freezer Power Outage Forces Emergency Distribution Of 850 Vaccine Doses In Northern Calif.,
