ID,Ticker,Date,Headline,Summary
19004101,BHP,2021-01-04T17:57:57Z,Stocks That Hit 52-Week Highs On Monday," 

During Monday&#39;s morning session, 286 stocks hit new 52-week highs."
19019861,BHP,2021-01-05T15:26:27Z,Stocks That Hit 52-Week Highs On Tuesday," 

Before 10 a.m. ET Tuesday, 106 stocks hit new 52-week highs."
19065209,BHP,2021-01-07T19:19:48Z,Stocks That Hit 52-Week Highs On Thursday," 

 

Thursday&#39;s morning session saw 641 companies set new 52-week highs."
19078174,BHP,2021-01-08T15:22:53Z,Stocks That Hit 52-Week Highs On Friday," 

 

This morning 470 companies set new 52-week highs."
19167396,BHP,2021-01-14T17:18:27Z,Stocks That Hit 52-Week Highs On Thursday," 

 

Before 10 a.m. ET Thursday, 503 stocks hit new 52-week highs."
19438906,BHP,2021-02-02T12:33:59Z,Liberum Downgrades BHP Group to Sell,
19438992,BHP,2021-02-02T12:39:02Z,Credit Suisse Downgrades BHP Group to Neutral,
19443946,BHP,2021-02-02T15:07:44Z,"Benzinga's Top Ratings Upgrades, Downgrades For February 2, 2021", 
19729268,BHP,2021-02-18T15:18:02Z,Stocks That Hit 52-Week Highs On Thursday," 

 

Before 10 a.m. ET Thursday, 94 stocks made new 52-week highs."
19753990,BHP,2021-02-19T19:00:11Z,Stocks That Hit 52-Week Highs On Friday," 

 

Friday morning saw 331 companies set new 52-week highs."
19775354,BHP,2021-02-22T15:24:26Z,Stocks That Hit 52-Week Highs On Monday," 

 

During Monday&#39;s morning trading, 285 companies set new 52-week highs."
19803505,BHP,2021-02-23T17:37:35Z,Stocks That Hit 52-Week Highs On Tuesday," 

 

Before 10 a.m. ET on Tuesday, 267 companies hit new 52-week highs."
19832976,BHP,2021-02-24T17:20:48Z,Stocks That Hit 52-Week Highs On Wednesday," 

 

During Wednesday&#39;s morning trading, 472 companies set new 52-week highs."
19855602,BHP,2021-02-25T15:18:40Z,Stocks That Hit 52-Week Highs On Thursday," 

 

Before 10 a.m. ET Thursday, 371 stocks hit new 52-week highs."
20075613,BHP,2021-03-09T13:56:26Z,"Argus Research Upgrades BHP Group to Buy, Announces $87 Price Target",
20078220,BHP,2021-03-09T15:07:00Z,"Benzinga's Top Ratings Upgrades, Downgrades For March 9, 2021", 
20407102,BHP,2021-03-30T16:42:37Z,CNBC Unusual Options Activity: Contributor Pete Najarian Highlights BHP Group Sept. $77.50 Calls,
20407253,BHP,2021-03-30T17:22:35Z,"Pete Najarian Sees Unusual Option Activity In Citigroup, Wheaton Precious Metals And BHP","On CNBC&#39;s &#34;Fast Money Halftime Report,&#34; Pete Najarian gave some unusual option activity plays.

Najarian sees unusual activity in:"
20420082,BHP,2021-03-31T11:12:16Z,UBS Downgrades BHP Group to Neutral,
20425044,BHP,2021-03-31T14:03:28Z,"Benzinga's Top Ratings Upgrades, Downgrades For March 31, 2021", 
20662001,BHP,2021-04-16T16:33:07Z,3 Copper Stocks The Bears Are About To Hit,"The inflation trade is crowded. That’s Wall Street talk meaning that if everyone has the same idea, it can’t be a good one.

Investors have been getting into copper stocks as a way the hedge against inflation. If inflation rises, so will the value of copper and so will the value of these stocks.

This may be the case long term."
21035954,BHP,2021-05-10T15:26:09Z,Stocks That Hit 52-Week Highs On Monday," 

This morning 792 companies reached new 52-week highs."
21145468,BHP,2021-05-17T08:00:30Z,Why Copper Is Finding Momentum Again,"Copper prices rose on Monday on concerns about disruptions to supply in Chile alongside Chinese demand showing signs of picking up, according to Bloomberg."
21247579,BHP,2021-05-23T12:06:42Z,'Fast Money' Picks For May 24,"On CNBC&#39;s &#34;Fast Money Final Trades,&#34; Karen Finerman recommended a long position in Madison Square Garden Entertainment Corp (NYSE: MSGE) as a reopen trade."
21294589,BHP,2021-05-26T12:01:18Z,"Cramer Advise Viewers On Alibaba, Virtu Financial And More","On CNBC&#39;s &#34;Mad Money Lightning Round,&#34; Jim Cramer said Sunnova Energy International Inc (NYSE: NOVA) is a tough stock to own because solar stocks are going down."
21304062,BHP,2021-05-26T17:32:29Z,Nutrien Shares Spike To Session High On Volume Amid Report BHP In Talks With Co. On Potash Mine,
21893529,BHP,2021-07-08T11:55:47Z,Berenberg Upgrades BHP Group to Buy,
21897442,BHP,2021-07-08T14:03:41Z,"Benzinga's Top Ratings Upgrades, Downgrades For July 8, 2021", 
22051222,BHP,2021-07-19T21:19:51Z,"Governor Of Brazilian State Of Minas Gerais Sees Definitive Settlement With Aramco, BHP, Vale Related To 2015 Dam Disaster Potentially Reaching $19B",
22152036,BHP,2021-07-26T16:03:03Z,Unusual Options Activity Insight: BHP Group," Shares of BHP Group (NYSE:BHP) saw some unusual options activity on Monday. Following the unusual option alert, the stock price moved up to $78.49. "
22167596,BHP,2021-07-27T11:38:16Z,BHP Makes Recommended All-Cash Offer Of C$0.55 Per Share For Noront,
22235080,BHP,2021-07-29T20:35:22Z,'Trading Nation' Traders Share Their Infrastructure Picks,JC O&#39;Hara of MKM Partners and Gina Sanchez of Chantico Global and Lido Advisors spoke on CNBC&#39;s &#34;Trading Nation&#34; about stocks that could benefit from the infrastructure bill.
22426379,BHP,2021-08-10T16:36:13Z,Analyzing BHP Group's Unusual Options Activity," Shares of BHP Group (NYSE:BHP) saw some unusual options activity on Tuesday. Following the unusual option alert, the stock price moved up to $77.26. "
22467584,BHP,2021-08-12T14:56:17Z,Unusual Options Activity Insight: BHP Group, BHP Group (NYSE:BHP) shares experienced unusual options activity on Thursday. The stock price moved down to $76.59 following the option alert. 
22504132,BHP,2021-08-16T06:30:27Z,BHP Explores Sale Of $15B Petroleum Business,The world’s biggest mining company BHP Group Ltd (NYSE: BHP) is considering the sale of its petroleum business as part of a strategic review.
22505443,BHP,2021-08-16T10:05:48Z,A Peek Into The Markets: US Stock Futures Down Ahead Of Empire State Index,Pre-open movers
22528151,BHP,2021-08-17T05:20:56Z,"Tesla Supplier LG Strikes 6-Year Deal With Australian Mining Company For Cobalt, Nickel",Tesla Inc. (NASDAQ: TSLA) battery supplier LG Energy Solution said it has entered into a six-year deal with an Australian mining company for the stable supply of key battery materials - cobalt and nickel.
22535537,BHP,2021-08-17T14:31:31Z,Understanding BHP Group's Unusual Options Activity, BHP Group (NYSE:BHP) shares experienced unusual options activity on Tuesday. The stock price moved down to $70.99 following the option alert. 
22579209,BHP,2021-08-19T15:08:25Z,"Judge Denies Prosectors Pledge To Seize $9.5B From Vale, BHP Group",
22823610,BHP,2021-09-07T13:21:50Z,9 Materials Stocks Moving In Tuesday's Pre-Market Session, 
22831233,BHP,2021-09-07T19:16:04Z,"Caterpillar, BHP Partner On Zero Emission Mining Trucks: What Investors Should Know",Two $100 billion companies announced a partnership to bring zero-emission mining trucks to the market.
23001539,BHP,2021-09-18T20:17:32Z,"Barron's Latest Picks And Pans: Apple, Bitcoin, a Goldman Sachs ETF, Nike And More","

	This weekend&#39;s Barron&#39;s cover story examines the threats and opportunities as currencies go digital.
	
"
23157325,BHP,2021-09-29T16:18:59Z,Why Investors Should Buy Deere Instead Of Caterpillar,"In recent months, construction equipment maker Caterpillar Inc. (NYSE: CAT) has made several announcements regarding plans for high-profile green energy projects. "
24131641,BHP,2021-11-16T19:32:39Z,What Are 10 Of The Most Popular Dividend Stocks?,"Investors acquire Stocks for a variety of reasons. A widespread consideration in stock investing is whether the stock/company you are buying issues dividends. Suppose a Company is a regular dividend issuer. In that case, investors would like to know:"
24987549,BHP,2022-01-11T11:42:22Z,Tesla Strikes Deal To Secure Nickel Supplies From Tamarack In Minnesota,"Tesla Inc (NASDAQ: TSLA) has agreed to buy nickel supplies from Talon Metals Corp’s (OTC: TLOFF) Tamarack mines in central Minnesota, a first such U.S.-based nickel supply deal for the Elon "
25832761,BHP,2022-02-25T12:55:52Z,Why Jim Cramer Likes Linde And BHP Group,"On CNBC’s &#34;Mad Money Lightning Round,&#34; Jim Cramer said  Linde plc  (NYSE: LIN) reported an unbelievable quarter, and its business is also incredibly strong. However, the stock is still down so much. He recommends buying the stock."
25915193,BHP,2022-03-01T17:59:13Z,"CNBC Final Trades: Dutch Bros., BHP",
25930163,BHP,2022-03-02T11:54:26Z,"CNBC's Final Trades: iShares Silver Trust, BHP Group, Grayscale Bitcoin Trust And This Coffee Chain","On CNBC’s “Halftime Report Final Trades,” Jon Najarian said he had seen “some strong activity” in iShares Silver Trust (NYSE: SLV)."
25936776,BHP,2022-03-02T16:13:56Z,A Bullish Sign Appears On BHP Group's Chart,"If history is any guide, there may be good fortune ahead for shares of BHP Group (NYSE:BHP).  A so-called &#34;golden cross&#34; has formed on its chart and, not surprisingly, this could be bullish for the stock."
26204477,BHP,2022-03-18T18:10:19Z,$1000 Invested In BHP Group 20 Years Ago Would Be Worth This Much,BHP Group (NYSE:BHP) has outperformed the market over the past 20 years by 2.18% on an annualized basis. 
26214265,BHP,2022-03-21T06:47:53Z,"Volkswagen China Strikes Deal To Secure Nickel, Cobalt Supplies For Making EV Batteries","Volkswagen Group (OTC: VWAGY) said on Monday its China subsidiary will set up two joint ventures, with Huayou Cobalt and Tsingshan Group, to secure nickel and cobalt for making electric-vehicle batteries. "
26507895,BHP,2022-04-06T18:07:21Z,Star Bulk Inks Joint Letter Of Intent To Develop Iron Ore Green Corridor,"
"
