Ticker,Metric,CoveragePct,Taxonomy,Concept,UnitCount,EntryCount
JNJ,Revenue,95.45,us-gaap,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1,64
JNJ,Revenue,95.45,us-gaap,InterestCostsCapitalized,1,48
JNJ,Revenue,95.45,us-gaap,InterestPaidNet,1,48
JNJ,Revenue,95.45,us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,1,48
JNJ,Revenue,95.45,us-gaap,InterestPaid,1,42
JNJ,Revenue,95.45,us-gaap,LongtermDebtWeightedAverageInterestRate,1,42
JNJ,Revenue,95.45,us-gaap,UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,1,39
JNJ,Revenue,95.45,us-gaap,UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,1,28
JNJ,Revenue,95.45,us-gaap,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1,27
JNJ,Revenue,95.45,us-gaap,DebtInstrumentInterestRateEffectivePercentage,1,26
JNJ,Revenue,95.45,us-gaap,InterestExpenseNonoperating,1,24
JNJ,Revenue,95.45,us-gaap,InterestOnConvertibleDebtNetOfTax,1,24
JNJ,Revenue,95.45,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest,1,18
JNJ,Equity,95.45,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1,240
