Date,Revenue,NetIncome,Assets,Equity,Cash,EPS,SharesOutstanding,TotalDebt,Ticker
2022-06-30,8457000000.0,410000000.0,77885000000.0,41027000000.0,3655000000.0,0.74,505269000.0,12828000000.0,LIN
2022-09-30,8797000000.0,1300000000.0,74323000000.0,38926000000.0,3756000000.0,2.54,501151000.0,12159000000.0,LIN
2022-12-31,33364000000.0,4281000000.0,79658000000.0,41374000000.0,5436000000.0,8.23,504038000.0,198000000.0,LIN
2023-03-31,8193000000.0,1552000000.0,80308000000.0,41323000000.0,4962000000.0,3.06,495676000.0,13440000000.0,LIN
2023-06-30,8204000000.0,1612000000.0,78718000000.0,41235000000.0,3357000000.0,3.19,493549000.0,14472000000.0,LIN
2023-09-30,8155000000.0,1601000000.0,77827000000.0,40225000000.0,3894000000.0,3.19,491076000.0,14154000000.0,LIN
2023-12-31,32854000000.0,6341000000.0,80811000000.0,41082000000.0,4664000000.0,12.59,492290000.0,243000000.0,LIN
2024-03-31,8100000000.0,1665000000.0,80347000000.0,40216000000.0,4848000000.0,3.35,485592000.0,16273000000.0,LIN
2024-06-30,8267000000.0,1700000000.0,80215000000.0,39538000000.0,4626000000.0,3.44,483177000.0,18192000000.0,LIN
2024-09-30,8356000000.0,1603000000.0,82546000000.0,40590000000.0,5187000000.0,3.22,480898000.0,18753000000.0,LIN
2024-12-31,33005000000.0,6737000000.0,80147000000.0,38092000000.0,4850000000.0,13.62,482092000.0,258000000.0,LIN
2025-03-31,8112000000.0,1707000000.0,82704000000.0,39450000000.0,5294000000.0,3.51,476262000.0,19432000000.0,LIN
2025-06-30,8495000000.0,1806000000.0,86078000000.0,39973000000.0,4786000000.0,3.73,473573000.0,21041000000.0,LIN
2025-09-30,8615000000.0,1972000000.0,85993000000.0,38616000000.0,4509000000.0,4.09,471509000.0,20963000000.0,LIN
2025-12-31,33986000000.0,7058000000.0,86817000000.0,38245000000.0,5056000000.0,14.61,472195000.0,276000000.0,LIN
2021-03-31,6805600000.0,1355300000.0,46838300000.0,6898700000.0,3002400000.0,1.49,912400000.0,16204500000.0,LLY
2021-06-30,6740100000.0,1390200000.0,47809000000.0,6444400000.0,3220000000.0,1.53,910400000.0,16515100000.0,LLY
2021-09-30,6772800000.0,1110100000.0,48187000000.0,7757000000.0,3788200000.0,1.22,910800000.0,17085400000.0,LLY
2021-12-31,28318400000.0,5581700000.0,48806000000.0,8979200000.0,3818500000.0,6.12,911681000.0,18279500000.0,LLY
2022-03-31,7810000000.0,1902900000.0,46919300000.0,9330800000.0,2459200000.0,2.1,906400000.0,16508800000.0,LLY
2022-06-30,6488000000.0,952500000.0,47063600000.0,8544700000.0,2622900000.0,1.05,902900000.0,16813800000.0,LLY
2022-09-30,6941600000.0,1451700000.0,47461500000.0,10070100000.0,2617400000.0,1.61,903800000.0,15888400000.0,LLY
2022-12-31,28541400000.0,6244800000.0,49489800000.0,10649800000.0,2067000000.0,6.9,904619000.0,16316400000.0,LLY
2023-03-31,6960000000.0,1344900000.0,53163000000.0,11190400000.0,3545900000.0,1.49,903300000.0,18883600000.0,LLY
2023-06-30,8312100000.0,1763200000.0,54814000000.0,11063800000.0,2694500000.0,1.95,902700000.0,18820000000.0,LLY
2023-09-30,9498600000.0,-57400000.0,57915500000.0,11220400000.0,2380800000.0,-0.06,899800000.0,20168300000.0,LLY
2023-12-31,34124100000.0,5240400000.0,64006300000.0,10771900000.0,2818600000.0,5.8,903300000.0,26009100000.0,LLY
2024-03-31,8768000000.0,2242900000.0,63943500000.0,12812200000.0,2460200000.0,2.48,903800000.0,26211400000.0,LLY
2024-06-30,11302800000.0,2967000000.0,71874800000.0,13562000000.0,3223600000.0,3.28,904200000.0,28892000000.0,LLY
2024-09-30,11439100000.0,970300000.0,75606900000.0,14240000000.0,3369000000.0,1.07,905000000.0,31119700000.0,LLY
2024-12-31,45042700000.0,10590000000.0,78715000000.0,14272000000.0,3268000000.0,11.71,904100000.0,33644000000.0,LLY
2025-03-31,12728500000.0,2759300000.0,89388800000.0,15764800000.0,3093300000.0,3.06,900600000.0,38515900000.0,LLY
2025-06-30,15557700000.0,5660500000.0,100922600000.0,18272900000.0,3375900000.0,6.29,899800000.0,39903800000.0,LLY
2025-09-30,17600800000.0,5582500000.0,114935400000.0,23793300000.0,9791900000.0,6.21,898800000.0,42506600000.0,LLY
2025-12-31,65179000000.0,20640000000.0,112476000000.0,26535000000.0,7268000000.0,22.95,899300000.0,42503000000.0,LLY
2021-03-28,16258000000.0,1837000000.0,51437000000.0,6333000000.0,2933000000.0,6.56,280000000.0,13806000000.0,LMT
2021-06-27,17029000000.0,1815000000.0,52099000000.0,6530000000.0,2745000000.0,6.52,278400000.0,13806000000.0,LMT
2021-09-26,16028000000.0,614000000.0,51843000000.0,9631000000.0,2727000000.0,2.21,277300000.0,12806000000.0,LMT
2021-12-31,67044000000.0,6315000000.0,50873000000.0,10959000000.0,3604000000.0,22.76,277400000.0,12805000000.0,LMT
2022-03-27,14964000000.0,1733000000.0,51510000000.0,10002000000.0,1883000000.0,6.44,269200000.0,13300000000.0,LMT
2022-06-26,15446000000.0,309000000.0,51758000000.0,11432000000.0,1775000000.0,1.16,266700000.0,12800000000.0,LMT
2022-09-25,16583000000.0,1778000000.0,52030000000.0,11966000000.0,2430000000.0,6.71,265100000.0,12800000000.0,LMT
2022-12-31,65984000000.0,5732000000.0,52880000000.0,9266000000.0,2547000000.0,21.66,264600000.0,16842000000.0,LMT
2023-03-26,15126000000.0,1689000000.0,54622000000.0,9646000000.0,2440000000.0,6.61,255700000.0,16800000000.0,LMT
2023-06-25,16693000000.0,1681000000.0,56978000000.0,9240000000.0,3673000000.0,6.63,253600000.0,18800000000.0,LMT
2023-09-24,16878000000.0,1684000000.0,56666000000.0,9274000000.0,3551000000.0,6.73,250200000.0,18700000000.0,LMT
2023-12-31,67571000000.0,6920000000.0,52456000000.0,6835000000.0,1442000000.0,27.55,251200000.0,18723000000.0,LMT
2024-03-31,17195000000.0,1545000000.0,54963000000.0,6650000000.0,2790000000.0,6.39,241600000.0,20700000000.0,LMT
2024-06-30,18122000000.0,1641000000.0,55076000000.0,6175000000.0,2523000000.0,6.85,239600000.0,20600000000.0,LMT
2024-09-29,17104000000.0,1623000000.0,55520000000.0,7200000000.0,3151000000.0,6.8,238600000.0,20600000000.0,LMT
2024-12-31,71043000000.0,5336000000.0,55617000000.0,6333000000.0,2483000000.0,22.31,239200000.0,21557000000.0,LMT
2025-03-30,17963000000.0,1712000000.0,56669000000.0,6683000000.0,1803000000.0,7.28,235300000.0,21600000000.0,LMT
2025-06-29,18155000000.0,342000000.0,58870000000.0,5334000000.0,1293000000.0,1.46,234300000.0,22900000000.0,LMT
2025-09-28,18609000000.0,1619000000.0,60276000000.0,6181000000.0,3470000000.0,6.95,232800000.0,23400000000.0,LMT
2025-12-31,75048000000.0,5017000000.0,59840000000.0,6721000000.0,4121000000.0,21.49,233500000.0,22914000000.0,LMT
2021-01-29,89597000000.0,5811000000.0,46735000000.0,1437000000.0,4690000000.0,7.75,750000000.0,650000000.0,LOW
2021-04-30,24422000000.0,2312000000.0,51200000000.0,445000000.0,6692000000.0,3.21,720000000.0,23928000000.0,LOW
2021-07-30,27570000000.0,3007000000.0,49404000000.0,-175000000.0,4835000000.0,4.25,707000000.0,23941000000.0,LOW
2021-10-29,22918000000.0,1889000000.0,49400000000.0,-1576000000.0,6121000000.0,2.73,692000000.0,25924000000.0,LOW
2022-01-28,96250000000.0,8409000000.0,44640000000.0,-4816000000.0,1133000000.0,12.04,699000000.0,666000000.0,LOW
2022-04-29,23659000000.0,2325000000.0,49725000000.0,-6877000000.0,3414000000.0,3.51,662000000.0,28349000000.0,LOW
2022-07-29,27476000000.0,2983000000.0,46725000000.0,-8442000000.0,1482000000.0,4.67,639000000.0,28362000000.0,LOW
2022-10-28,23479000000.0,152000000.0,46973000000.0,-12868000000.0,3192000000.0,0.25,620000000.0,33499000000.0,LOW
2023-02-03,97059000000.0,6416000000.0,43708000000.0,-14254000000.0,1348000000.0,10.17,631000000.0,563000000.0,LOW
2023-05-05,22347000000.0,2254000000.0,45917000000.0,-14710000000.0,2950000000.0,3.77,597000000.0,36489000000.0,LOW
2023-08-04,24956000000.0,2666000000.0,44521000000.0,-14732000000.0,3494000000.0,4.56,585000000.0,36475000000.0,LOW
2023-11-03,20471000000.0,1769000000.0,42519000000.0,-15147000000.0,1210000000.0,3.06,577000000.0,35933000000.0,LOW
2024-02-02,86377000000.0,7706000000.0,41795000000.0,-15050000000.0,921000000.0,13.2,584000000.0,509000000.0,LOW
2024-05-03,21364000000.0,1750000000.0,45365000000.0,-14606000000.0,3237000000.0,3.06,572000000.0,36705000000.0,LOW
2024-08-02,23586000000.0,2377000000.0,44934000000.0,-13763000000.0,4360000000.0,4.17,570000000.0,36731000000.0,LOW
2024-11-01,20170000000.0,1691000000.0,44743000000.0,-13419000000.0,3271000000.0,2.99,566000000.0,35482000000.0,LOW
2025-01-31,83674000000.0,6940000000.0,43102000000.0,-14231000000.0,1761000000.0,12.23,560000000.0,35487000000.0,LOW
2025-05-02,20930000000.0,1636000000.0,45372000000.0,-13254000000.0,3054000000.0,2.92,560000000.0,38459000000.0,LOW
2025-08-01,23959000000.0,2391000000.0,46614000000.0,-11400000000.0,4860000000.0,4.27,560000000.0,38465000000.0,LOW
2025-10-31,20813000000.0,1612000000.0,53453000000.0,-10382000000.0,621000000.0,2.88,560000000.0,39935000000.0,LOW
2021-03-31,4155000000.0,1828000000.0,34800000000.0,6425000000.0,9615000000.0,1.83,998000000.0,13988000000.0,MA
2021-06-30,4528000000.0,2066000000.0,34911000000.0,6540000000.0,8623000000.0,2.08,994000000.0,14014000000.0,MA
2021-09-30,4985000000.0,2414000000.0,35410000000.0,6773000000.0,8841000000.0,2.44,990000000.0,13972000000.0,MA
2021-12-31,18884000000.0,8687000000.0,37669000000.0,7383000000.0,9902000000.0,8.76,992000000.0,14812000000.0,MA
2022-03-31,5167000000.0,2631000000.0,37163000000.0,7102000000.0,9215000000.0,2.68,981000000.0,14819000000.0,MA
2022-06-30,5497000000.0,2275000000.0,36231000000.0,6236000000.0,8152000000.0,2.34,974000000.0,14671000000.0,MA
2022-09-30,5756000000.0,2499000000.0,37612000000.0,6423000000.0,9776000000.0,2.58,968000000.0,13577000000.0,MA
2022-12-31,22237000000.0,9930000000.0,38724000000.0,6356000000.0,9196000000.0,10.22,971000000.0,14514000000.0,MA
2023-03-31,5748000000.0,2361000000.0,38936000000.0,5386000000.0,8800000000.0,2.47,956000000.0,15292000000.0,MA
2023-06-30,6269000000.0,2845000000.0,39004000000.0,5557000000.0,8521000000.0,3.0,949000000.0,14284000000.0,MA
2023-09-30,6533000000.0,3198000000.0,39674000000.0,6360000000.0,8742000000.0,3.39,943000000.0,14229000000.0,MA
2023-12-31,25098000000.0,11195000000.0,42448000000.0,6975000000.0,10465000000.0,11.83,946000000.0,17207000000.0,MA
2024-03-31,6348000000.0,3011000000.0,42602000000.0,7286000000.0,9187000000.0,3.22,935000000.0,13543000000.0,MA
2024-06-30,6961000000.0,3258000000.0,42333000000.0,7460000000.0,8802000000.0,3.5,930000000.0,14519000000.0,MA
2024-09-30,7369000000.0,3263000000.0,47237000000.0,7475000000.0,12967000000.0,3.53,925000000.0,17608000000.0,MA
2024-12-31,28167000000.0,12874000000.0,48081000000.0,6485000000.0,8442000000.0,13.89,927000000.0,19170000000.0,MA
2025-03-31,7250000000.0,3280000000.0,48470000000.0,6696000000.0,7575000000.0,3.59,914000000.0,18987000000.0,MA
2025-06-30,8133000000.0,3701000000.0,51431000000.0,7874000000.0,9031000000.0,4.07,909000000.0,19142000000.0,MA
2025-09-30,8602000000.0,3927000000.0,53289000000.0,7904000000.0,10313000000.0,4.34,905000000.0,19144000000.0,MA
2025-12-31,32791000000.0,14968000000.0,54157000000.0,7737000000.0,10566000000.0,16.52,906000000.0,19899000000.0,MA
2021-03-31,2316000000.0,-11000000.0,24369000000.0,234000000.0,642000000.0,-0.03,326700000.0,10208000000.0,MAR
2021-06-30,3149000000.0,422000000.0,24504000000.0,796000000.0,679000000.0,1.28,329100000.0,157000000.0,MAR
2021-09-30,3946000000.0,220000000.0,24506000000.0,918000000.0,797000000.0,0.67,329300000.0,155000000.0,MAR
2021-12-31,13857000000.0,1099000000.0,25553000000.0,1414000000.0,1421000000.0,3.34,329300000.0,153000000.0,MAR
2022-03-31,4199000000.0,377000000.0,25238000000.0,1772000000.0,1067000000.0,1.14,330000000.0,875000000.0,MAR
2022-06-30,5338000000.0,678000000.0,24615000000.0,1772000000.0,567000000.0,2.06,329500000.0,701000000.0,MAR
2022-09-30,5313000000.0,630000000.0,24763000000.0,1063000000.0,1068000000.0,1.94,325700000.0,699000000.0,MAR
2022-12-31,20773000000.0,2358000000.0,24815000000.0,568000000.0,525000000.0,7.24,325800000.0,147000000.0,MAR
2023-03-31,5615000000.0,757000000.0,24863000000.0,140000000.0,571000000.0,2.43,311000000.0,495000000.0,MAR
2023-06-30,6075000000.0,726000000.0,25087000000.0,-224000000.0,579000000.0,2.38,305000000.0,1029000000.0,MAR
2023-09-30,5928000000.0,752000000.0,25267000000.0,-661000000.0,743000000.0,2.51,300100000.0,1031000000.0,MAR
2023-12-31,23713000000.0,3083000000.0,25674000000.0,-682000000.0,366000000.0,10.18,302900000.0,139000000.0,MAR
2024-03-31,5977000000.0,564000000.0,25756000000.0,-1616000000.0,448000000.0,1.93,291600000.0,1039000000.0,MAR
2024-06-30,6439000000.0,772000000.0,25740000000.0,-2091000000.0,370000000.0,2.69,286700000.0,1088000000.0,MAR
2024-09-30,6255000000.0,584000000.0,26209000000.0,-2421000000.0,416000000.0,2.07,282400000.0,1086000000.0,MAR
2024-12-31,25100000000.0,2375000000.0,26182000000.0,-2992000000.0,396000000.0,8.33,285200000.0,133000000.0,MAR
2025-03-31,6263000000.0,665000000.0,26651000000.0,-3168000000.0,523000000.0,2.39,277700000.0,1081000000.0,MAR
2025-06-30,6744000000.0,763000000.0,27342000000.0,-2964000000.0,671000000.0,2.78,274700000.0,1228000000.0,MAR
2025-09-30,6489000000.0,728000000.0,27833000000.0,-3119000000.0,678000000.0,2.67,272500000.0,1674000000.0,MAR
2025-12-31,26186000000.0,2601000000.0,27540000000.0,-3771000000.0,358000000.0,9.51,273600000.0,131000000.0,MAR
2021-03-31,5124600000.0,1537200000.0,51103100000.0,-7235500000.0,3019700000.0,2.05,751000000.0,35700000000.0,MCD
2021-06-30,5887900000.0,2219300000.0,51893100000.0,-5808000000.0,3049400000.0,2.95,752100000.0,35400000000.0,MCD
2021-09-30,6201300000.0,2149900000.0,52727000000.0,-5675000000.0,4305800000.0,2.86,752600000.0,35100000000.0,MCD
2021-12-31,23222900000.0,7545200000.0,53854300000.0,-4601000000.0,4709000000.0,10.04,751.8,35762400000.0,MCD
2022-03-31,5665600000.0,1104400000.0,50877700000.0,-5990800000.0,2335700000.0,1.48,747600000.0,34000000000.0,MCD
2022-06-30,5718400000.0,1188000000.0,49247800000.0,-6369800000.0,1872500000.0,1.6,742000000.0,34600000000.0,MCD
2022-09-30,5872100000.0,1981600000.0,48501600000.0,-6566200000.0,2828300000.0,2.68,739500000.0,34900000000.0,MCD
2022-12-31,23182600000.0,6177400000.0,50436000000.0,-6003000000.0,2584000000.0,8.33,741.3,36142400000.0,MCD
2023-03-31,5897800000.0,1802300000.0,52014400000.0,-5776000000.0,3708000000.0,2.45,735.5,37624200000.0,MCD
2023-06-30,6497500000.0,2310400000.0,50442000000.0,-4999000000.0,1626000000.0,3.15,734.3,35700000000.0,MCD
2023-09-30,6692200000.0,2317100000.0,52089300000.0,-4855000000.0,3496000000.0,3.17,731.6,37300000000.0,MCD
2023-12-31,25493700000.0,8468800000.0,56147000000.0,-4707000000.0,4579000000.0,11.56,732.3,41759000000.0,MCD
2024-03-31,6169000000.0,1929000000.0,53513000000.0,-4833000000.0,838000000.0,2.66,725.9,38004000000.0,MCD
2024-06-30,6490000000.0,2022000000.0,53801000000.0,-4824000000.0,792000000.0,2.8,722.0,38500000000.0,MCD
2024-09-30,6873000000.0,2255000000.0,56172000000.0,-5177000000.0,1221000000.0,3.13,720.0,40196000000.0,MCD
2024-12-31,25920000000.0,8223000000.0,55182000000.0,-3797000000.0,1085000000.0,11.39,721.9,38616000000.0,MCD
2025-03-31,5956000000.0,1868000000.0,56329000000.0,-3454000000.0,1238000000.0,2.6,718.2,38980000000.0,MCD
2025-06-30,6843000000.0,2253000000.0,59555000000.0,-2760000000.0,1876000000.0,3.14,717.6,42002000000.0,MCD
2025-09-30,7078000000.0,2278000000.0,60608000000.0,-2163000000.0,2413000000.0,3.18,715.9,43100000000.0,MCD
2025-12-31,26885000000.0,8563000000.0,59515000000.0,-1791000000.0,774000000.0,11.95,716.4,40168000000.0,MCD
2021-03-31,7238000000.0,968000000.0,66349000000.0,27149000000.0,2059000000.0,0.68,1422000000.0,18856000000.0,MDLZ
2021-06-30,6642000000.0,1079000000.0,66477000000.0,27620000000.0,1969000000.0,0.76,1416000000.0,18951000000.0,MDLZ
2021-09-30,7182000000.0,1262000000.0,67317000000.0,27754000000.0,3408000000.0,0.89,1408000000.0,19753000000.0,MDLZ
2021-12-31,28720000000.0,4314000000.0,67092000000.0,28323000000.0,3553000000.0,3.04,1413000000.0,321000000.0,MDLZ
2022-03-31,7764000000.0,861000000.0,67994000000.0,28216000000.0,1953000000.0,0.61,1398000000.0,19098000000.0,MDLZ
2022-06-30,7274000000.0,748000000.0,66014000000.0,27553000000.0,1935000000.0,0.54,1389000000.0,18607000000.0,MDLZ
2022-09-30,7763000000.0,533000000.0,68036000000.0,26670000000.0,2195000000.0,0.39,1379000000.0,19911000000.0,MDLZ
2022-12-31,31496000000.0,2726000000.0,71161000000.0,26920000000.0,1948000000.0,1.96,1385000000.0,388000000.0,MDLZ
2023-03-31,9166000000.0,2089000000.0,72786000000.0,28274000000.0,1939000000.0,1.52,1373000000.0,19741000000.0,MDLZ
2023-06-30,8507000000.0,941000000.0,72025000000.0,28679000000.0,1553000000.0,0.69,1372000000.0,901000000.0,MDLZ
2023-09-30,9029000000.0,988000000.0,70860000000.0,28560000000.0,1677000000.0,0.72,1370000000.0,2354000000.0,MDLZ
2023-12-31,36016000000.0,4968000000.0,71391000000.0,28366000000.0,1884000000.0,3.62,1370000000.0,458000000.0,MDLZ
2024-03-31,9290000000.0,1416000000.0,77624000000.0,28514000000.0,1462000000.0,1.04,1355000000.0,18805000000.0,MDLZ
2024-06-30,8343000000.0,603000000.0,73096000000.0,27718000000.0,1471000000.0,0.45,1348000000.0,18915000000.0,MDLZ
2024-09-30,9204000000.0,856000000.0,72191000000.0,27891000000.0,1573000000.0,0.63,1344000000.0,18320000000.0,MDLZ
2024-12-31,36441000000.0,4623000000.0,68497000000.0,26932000000.0,1400000000.0,3.42,1347000000.0,435000000.0,MDLZ
2025-03-31,9313000000.0,407000000.0,68927000000.0,25823000000.0,1625000000.0,0.31,1305000000.0,17624000000.0,MDLZ
2025-06-30,8984000000.0,644000000.0,71020000000.0,26247000000.0,1587000000.0,0.49,1299000000.0,19223000000.0,MDLZ
2025-09-30,9744000000.0,746000000.0,71358000000.0,26177000000.0,1466000000.0,0.57,1296000000.0,18677000000.0,MDLZ
2025-12-31,38537000000.0,2466000000.0,71487000000.0,25838000000.0,2195000000.0,1.89,1298000000.0,560000000.0,MDLZ
2021-03-31,26171000000.0,9497000000.0,163523000000.0,133657000000.0,19513000000.0,3.3,2882000000.0,580000000.0,META
2021-06-30,29077000000.0,10394000000.0,170609000000.0,138227000000.0,16186000000.0,3.61,2877000000.0,619000000.0,META
2021-09-30,29010000000.0,9194000000.0,169585000000.0,133360000000.0,14496000000.0,3.22,2859000000.0,651000000.0,META
2021-12-31,117929000000.0,39370000000.0,165987000000.0,124879000000.0,16865000000.0,13.77,2859000000.0,75000000.0,META
2022-03-31,27908000000.0,7465000000.0,164218000000.0,123228000000.0,14886000000.0,2.72,2742000000.0,686000000.0,META
2022-06-30,28822000000.0,6687000000.0,169779000000.0,125767000000.0,12681000000.0,2.46,2713000000.0,690000000.0,META
2022-09-30,27714000000.0,4395000000.0,178894000000.0,124094000000.0,14308000000.0,1.64,2687000000.0,10064000000.0,META
2022-12-31,116609000000.0,23200000000.0,185727000000.0,125713000000.0,15596000000.0,8.59,2702000000.0,10129000000.0,META
2023-03-31,28645000000.0,5709000000.0,184491000000.0,124795000000.0,11551000000.0,2.2,2596000000.0,10114000000.0,META
2023-06-30,31999000000.0,7788000000.0,206688000000.0,134033000000.0,28785000000.0,2.98,2612000000.0,18681000000.0,META
2023-09-30,34146000000.0,11583000000.0,216274000000.0,142873000000.0,36890000000.0,4.39,2641000000.0,18585000000.0,META
2023-12-31,134902000000.0,39098000000.0,229623000000.0,153168000000.0,41862000000.0,14.87,2629000000.0,18590000000.0,META
2024-03-31,36455000000.0,12369000000.0,222844000000.0,149529000000.0,32307000000.0,4.71,2625000000.0,18387000000.0,META
2024-06-30,39071000000.0,13465000000.0,230238000000.0,156763000000.0,32045000000.0,5.16,2610000000.0,18389000000.0,META
2024-09-30,40589000000.0,15688000000.0,256408000000.0,164529000000.0,43852000000.0,6.03,2600000000.0,29000000000.0,META
2024-12-31,164501000000.0,62360000000.0,276054000000.0,182637000000.0,43889000000.0,23.86,2614000000.0,29076000000.0,META
2025-03-31,42314000000.0,16644000000.0,280213000000.0,185029000000.0,28750000000.0,6.43,2590000000.0,28829000000.0,META
2025-06-30,47516000000.0,18337000000.0,294744000000.0,195070000000.0,12005000000.0,7.14,2570000000.0,28832000000.0,META
2025-09-30,51242000000.0,2709000000.0,303844000000.0,194066000000.0,10187000000.0,1.05,2572000000.0,28834000000.0,META
2025-12-31,200966000000.0,60458000000.0,366021000000.0,217243000000.0,35873000000.0,23.49,2574000000.0,59308000000.0,META
2021-03-31,1243816000.0,315194000.0,6534366000.0,5459437000.0,1178879000.0,0.6,534982000.0,1631000.0,MNST
2021-06-30,1461934000.0,403762000.0,7071543000.0,5905498000.0,1584239000.0,0.76,535557000.0,1761000.0,MNST
2021-09-30,1410557000.0,337205000.0,7449408000.0,6244997000.0,1712671000.0,0.64,535915000.0,1617000.0,MNST
2021-12-31,5541352000.0,1377475000.0,7804784000.0,6566951000.0,1326462000.0,1.3,1071278000.0,1001000.0,MNST
2022-03-31,1518574000.0,294203000.0,8187459000.0,6866672000.0,1014786000.0,0.28,1071108000.0,1241000.0,MNST
2022-06-30,1655260000.0,273360000.0,8175012000.0,6809178000.0,1132039000.0,0.26,1069622000.0,1382000.0,MNST
2022-09-30,1624286000.0,322387000.0,8204805000.0,6815760000.0,1303048000.0,0.31,1066600000.0,965000.0,MNST
2022-12-31,6311050000.0,1191624000.0,8293105000.0,7025041000.0,1307141000.0,1.13,1066442000.0,1555000.0,MNST
2023-03-31,1698930000.0,397444000.0,8844362000.0,7395360000.0,1672660000.0,0.38,1059069000.0,2426000.0,MNST
2023-06-30,1854961000.0,413871000.0,9263338000.0,7841464000.0,1869774000.0,0.4,1060093000.0,8439000.0,MNST
2023-09-30,1856028000.0,452694000.0,9314338000.0,7873149000.0,1773849000.0,0.43,1059966000.0,14488000.0,MNST
2023-12-31,7140027000.0,1630988000.0,9686522000.0,8228744000.0,2297675000.0,1.56,1057981000.0,12917000.0,MNST
2024-03-31,1899098000.0,442049000.0,10098066000.0,8577789000.0,2576524000.0,0.42,1051282000.0,8608000.0,MNST
2024-06-30,1900597000.0,425369000.0,8060904000.0,5866323000.0,1564734000.0,0.41,1037378000.0,752167000.0,MNST
2024-09-30,1880973000.0,370919000.0,8053301000.0,5779400000.0,1625339000.0,0.38,983171000.0,752676000.0,MNST
2024-12-31,7492709000.0,1509048000.0,7719089000.0,5957718000.0,1533287000.0,1.5,1013107000.0,379211000.0,MNST
2025-03-31,1854558000.0,442993000.0,8227028000.0,6519439000.0,1903419000.0,0.45,981282000.0,208054000.0,MNST
2025-06-30,2111593000.0,488794000.0,8729888000.0,7191304000.0,1926927000.0,0.5,983997000.0,,MNST
2025-09-30,2197139000.0,524455000.0,9611273000.0,7745160000.0,2292939000.0,0.54,984966000.0,,MNST
2025-12-31,8294343000.0,1905432000.0,9988945000.0,8254108000.0,2088117000.0,1.95,984451000.0,,MNST
2021-03-31,6036000000.0,1421000000.0,48776000000.0,2995000000.0,5845000000.0,0.77,1857000000.0,29680000000.0,MO
2021-06-30,6936000000.0,2146000000.0,44388000000.0,3259000000.0,1927000000.0,1.16,1849000000.0,28241000000.0,MO
2021-09-30,6786000000.0,-2724000000.0,39564000000.0,-1265000000.0,3038000000.0,-1.48,1842000000.0,28127000000.0,MO
2021-12-31,26013000000.0,2464000000.0,39523000000.0,-1606000000.0,4594000000.0,1.34,1823175618.0,28044000000.0,MO
2022-03-31,5892000000.0,1955000000.0,40235000000.0,-1760000000.0,5403000000.0,1.08,1818000000.0,27922000000.0,MO
2022-06-30,6543000000.0,889000000.0,36746000000.0,-2403000000.0,2632000000.0,0.49,1809000000.0,27680000000.0,MO
2022-09-30,6550000000.0,221000000.0,33953000000.0,-4232000000.0,2540000000.0,0.12,1799000000.0,26291000000.0,MO
2022-12-31,25096000000.0,5751000000.0,36954000000.0,-3923000000.0,4091000000.0,3.19,1785534122.0,26680000000.0,MO
2023-03-31,5719000000.0,1784000000.0,36826000000.0,-3826000000.0,3974000000.0,1.0,1786000000.0,25387000000.0,MO
2023-06-30,6508000000.0,2113000000.0,37151000000.0,-3777000000.0,923000000.0,1.19,1782000000.0,27195000000.0,MO
2023-09-30,6281000000.0,2161000000.0,36469000000.0,-3357000000.0,1581000000.0,1.22,1773000000.0,25098000000.0,MO
2023-12-31,24483000000.0,8113000000.0,38570000000.0,-3490000000.0,3686000000.0,4.57,1777000000.0,26233000000.0,MO
2024-03-31,5576000000.0,2124000000.0,36475000000.0,-5064000000.0,3646000000.0,1.21,1758000000.0,25042000000.0,MO
2024-06-30,6209000000.0,3794000000.0,34387000000.0,-2966000000.0,1836000000.0,2.21,1718000000.0,25023000000.0,MO
2024-09-30,6259000000.0,2287000000.0,34167000000.0,-3418000000.0,1928000000.0,1.34,1703000000.0,25155000000.0,MO
2024-12-31,24018000000.0,11236000000.0,35177000000.0,-2238000000.0,3127000000.0,6.54,1718000000.0,24926000000.0,MO
2025-03-31,5259000000.0,1072000000.0,35760000000.0,-3460000000.0,4726000000.0,0.63,1690000000.0,26059000000.0,MO
2025-06-30,6102000000.0,2371000000.0,32332000000.0,-3206000000.0,1287000000.0,1.41,1684000000.0,24720000000.0,MO
2025-09-30,6072000000.0,2369000000.0,35008000000.0,-2646000000.0,3472000000.0,1.41,1680000000.0,25701000000.0,MO
2025-12-31,23279000000.0,6927000000.0,35017000000.0,-3502000000.0,4474000000.0,4.12,1683000000.0,25916000000.0,MO
2021-03-31,12080000000.0,3186000000.0,90847000000.0,27039000000.0,6882000000.0,1.08,2541000000.0,31253000000.0,MRK
2021-06-30,11402000000.0,1545000000.0,90688000000.0,33388000000.0,8630000000.0,0.48,2540000000.0,26521000000.0,MRK
2021-09-30,13154000000.0,4567000000.0,93494000000.0,35863000000.0,10046000000.0,1.81,2536000000.0,26441000000.0,MRK
2021-12-31,48704000000.0,13049000000.0,105694000000.0,38257000000.0,8167000000.0,4.88,2538000000.0,33102000000.0,MRK
2022-03-31,15901000000.0,4310000000.0,106668000000.0,40953000000.0,8614000000.0,1.7,2537000000.0,31794000000.0,MRK
2022-06-30,14593000000.0,3944000000.0,107095000000.0,43318000000.0,9753000000.0,1.55,2540000000.0,31663000000.0,MRK
2022-09-30,14959000000.0,3248000000.0,107081000000.0,44524000000.0,11279000000.0,1.28,2542000000.0,30418000000.0,MRK
