"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"ROG","ROCHE HOLDING AG GENUSSCHEIN","711038901","7110388",0.0074113841556412,"-",9965,"CHF"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0073704502951177,"-",40126,"USD"
"AZN","ASTRAZENECA PLC","098952906","0989529",0.00724100347615074,"-",20597,"GBP"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.00723833736280617,"-",29930,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.0072091604607533,"-",16846,"USD"
"HSBA","HSBC HOLDINGS PLC","054052907","0540528",0.00720620368091627,"-",246223,"GBP"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.00718227882169256,"-",77369,"USD"
"AMX B","AMERICA MOVIL SAB DE C SER B","ACI2DNX59","BMVRB77",0.00717177473603423,"-",3395135,"MXN"
"8411","MIZUHO FINANCIAL GROUP INC","659101901","6591014",0.00713411839078771,"-",100122,"JPY"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.00711815177966774,"-",39659,"USD"
"NAB","NATIONAL AUSTRALIA BANK LTD","662460005","6624608",0.00704718906357901,"-",116874,"AUD"
"4502","TAKEDA PHARMACEUTICAL CO LTD","687044008","6870445",0.00699405723335494,"-",107201,"JPY"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.006952732476514,"-",48778,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.00692611143499822,"-",9563,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.00692551005604832,"-",49003,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.00692336513779366,"-",15469,"USD"
"RY","ROYAL BANK OF CANADA","780087953","2754383",0.00689769627961523,"-",23068,"CAD"
"PETR4","PETROBRAS   PETROLEO BRAS PR","268453008","2684532",0.00689478961469069,"-",435918,"BRL"
"AAPL","APPLE INC","037833100","2046251",0.00689064009993635,"-",14694,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.00686707606808259,"-",23576,"USD"
"BK","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.00685651184452927,"-",31929,"USD"
"SAN","BANCO SANTANDER SA","570594903","5705946",0.00682055940630747,"-",334652,"EUR"
"NESN","NESTLE SA REG","712387901","7123870",0.00681757255752295,"-",36451,"CHF"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.00677339125066996,"-",12232,"USD"
"BBVA","BANCO BILBAO VIZCAYA ARGENTA","550190904","5501906",0.00674728138126161,"-",175623,"EUR"
"PFE","PFIZER INC","717081103","2684703",0.00673951356982534,"-",136847,"USD"
"7203","TOYOTA MOTOR CORP","690064001","6900643",0.00670801133583284,"-",168000,"JPY"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.00667050533532379,"-",11862,"USD"
"DG","VINCI SA","B1XH02900","B1XH026",0.00665245394384416,"-",24231,"EUR"
"BNP","BNP PARIBAS","730968906","7309681",0.00665071996787193,"-",36690,"EUR"
"BAS","BASF SE","ACI0054Q2","5086577",0.00664282185766318,"-",64897,"EUR"
"TSCO","TESCO PLC","BLGZ98903","BLGZ986",0.00663663767746167,"-",570267,"GBP"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0066137552084178,"-",27364,"USD"
"8306","MITSUBISHI UFJ FINANCIAL GRO","633517909","6335171",0.00653331075088557,"-",213748,"JPY"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.00651402653255863,"-",15764,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.0064864733536705,"-",3526,"USD"
"1398","IND + COMM BK OF CHINA H","B1G1QD902","B1G1QD8",0.00644760422754167,"-",4362110,"HKD"
"MCD","MCDONALD S CORP","580135101","2550707",0.00644556956209449,"-",10853,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.00644180092067509,"-",39947,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.00642023146233851,"-",20358,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.00638029990006485,"-",18552,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.00631224384890065,"-",7020,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.00630885608081619,"-",18788,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.00626652902572541,"-",44929,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.00623203994294838,"-",4316,"USD"
"G","GENERALI","405671009","4056719",0.00617597137885228,"-",86925,"EUR"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.00611123293489506,"-",6776,"USD"
"939","CHINA CONSTRUCTION BANK H","B0LMTQ900","B0LMTQ3",0.00610423689311117,"-",3290288,"HKD"
"EBAY","EBAY INC","278642103","2293819",0.00608204600985969,"-",36857,"USD"
"MC","LVMH MOET HENNESSY LOUIS VUI","406141903","4061412",0.0060529593146493,"-",5788,"EUR"
"ALV","ALLIANZ SE REG","523148906","5231485",0.00603799500177918,"-",8154,"EUR"
"SHELL","SHELL PLC","BP6MXT901","BP6MXT4",0.00602685946822345,"-",74029,"EUR"
"UCG","UNICREDIT SPA","BYMXPS901","BYMXPS7",0.00597660423397642,"-",43475,"EUR"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.00597371761501688,"-",42600,"USD"
"SIE","SIEMENS AG REG","572797900","5727973",0.00595868314126927,"-",12552,"EUR"
"AI","AIR LIQUIDE SA","B1YXBJ905","B1YXBJ7",0.00593192177799852,"-",16437,"EUR"
"MMM","3M CO","88579Y101","2595708",0.00590498000104279,"-",21600,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.00586959887282341,"-",12925,"USD"
"3382","SEVEN + I HOLDINGS CO LTD","B0FS5D909","B0FS5D6",0.00583931944269571,"-",249952,"JPY"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.00581390115907975,"-",21069,"USD"
"7751","CANON INC","617232004","6172323",0.00580837849572312,"-",113081,"JPY"
"T","AT+T INC","00206R102","2831811",0.00578276977543969,"-",115148,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.00577377916013861,"-",36038,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.00573245440329767,"-",66337,"USD"
"UBSG","UBS GROUP AG REG","ACI09N1W4","BRJL176",0.00572740282011848,"-",83036,"CHF"
"WFC","WELLS FARGO + CO","949746101","2649100",0.00571925413534727,"-",41452,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.00571643767726522,"-",11021,"USD"
"SAMPO","SAMPO OYJ A SHS","ACI2K0750","BMXX645",0.00571159657671848,"-",292016,"EUR"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0057001803996528,"-",10298,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.00561991635580553,"-",19968,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.0055394718982733,"-",14419,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.00552807576717261,"-",8974,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.00552365563189081,"-",9829,"USD"
"A005930","SAMSUNG ELECTRONICS CO LTD","677172009","6771720",0.00549811707248487,"-",23631,"KRW"
"BA","BOEING CO/THE","097023105","2108601",0.00547643736134081,"-",14587,"USD"
"RELIANCE","RELIANCE INDUSTRIES LIMITED","609962907","6099626",0.00540643685157192,"-",195249,"INR"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0053794249137387,"-",53982,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0052307640373223,"-",28692,"USD"
"700","TENCENT HOLDINGS LTD","BMMV2K903","BMMV2K8",0.00519819936718497,"-",40606,"HKD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.00519533279419042,"-",4440,"USD"
"NPN","NASPERS LTD N SHS","ACI30CJZ5","BV2FFX7",0.00519450088664306,"-",50655,"ZAR"
"9984","SOFTBANK GROUP CORP","677062903","6770620",0.00516786982214478,"-",119724,"JPY"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.00510445441187735,"-",25744,"USD"
"DBK","DEUTSCHE BANK AG REGISTERED","575035902","5750355",0.00505539191254763,"-",93090,"EUR"
"QCOM","QUALCOMM INC","747525103","2714923",0.00502383956364264,"-",20892,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.00502367919592267,"-",13749,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.00500257079478102,"-",8050,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.0049529069165014,"-",6722,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.00490450593401658,"-",13644,"USD"
"7267","HONDA MOTOR CO LTD","643514003","6435145",0.0049031027164668,"-",293915,"JPY"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.00485983350102117,"-",9567,"USD"
"SGO","COMPAGNIE DE SAINT GOBAIN","738048909","7380482",0.00475448193198039,"-",31161,"EUR"
"INFY","INFOSYS LTD SP ADR","456788108","2398822",0.0047494203258187,"-",192732,"USD"
"TEF","TELEFONICA SA","573252905","5732524",0.00473799412577051,"-",631909,"EUR"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.00472503440940007,"-",611,"USD"
"CCL","CARNIVAL CORP","143658300","2523044",0.00470310412369355,"-",107235,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.00469025466013059,"-",9482,"USD"
"BAX","BAXTER INTERNATIONAL INC","071813109","2085102",0.00463021699496512,"-",140217,"USD"
"6758","SONY GROUP CORP","682150008","6821506",0.00461226583331046,"-",115780,"JPY"
"NFLX","NETFLIX INC","64110L106","2857817",0.00460105011589474,"-",26608,"USD"
"TCS","TATA CONSULTANCY SVCS LTD","B01NPJ900","B01NPJ1",0.00453760463667981,"-",93409,"INR"
"SAP","SAP SE","484628904","4846288",0.00452296105924964,"-",12818,"EUR"
"NKE","NIKE INC  CL B","654106103","2640147",0.00450073008406817,"-",45348,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.00431561562030505,"-",7754,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.00411946585281118,"-",50648,"USD"
"HPQ","HP INC","40434L105","BYX4D52",0.00411836332473635,"-",118530,"USD"
"BABA","ALIBABA GROUP HOLDING SP ADR","01609W102","BP41ZD1",0.00407794063632027,"-",16573,"USD"
"INTU","INTUIT INC","461202103","2459020",0.00404096585388364,"-",5065,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.00382472000648046,"-",18465,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.00347575984781585,"-",6252,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.00300228417757349,"-",10288,"USD"
"-","SSI US GOV MONEY MARKET CLASS","924QSGII3","-",0.00227156866150947,"-",1238909.41,"USD"
"PBR-A","PETROLEO BRASIL SP PREF  ADR","71654V101","2683410",0.00213946575218043,"-",67959,"USD"
"9988","ALIBABA GROUP HOLDING LTD","BK6YZP902","BK6YZP5",0.00158449321124352,"-",51400,"HKD"
"SHEL","SHELL PLC","BP6MXD906","BP6MXD8",0.00149342439226297,"-",18335,"GBP"
"RIGD","RELIANCE INDS SPONS GDR 144A","B16CYP903","B16CYP9",0.000441221712562471,"-",4004,"USD"
"-","US DOLLAR","999USDZ92","-",0.000373396189995736,"-",203650.33,"USD"
"8729","SONY FINANCIAL GROUP INC","B249SN902","B249SN5",0.000200940753128108,"-",115780,"JPY"
"-","SWISS FRANC","999CHFZ99","-",0.000174109228979866,"-",74491.8,"CHF"
"-","POUND STERLING","999GBPZ94","-",0.000171683667215251,"-",70148.46,"GBP"
"-","EURO CURRENCY","999EURZ94","-",0.00012746226843227,"-",60330.96,"EUR"
"-","CANADIAN DOLLAR","999CADZ91","-",0.000103066329031142,"-",76559.02,"CAD"
"-","INDIAN RUPEE","999INRZ93","-",0.000101051709548962,"-",5080623.62,"INR"
"-","SOUTH KOREAN WON","999KRWZ93","-",3.27049918923092e-05,"-",26416356,"KRW"
"-","SOUTH AFRICAN RAND","999ZARZ99","-",3.05300046901544e-05,"-",279260.83,"ZAR"
"-","JAPANESE YEN","999JPYZ94","-",2.88962585429137e-05,"-",2508930,"JPY"
"-","SWEDISH KRONA","999SEKZ96","-",1.99958500843264e-05,"-",101717.27,"SEK"
"-","MEXICAN PESO (NEW)","999MXNZ92","-",1.70992081422861e-05,"-",166404.57,"MXN"
"-","BRAZILIAN REAL","999BRLZ97","-",1.38417388303031e-05,"-",39376.65,"BRL"
"-","HONG KONG DOLLAR","999HKDZ99","-",9.97286758591716e-06,"-",42580.65,"HKD"
"-","AUSTRALIAN DOLLAR","999AUDZ93","-",8.66987986112396e-06,"-",6674.89,"AUD"
"-","DANISH KRONE","999DKKZ92","-",4.41011229930005e-06,"-",15608.51,"DKK"
"Q","QNITY ELECTRONICS INC","74743L100","BW1P234",2.35540088712616e-06,"-",12,"USD"
"-","NEW TAIWAN DOLLAR","999TWDZ90","-",1.75402193722161e-06,"-",30540,"TWD"
"-","NORWEGIAN KRONE","999NOKZ96","-",1.90436667469775e-07,"-",998.31,"NOK"
"MFSM6","MSCI EAFE         JUN26","ADI2VB6S3","-",-2.3954928171198e-06,"-",150,"USD"
"MFSH6","MSCI EAFE         MAR26","ADI2VCBR7","-",-2.61399383558512e-05,"-",400,"USD"
"ESH6","S+P500 EMINI FUT  MAR26","ADI2TSML6","-",-8.67388905412332e-05,"-",250,"USD"
