Ticker,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_1_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_2_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_3_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_4_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_5_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_1_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_2_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_3_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_4_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_5_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_1_TEXTBLOB,Granger_alpha_lag_1_TEXTBLOB,Granger_beta1_lag_1_TEXTBLOB,Granger_beta2_lag_1_TEXTBLOB,Granger_pvalue_lag_2_TEXTBLOB,Granger_alpha_lag_2_TEXTBLOB,Granger_beta1_lag_2_TEXTBLOB,Granger_beta2_lag_2_TEXTBLOB,Granger_pvalue_lag_3_TEXTBLOB,Granger_alpha_lag_3_TEXTBLOB,Granger_beta1_lag_3_TEXTBLOB,Granger_beta2_lag_3_TEXTBLOB,Granger_pvalue_lag_1_FINBERT,Granger_alpha_lag_1_FINBERT,Granger_beta1_lag_1_FINBERT,Granger_beta2_lag_1_FINBERT,Granger_beta3_lag_1_FINBERT,Granger_pvalue_lag_2_FINBERT,Granger_alpha_lag_2_FINBERT,Granger_beta1_lag_2_FINBERT,Granger_beta2_lag_2_FINBERT,Granger_beta3_lag_2_FINBERT,Granger_pvalue_lag_3_FINBERT,Granger_alpha_lag_3_FINBERT,Granger_beta1_lag_3_FINBERT,Granger_beta2_lag_3_FINBERT,Granger_beta3_lag_3_FINBERT
SBAC,0.3117444,0.9673758,7.6415961,0.0758783,0.9331084,7.2763171,0.0360209,0.9404054,9.1032804,0.0554479,0.9604633,7.7517266,0.0672806,0.9484668,6.752893,0.2374294,0.9673758,7.6415961,0.3495253,0.9331084,7.2763171,0.2277615,0.9404054,9.1032804,0.0784857,0.9604633,7.7517266,0.0823429,0.9484668,6.752893,0.9822393,0.9673758,7.6415961,0.6877251,0.9331084,7.2763171,0.0737769,0.9404054,9.1032804,0.0631322,0.9604633,7.7517266,0.1000665,0.9484668,6.752893,0.1881922,0.9673758,7.6415961,0.4281994,0.9331084,7.2763171,0.2986427,0.9404054,9.1032804,0.4413189,0.9604633,7.7517266,0.498488,0.9484668,6.752893,0.1678459,0.9673758,7.6415961,0.2706097,0.9331084,7.2763171,0.3300822,0.9404054,9.1032804,0.3271294,0.9604633,7.7517266,0.1398459,0.9484668,6.752893,0.0479704,11.2318572,-17.9602952,12.7025715,0.0232814,11.2318572,20.6693711,-0.4078685,0.0149996,11.2318572,-22.2318749,13.3756729,0.0627879,39443.9782417,-47527.2625245,-47530.681962,-47525.6033396,0.6907263,39443.9782417,-10198.3748687,-10196.8446538,-10193.6434165,0.4736295,39443.9782417,18300.3827264,18288.1399239,18287.0185142
SBUX,0.2428443,0.9221322,6.977002,0.3308653,0.7592741,5.7254767,0.438049,0.7740997,6.159696,0.1153802,0.771499,6.4602124,0.1067516,0.777949,7.0167262,0.7639991,0.9221322,6.977002,0.6545213,0.7592741,5.7254767,0.8661028,0.7740997,6.159696,0.7931433,0.771499,6.4602124,0.7541837,0.777949,7.0167262,0.7470401,0.9221322,6.977002,0.9007604,0.7592741,5.7254767,0.8952323,0.7740997,6.159696,0.7686991,0.771499,6.4602124,0.880769,0.777949,7.0167262,0.3458733,0.9221322,6.977002,0.3578794,0.7592741,5.7254767,0.3044127,0.7740997,6.159696,0.3147532,0.771499,6.4602124,0.5037654,0.777949,7.0167262,0.1348321,0.9221322,6.977002,0.109444,0.7592741,5.7254767,0.0218524,0.7740997,6.159696,0.0389301,0.771499,6.4602124,0.1083133,0.777949,7.0167262,0.1892751,5.8204721,-4.4879685,1.4813923,0.4036363,5.8204721,2.8606927,0.8587092,0.350456,5.8204721,-3.2021221,0.393523,0.4175524,3448.7072986,8126.3915581,8126.0216535,8128.8009033,0.1442034,3448.7072986,-14521.8973472,-14522.4569635,-14520.0441273,0.770454,3448.7072986,2952.7945838,2953.2445608,2949.1098074
SCCO,0.8507511,0.9989883,0.8511246,0.801589,1.0953051,1.0754436,0.8985941,1.0923204,1.1798469,0.6567079,1.0936103,1.6373198,0.5103005,1.0958622,1.443203,0.2502091,0.9989883,0.8511246,0.2415373,1.0953051,1.0754436,0.2179106,1.0923204,1.1798469,0.3470175,1.0936103,1.6373198,0.4548695,1.0958622,1.443203,0.6119167,0.9989883,0.8511246,0.8968753,1.0953051,1.0754436,0.6493058,1.0923204,1.1798469,0.3435494,1.0936103,1.6373198,0.1205592,1.0958622,1.443203,0.6335739,0.9989883,0.8511246,0.6952872,1.0953051,1.0754436,0.6250443,1.0923204,1.1798469,0.5428129,1.0936103,1.6373198,0.647763,1.0958622,1.443203,0.9435601,0.9989883,0.8511246,0.8264264,1.0953051,1.0754436,0.9540926,1.0923204,1.1798469,0.992893,1.0936103,1.6373198,0.7727838,1.0958622,1.443203,0.9394581,1.7815636,0.4050981,-2.3461105,0.8446842,1.7815636,-1.0245503,-3.7370119,0.7242979,1.7815636,-1.8747956,4.0087403,0.4507496,-47884.1767935,11446.4161646,11447.7976822,11447.5144183,0.9458003,-47884.1767935,-995.8528906,-997.8283368,-996.0262294,0.0108285,-47884.1767935,37432.9251663,37435.5438131,37434.3768731
SCHW,0.2724737,0.9715532,2.1757609,0.0531288,0.9815786,2.2238787,0.009594,0.981475,2.2108988,0.0265244,0.9804882,2.6266663,0.0503335,0.9893073,2.4916611,0.7016193,0.9715532,2.1757609,0.9238274,0.9815786,2.2238787,0.7072639,0.981475,2.2108988,0.2145041,0.9804882,2.6266663,0.1060346,0.9893073,2.4916611,0.8594787,0.9715532,2.1757609,0.2276256,0.9815786,2.2238787,0.2463084,0.981475,2.2108988,0.4556033,0.9804882,2.6266663,0.4806269,0.9893073,2.4916611,0.2817959,0.9715532,2.1757609,0.3471781,0.9815786,2.2238787,0.4208403,0.981475,2.2108988,0.5084025,0.9804882,2.6266663,0.4892991,0.9893073,2.4916611,0.1795325,0.9715532,2.1757609,0.3565356,0.9815786,2.2238787,0.5199758,0.981475,2.2108988,0.5859257,0.9804882,2.6266663,0.6629001,0.9893073,2.4916611,0.4607532,3.2686767,-1.6443548,0.0603811,0.0524708,3.2686767,-4.3397416,0.315844,0.027813,3.2686767,-4.9526025,-0.8650592,0.4397952,4089.1060804,-4635.4461796,-4635.8012299,-4634.2566171,0.1966985,4089.1060804,-7731.6447101,-7729.5995737,-7729.5180197,0.1743014,4089.1060804,8277.9079926,8279.1416444,8278.831186
SHEL,0.5881609,1.0036107,0.0190476,0.89212,0.9481349,-0.0181804,0.7802364,0.9328304,-0.0899764,0.8540063,0.9311056,-0.2097758,0.7133997,0.9289976,-0.3537705,0.6577316,1.0036107,0.0190476,0.8461944,0.9481349,-0.0181804,0.9834722,0.9328304,-0.0899764,0.9568248,0.9311056,-0.2097758,0.9754993,0.9289976,-0.3537705,0.7519142,1.0036107,0.0190476,0.5461971,0.9481349,-0.0181804,0.6992251,0.9328304,-0.0899764,0.6552539,0.9311056,-0.2097758,0.5664104,0.9289976,-0.3537705,0.1734126,1.0036107,0.0190476,0.428095,0.9481349,-0.0181804,0.7648758,0.9328304,-0.0899764,0.8568999,0.9311056,-0.2097758,0.6990639,0.9289976,-0.3537705,0.0929203,1.0036107,0.0190476,0.1856122,0.9481349,-0.0181804,0.2950064,0.9328304,-0.0899764,0.236922,0.9311056,-0.2097758,0.3480166,0.9289976,-0.3537705,0.6420723,-0.1236205,-0.6303581,0.2444641,0.969642,-0.1236205,-0.0511961,0.1999514,0.3623372,-0.1236205,-1.2233415,-0.0241324,0.3196289,9304.9448083,-4721.9042114,-4721.7758999,-4720.8342662,0.5898304,9304.9448083,-2518.1175653,-2518.4177436,-2518.6527455,0.651935,9304.9448083,-2064.9100634,-2065.1894226,-2065.2310673
SHW,0.9156883,0.9604989,11.9153256,0.7896435,0.9550085,11.6286006,0.22295,0.9549547,12.2238488,0.27481,0.961164,11.6100989,0.1041331,0.9485765,11.2608535,0.5604863,0.9604989,11.9153256,0.1509325,0.9550085,11.6286006,0.3368904,0.9549547,12.2238488,0.3390018,0.961164,11.6100989,0.5548529,0.9485765,11.2608535,0.2781306,0.9604989,11.9153256,0.5526077,0.9550085,11.6286006,0.1822823,0.9549547,12.2238488,0.4184361,0.961164,11.6100989,0.6269868,0.9485765,11.2608535,0.163835,0.9604989,11.9153256,0.3915846,0.9550085,11.6286006,0.282893,0.9549547,12.2238488,0.3686279,0.961164,11.6100989,0.5338981,0.9485765,11.2608535,0.4831151,0.9604989,11.9153256,0.7777591,0.9550085,11.6286006,0.0399669,0.9549547,12.2238488,0.0770953,0.961164,11.6100989,0.1598594,0.9485765,11.2608535,0.6136935,12.2028473,-4.2041024,3.985951,0.9433402,12.2028473,0.59157,-9.0877806,0.0315722,12.2028473,18.9238396,-6.9789796,0.3753161,-19002.1170603,26436.057787,26424.1408999,26426.2339238,0.5118784,-19002.1170603,-19702.973469,-19704.1701692,-19702.6818139,0.6799926,-19002.1170603,12297.6230943,12292.3471003,12279.2084003
SO,0.4330857,0.993266,0.732387,0.645966,1.0478499,0.7800538,0.2708991,1.0474808,0.7759932,0.3504884,1.0485746,0.7825217,0.4884883,1.0505946,0.9367332,0.116954,0.993266,0.732387,0.2404675,1.0478499,0.7800538,0.3565408,1.0474808,0.7759932,0.4281166,1.0485746,0.7825217,0.5197185,1.0505946,0.9367332,0.9926633,0.993266,0.732387,0.1432396,1.0478499,0.7800538,0.1665902,1.0474808,0.7759932,0.2806203,1.0485746,0.7825217,0.2731988,1.0505946,0.9367332,0.9246228,0.993266,0.732387,0.3301279,1.0478499,0.7800538,0.4268261,1.0474808,0.7759932,0.4624665,1.0485746,0.7825217,0.3435386,1.0505946,0.9367332,0.9188013,0.993266,0.732387,0.9869445,1.0478499,0.7800538,0.9952461,1.0474808,0.7759932,0.9383771,1.0485746,0.7825217,0.8026909,1.0505946,0.9367332,0.8199638,0.5225102,-0.442943,1.5567685,0.4666614,0.5225102,-1.4152346,0.8866085,0.1078208,0.5225102,-3.1409946,0.6365637,0.3402243,7784.320788,-3873.2612083,-3873.2660747,-3873.3570066,0.4697776,7784.320788,3011.0991294,3009.4996752,3010.0325919,0.0981589,7784.320788,-6920.5809652,-6921.4567855,-6921.1491071
SPG,0.1221262,0.9888569,1.9959723,0.2839074,1.0301748,2.1741373,0.478691,1.03093,2.1364283,0.533254,1.0281717,1.7728399,0.7072088,1.0292717,1.6082824,0.3713454,0.9888569,1.9959723,0.5398555,1.0301748,2.1741373,0.2797024,1.03093,2.1364283,0.4306486,1.0281717,1.7728399,0.4715175,1.0292717,1.6082824,0.032515,0.9888569,1.9959723,0.1018521,1.0301748,2.1741373,0.1715468,1.03093,2.1364283,0.0996779,1.0281717,1.7728399,0.1528027,1.0292717,1.6082824,0.3771413,0.9888569,1.9959723,0.5124146,1.0301748,2.1741373,0.6425252,1.03093,2.1364283,0.4135118,1.0281717,1.7728399,0.6849628,1.0292717,1.6082824,0.3207042,0.9888569,1.9959723,0.5716369,1.0301748,2.1741373,0.7710602,1.03093,2.1364283,0.7311109,1.0281717,1.7728399,0.7293317,1.0292717,1.6082824,0.0403012,4.8639448,8.4390967,-4.1872699,0.9300772,4.8639448,0.3674784,-1.8102632,0.4656056,4.8639448,3.0779518,-3.591048,0.6882869,-12293.1436754,5626.8818977,5630.2395858,5630.3577731,0.9428199,-12293.1436754,-1007.8350944,-1007.879822,-1008.7506911,0.5829356,-12293.1436754,7674.1139303,7675.6241381,7675.3297138
SRE,0.2718943,0.9716083,2.2137183,0.1159908,0.8906803,2.0575037,0.229114,0.8963956,2.2399336,0.3059179,0.8954013,2.6437173,0.2791794,0.909713,2.3323549,0.7022695,0.9716083,2.2137183,0.9230458,0.8906803,2.0575037,0.7797395,0.8963956,2.2399336,0.7923419,0.8954013,2.6437173,0.8346854,0.909713,2.3323549,0.4868251,0.9716083,2.2137183,0.5919427,0.8906803,2.0575037,0.0239707,0.8963956,2.2399336,0.0166203,0.8954013,2.6437173,0.0355591,0.909713,2.3323549,0.5623229,0.9716083,2.2137183,0.8228753,0.8906803,2.0575037,0.4223093,0.8963956,2.2399336,0.6379324,0.8954013,2.6437173,0.678065,0.909713,2.3323549,0.3170977,0.9716083,2.2137183,0.649854,0.8906803,2.0575037,0.7630245,0.8963956,2.2399336,0.6015752,0.8954013,2.6437173,0.7214034,0.909713,2.3323549,0.3664198,2.0479796,-2.0589889,-0.110035,0.0729065,2.0479796,4.0807184,-0.6504804,0.2951193,2.0479796,-2.3572575,1.397899,0.4401862,-899.9714029,4440.0905983,4439.4431382,4438.9044697,0.7155606,-899.9714029,-2075.4181633,-2074.8316911,-2075.2502361,0.7920741,-899.9714029,-1465.2943281,-1461.5826016,-1461.9436496
T,0.9349139,1.0025267,0.0032912,0.9145876,1.098277,0.0242347,0.927429,1.0975649,0.0280223,0.7560646,1.0955951,0.0502682,0.8537241,1.104778,0.0219063,0.8280483,1.0025267,0.0032912,0.9293318,1.098277,0.0242347,0.9820162,1.0975649,0.0280223,0.9982126,1.0955951,0.0502682,0.9921524,1.104778,0.0219063,0.424488,1.0025267,0.0032912,0.7832969,1.098277,0.0242347,0.9254585,1.0975649,0.0280223,0.7299471,1.0955951,0.0502682,0.3271417,1.104778,0.0219063,0.7656878,1.0025267,0.0032912,0.8666563,1.098277,0.0242347,0.7651733,1.0975649,0.0280223,0.7615838,1.0955951,0.0502682,0.6532539,1.104778,0.0219063,0.2463202,1.0025267,0.0032912,0.5289747,1.098277,0.0242347,0.5135691,1.0975649,0.0280223,0.6486722,1.0955951,0.0502682,0.7581451,1.104778,0.0219063,0.8225039,0.0235934,-0.103539,0.1570907,0.4453577,0.0235934,0.3529163,-0.2115603,0.5579755,0.0235934,-0.2726163,0.0825775,0.3255761,1941.797139,-1463.8370358,-1463.7823926,-1463.5772649,0.9726671,1941.797139,-50.3197612,-50.2779253,-50.3756349,0.7683575,1941.797139,-427.7246942,-427.6522319,-427.9042523
TD,0.6876154,1.0054914,0.0329413,0.8662141,1.0609829,0.3336053,0.4377506,1.0614649,0.2301529,0.666907,1.0566328,-0.6332571,0.7974024,1.0824125,-0.0328946,0.8025876,1.0054914,0.0329413,0.6731798,1.0609829,0.3336053,0.3659004,1.0614649,0.2301529,0.3358264,1.0566328,-0.6332571,0.3846866,1.0824125,-0.0328946,0.3940653,1.0054914,0.0329413,0.7395504,1.0609829,0.3336053,0.8747463,1.0614649,0.2301529,0.9024604,1.0566328,-0.6332571,0.9107586,1.0824125,-0.0328946,0.0741154,1.0054914,0.0329413,0.1973596,1.0609829,0.3336053,0.3047959,1.0614649,0.2301529,0.4195233,1.0566328,-0.6332571,0.3999703,1.0824125,-0.0328946,0.3433059,1.0054914,0.0329413,0.5173561,1.0609829,0.3336053,0.7457119,1.0614649,0.2301529,0.6403082,1.0566328,-0.6332571,0.8560358,1.0824125,-0.0328946,0.9619116,0.1987001,0.0767496,0.2539518,0.8284942,0.1987001,0.3450692,0.8488097,0.3371585,0.1987001,-1.5052425,-1.1655034,0.1671269,12746.9699292,-7766.7477508,-7765.361029,-7766.8990709,0.7688491,12746.9699292,-1692.853603,-1692.670727,-1692.8495768,0.5643834,12746.9699292,-3287.3268221,-3286.5835014,-3287.1181998
TM,0.8495593,0.9756116,4.3879578,0.1421416,0.9985855,4.6296158,0.3107523,1.0007667,4.198576,0.5179078,0.9920667,4.1756865,0.155405,0.9995043,4.0470667,0.7581616,0.9756116,4.3879578,0.8056176,0.9985855,4.6296158,0.8430662,1.0007667,4.198576,0.8377686,0.9920667,4.1756865,0.2530791,0.9995043,4.0470667,0.6854703,0.9756116,4.3879578,0.5526453,0.9985855,4.6296158,0.9023557,1.0007667,4.198576,0.9879968,0.9920667,4.1756865,0.9351338,0.9995043,4.0470667,0.9895076,0.9756116,4.3879578,0.9638026,0.9985855,4.6296158,0.6740456,1.0007667,4.198576,0.7370783,0.9920667,4.1756865,0.8332516,0.9995043,4.0470667,0.6675451,0.9756116,4.3879578,0.6814286,0.9985855,4.6296158,0.7310054,1.0007667,4.198576,0.5802293,0.9920667,4.1756865,0.5208106,0.9995043,4.0470667,0.477104,4.3218844,-3.594726,2.7088194,0.1138852,4.3218844,-8.0404162,-0.1440358,0.4610474,4.3218844,3.7396799,-1.2023031,0.9398646,39819.8366203,1210.4043374,1209.09676,1209.6156972,0.0798558,39819.8366203,-27972.1946709,-27973.3552862,-27973.9568633,0.4056977,39819.8366203,-13049.2616355,-13052.3778721,-13048.2887048
TMO,0.2946013,0.9350154,34.4043764,0.0111298,0.9372549,34.7544705,0.0227127,0.9382699,34.5757182,0.0319778,0.9388326,39.6520631,0.0404205,0.9467383,37.4555682,0.6858213,0.9350154,34.4043764,0.7915933,0.9372549,34.7544705,0.3993765,0.9382699,34.5757182,0.4848395,0.9388326,39.6520631,0.6544965,0.9467383,37.4555682,0.0972845,0.9350154,34.4043764,0.1113834,0.9372549,34.7544705,0.0841332,0.9382699,34.5757182,0.0562732,0.9388326,39.6520631,0.0823105,0.9467383,37.4555682,0.3859935,0.9350154,34.4043764,0.6519351,0.9372549,34.7544705,0.7632797,0.9382699,34.5757182,0.4074017,0.9388326,39.6520631,0.4275757,0.9467383,37.4555682,0.8535234,0.9350154,34.4043764,0.6854344,0.9372549,34.7544705,0.8292932,0.9382699,34.5757182,0.9021622,0.9388326,39.6520631,0.6958629,0.9467383,37.4555682,0.595182,34.2860535,-7.4809225,-2.0839449,0.0026027,34.2860535,42.0705414,-8.94749,0.585095,34.2860535,-7.821239,-10.81573,0.8236973,78283.1595413,-8845.4113049,-8857.4223442,-8857.2625742,0.5387439,78283.1595413,-24549.1521017,-24538.6371967,-24536.7580491,0.2634583,78283.1595413,-44864.1716886,-44852.6723473,-44851.3094912
TMUS,0.8143684,0.9917203,1.6739427,0.9530169,0.8718226,1.633391,0.6813643,0.8816009,1.7002293,0.7751799,0.878909,1.8441842,0.4329523,0.8782224,1.8676708,0.3029045,0.9917203,1.6739427,0.3370614,0.8718226,1.633391,0.2972724,0.8816009,1.7002293,0.2362047,0.878909,1.8441842,0.3519474,0.8782224,1.8676708,0.1374754,0.9917203,1.6739427,0.2988065,0.8718226,1.633391,0.1595217,0.8816009,1.7002293,0.0968255,0.878909,1.8441842,0.141788,0.8782224,1.8676708,0.9510237,0.9917203,1.6739427,0.6045183,0.8718226,1.633391,0.6974405,0.8816009,1.7002293,0.4597231,0.878909,1.8441842,0.5901658,0.8782224,1.8676708,0.1904646,0.9917203,1.6739427,0.4837201,0.8718226,1.633391,0.6575599,0.8816009,1.7002293,0.8410439,0.878909,1.8441842,0.8696508,0.8782224,1.8676708,0.5394384,3.5765326,2.3478041,-2.547235,0.8046354,3.5765326,0.9439507,-3.178988,0.1399844,3.5765326,5.6363409,-3.31163,0.8961159,12366.0172198,1981.9038787,1978.2856099,1977.3049,0.0733356,12366.0172198,-27069.0304412,-27070.8157463,-27069.4806022,0.4005889,12366.0172198,12723.9514408,12728.2090689,12727.2575916
TSLA,0.8124478,0.9697853,8.4622211,0.6314883,0.9927799,8.6843817,0.5842648,0.9906985,9.9326638,0.6825841,0.9898694,10.093891,0.7319555,0.9929002,9.6989758,0.5333042,0.9697853,8.4622211,0.7918355,0.9927799,8.6843817,0.9433579,0.9906985,9.9326638,0.9075372,0.9898694,10.093891,0.8771383,0.9929002,9.6989758,0.8194699,0.9697853,8.4622211,0.933048,0.9927799,8.6843817,0.5020299,0.9906985,9.9326638,0.6257444,0.9898694,10.093891,0.7394919,0.9929002,9.6989758,0.1024191,0.9697853,8.4622211,0.2101236,0.9927799,8.6843817,0.3587692,0.9906985,9.9326638,0.3252631,0.9898694,10.093891,0.4972807,0.9929002,9.6989758,0.0207996,0.9697853,8.4622211,0.03684,0.9927799,8.6843817,0.0578105,0.9906985,9.9326638,0.0878617,0.9898694,10.093891,0.1701236,0.9929002,9.6989758,0.6889808,3.5715462,-21.5494552,32.8671015,0.1352624,3.5715462,-82.7712505,41.3758987,0.949577,3.5715462,-3.4282728,-10.1061786,0.6515584,512584.9572906,-106066.8645062,-106084.0814167,-106000.4699612,0.0203289,512584.9572906,-544038.0678754,-544023.9532415,-544046.1998684,0.5559073,512584.9572906,137543.9685513,137514.0165258,137504.8797566
TSM,0.7744266,1.006476,-0.1245485,0.295112,0.971506,-0.2220538,0.4276279,0.971947,-0.1665625,0.6033359,0.9739136,-0.1187728,0.6979582,0.9764028,-0.1753289,0.8850447,1.006476,-0.1245485,0.0697328,0.971506,-0.2220538,0.1676799,0.971947,-0.1665625,0.2059696,0.9739136,-0.1187728,0.339164,0.9764028,-0.1753289,0.3368429,1.006476,-0.1245485,0.2925643,0.971506,-0.2220538,0.2240364,0.971947,-0.1665625,0.2845761,0.9739136,-0.1187728,0.436313,0.9764028,-0.1753289,0.9900528,1.006476,-0.1245485,0.4626198,0.971506,-0.2220538,0.0562157,0.971947,-0.1665625,0.0610613,0.9739136,-0.1187728,0.0964985,0.9764028,-0.1753289,0.3177059,1.006476,-0.1245485,0.5638508,0.971506,-0.2220538,0.6077804,0.971947,-0.1665625,0.7464887,0.9739136,-0.1187728,0.6738582,0.9764028,-0.1753289,0.6339373,-2.8214507,-4.1329763,0.1833696,0.4959663,-2.8214507,5.961722,8.9240075,0.4700214,-2.8214507,6.3119955,-0.952227,0.1533537,-1712.7734772,32673.8602818,32678.5521994,32679.0137284,0.1818355,-1712.7734772,-30882.9894459,-30888.4500371,-30886.6970342,0.9974091,-1712.7734772,-74.4656581,-82.3367881,-74.3721395
TTE,0.7588753,1.0008908,0.2365874,0.9391346,0.9736273,0.2848565,0.5257308,0.9647336,0.355772,0.6680222,0.9696313,0.5555906,0.7818908,0.9702499,0.5011551,0.6919948,1.0008908,0.2365874,0.887569,0.9736273,0.2848565,0.9954873,0.9647336,0.355772,0.5962356,0.9696313,0.5555906,0.6091808,0.9702499,0.5011551,0.5939611,1.0008908,0.2365874,0.8299921,0.9736273,0.2848565,0.9778028,0.9647336,0.355772,0.9487775,0.9696313,0.5555906,0.973598,0.9702499,0.5011551,0.4890135,1.0008908,0.2365874,0.438762,0.9736273,0.2848565,0.2512667,0.9647336,0.355772,0.2899607,0.9696313,0.5555906,0.0998212,0.9702499,0.5011551,0.2865742,1.0008908,0.2365874,0.2150998,0.9736273,0.2848565,0.1161494,0.9647336,0.355772,0.1061529,0.9696313,0.5555906,0.0159436,0.9702499,0.5011551,0.8786047,0.5579186,-0.2558362,-0.3354603,0.8659791,0.5579186,0.282053,-0.0416579,0.0794219,0.5579186,2.9471517,-0.9038112,0.7224673,355.1268809,1453.488295,1453.3751742,1452.9847583,0.8095458,355.1268809,-984.0241295,-983.7783608,-984.6540783,0.8363871,355.1268809,-824.3492995,-824.0735458,-825.1365603
