Date,Adj Close,Ticker
2021-04-01,14.971762657165527,NVDA
2021-05-01,16.203657150268555,NVDA
2021-06-01,19.95221519470215,NVDA
2021-07-01,19.454435348510742,NVDA
2021-08-01,22.333837509155273,NVDA
2021-09-01,20.672300338745117,NVDA
2021-10-01,25.51306915283203,NVDA
2021-11-01,32.60707092285156,NVDA
2021-12-01,29.348953247070312,NVDA
2022-01-01,24.437335968017578,NVDA
2022-02-01,24.336538314819336,NVDA
2022-03-01,27.23177146911621,NVDA
2022-04-01,18.51329231262207,NVDA
2022-05-01,18.6380672454834,NVDA
2022-06-01,15.131452560424805,NVDA
2022-07-01,18.133825302124023,NVDA
2022-08-01,15.069753646850586,NVDA
2022-09-01,12.119501113891602,NVDA
2022-10-01,13.47932243347168,NVDA
2022-11-01,16.900836944580078,NVDA
2022-12-01,14.598592758178711,NVDA
2023-01-01,19.516407012939453,NVDA
2023-02-01,23.1915283203125,NVDA
2023-03-01,27.747718811035156,NVDA
2023-04-01,27.72446060180664,NVDA
2023-05-01,37.800537109375,NVDA
2023-06-01,42.264583587646484,NVDA
2023-07-01,46.692501068115234,NVDA
2023-08-01,49.31645202636719,NVDA
2023-09-01,43.465023040771484,NVDA
2023-10-01,40.75150680541992,NVDA
2023-11-01,46.73733139038086,NVDA
2023-12-01,49.487388610839844,NVDA
2024-01-01,61.489410400390625,NVDA
2024-02-01,79.06368255615234,NVDA
2024-03-01,90.3008041381836,NVDA
2024-04-01,86.35327911376953,NVDA
2024-05-01,109.57115936279297,NVDA
2024-06-01,123.4703369140625,NVDA
2024-07-01,116.96360778808594,NVDA
2024-08-01,119.31246948242188,NVDA
2024-09-01,121.38148498535156,NVDA
2024-10-01,132.70738220214844,NVDA
2024-11-01,138.19520568847656,NVDA
2024-12-01,134.2367706298828,NVDA
2025-01-01,120.03067016601562,NVDA
2025-02-01,124.87908172607422,NVDA
2025-03-01,108.34449768066406,NVDA
2025-04-01,108.89433288574219,NVDA
2025-05-01,135.09817504882812,NVDA
2025-06-01,157.95278930664062,NVDA
2025-07-01,177.84043884277344,NVDA
2025-08-01,174.1510467529297,NVDA
2025-09-01,186.5489959716797,NVDA
2025-10-01,202.4677734375,NVDA
2025-11-01,176.98056030273438,NVDA
2025-12-01,186.4795379638672,NVDA
2026-01-01,191.11965942382812,NVDA
2026-02-01,177.180419921875,NVDA
2026-03-01,180.39999389648438,NVDA
2021-04-01,116.71040344238281,GOOGL
2021-05-01,116.87651824951172,GOOGL
2021-06-01,121.08870697021484,GOOGL
2021-07-01,133.6221160888672,GOOGL
2021-08-01,143.51138305664062,GOOGL
2021-09-01,132.58023071289062,GOOGL
2021-10-01,146.83242797851562,GOOGL
2021-11-01,140.73435974121094,GOOGL
2021-12-01,143.6646270751953,GOOGL
2022-01-01,134.19439697265625,GOOGL
2022-02-01,133.9499053955078,GOOGL
2022-03-01,137.92755126953125,GOOGL
2022-04-01,113.17411041259766,GOOGL
2022-05-01,112.82946014404297,GOOGL
2022-06-01,108.06979370117188,GOOGL
2022-07-01,115.36649322509766,GOOGL
2022-08-01,107.33290100097656,GOOGL
2022-09-01,94.86593627929688,GOOGL
2022-10-01,93.73527526855469,GOOGL
2022-11-01,100.16216278076172,GOOGL
2022-12-01,87.50675964355469,GOOGL
2023-01-01,98.02977752685547,GOOGL
2023-02-01,89.32176208496094,GOOGL
2023-03-01,102.87969970703125,GOOGL
2023-04-01,106.4601058959961,GOOGL
2023-05-01,121.86280822753906,GOOGL
2023-06-01,118.71878051757812,GOOGL
2023-07-01,131.6320343017578,GOOGL
2023-08-01,135.0537567138672,GOOGL
2023-09-01,129.78733825683594,GOOGL
2023-10-01,123.06289672851562,GOOGL
2023-11-01,131.44361877441406,GOOGL
2023-12-01,138.54493713378906,GOOGL
2024-01-01,138.95156860351562,GOOGL
2024-02-01,137.3249969482422,GOOGL
2024-03-01,149.6927947998047,GOOGL
2024-04-01,161.44564819335938,GOOGL
2024-05-01,171.0859832763672,GOOGL
2024-06-01,180.65687561035156,GOOGL
2024-07-01,170.32908630371094,GOOGL
2024-08-01,162.22671508789062,GOOGL
2024-09-01,164.67929077148438,GOOGL
2024-10-01,170.1276092529297,GOOGL
2024-11-01,167.97996520996094,GOOGL
2024-12-01,188.21315002441406,GOOGL
2025-01-01,203.08114624023438,GOOGL
2025-02-01,169.49636840820312,GOOGL
2025-03-01,153.92837524414062,GOOGL
2025-04-01,158.2512664794922,GOOGL
2025-05-01,171.1465606689453,GOOGL
2025-06-01,175.62103271484375,GOOGL
2025-07-01,191.46839904785156,GOOGL
2025-08-01,212.43116760253906,GOOGL
2025-09-01,242.5532684326172,GOOGL
2025-10-01,280.80853271484375,GOOGL
2025-11-01,319.74560546875,GOOGL
2025-12-01,312.57537841796875,GOOGL
2026-01-01,337.7622375488281,GOOGL
2026-02-01,311.54071044921875,GOOGL
2026-03-01,307.69000244140625,GOOGL
2021-04-01,128.04147338867188,AAPL
2021-05-01,121.36959075927734,AAPL
2021-06-01,133.6250457763672,AAPL
2021-07-01,142.3083038330078,AAPL
2021-08-01,148.13291931152344,AAPL
2021-09-01,138.26132202148438,AAPL
2021-10-01,146.37135314941406,AAPL
2021-11-01,161.51654052734375,AAPL
2021-12-01,173.75897216796875,AAPL
2022-01-01,171.02880859375,AAPL
2022-02-01,161.57618713378906,AAPL
2022-03-01,171.08018493652344,AAPL
2022-04-01,154.4630126953125,AAPL
2022-05-01,145.83111572265625,AAPL
2022-06-01,134.15293884277344,AAPL
2022-07-01,159.45870971679688,AAPL
2022-08-01,154.26806640625,AAPL
2022-09-01,135.7935333251953,AAPL
2022-10-01,150.66989135742188,AAPL
2022-11-01,145.4523468017578,AAPL
2022-12-01,127.87931060791016,AAPL
2023-01-01,142.01271057128906,AAPL
2023-02-01,145.0834503173828,AAPL
2023-03-01,162.54518127441406,AAPL
2023-04-01,167.2569122314453,AAPL
2023-05-01,174.7188262939453,AAPL
2023-06-01,191.4645233154297,AAPL
2023-07-01,193.91250610351562,AAPL
2023-08-01,185.44329833984375,AAPL
2023-09-01,169.22671508789062,AAPL
2023-10-01,168.79185485839844,AAPL
2023-11-01,187.7496337890625,AAPL
2023-12-01,190.55044555664062,AAPL
2024-01-01,182.50405883789062,AAPL
2024-02-01,178.89157104492188,AAPL
2024-03-01,169.93344116210938,AAPL
2024-04-01,168.79385375976562,AAPL
2024-05-01,190.51611328125,AAPL
2024-06-01,209.0035400390625,AAPL
2024-07-01,220.37559509277344,AAPL
2024-08-01,227.2425079345703,AAPL
2024-09-01,231.4794464111328,AAPL
2024-10-01,224.43569946289062,AAPL
