Ticker,Company,Link
WAB,Wabtec,https://www.macrotrends.net/stocks/charts/WAB/wabtec
ARES,Ares Management,https://www.macrotrends.net/stocks/charts/ARES/ares-management
UI,Ubiquiti,https://www.macrotrends.net/stocks/charts/UI/ubiquiti
SYY,Sysco,https://www.macrotrends.net/stocks/charts/SYY/sysco
VMC,Vulcan Materials,https://www.macrotrends.net/stocks/charts/VMC/vulcan-materials
PEG,Public Service Enterprise Group,https://www.macrotrends.net/stocks/charts/PEG/public-service-enterprise-group
CIEN,Ciena,https://www.macrotrends.net/stocks/charts/CIEN/ciena
MCHP,Microchip Technology,https://www.macrotrends.net/stocks/charts/MCHP/microchip-technology
KB,KB Financial Group Inc,https://www.macrotrends.net/stocks/charts/KB/kb-financial-group-inc
CBRE,CBRE,https://www.macrotrends.net/stocks/charts/CBRE/cbre
AIG,American,https://www.macrotrends.net/stocks/charts/AIG/american
NUE,Nucor,https://www.macrotrends.net/stocks/charts/NUE/nucor
RBLX,Roblox,https://www.macrotrends.net/stocks/charts/RBLX/roblox
ALNY,Alnylam Pharmaceuticals,https://www.macrotrends.net/stocks/charts/ALNY/alnylam-pharmaceuticals
IX,Orix Corp Ads,https://www.macrotrends.net/stocks/charts/IX/orix-corp-ads
CVE,Cenovus Energy Inc,https://www.macrotrends.net/stocks/charts/CVE/cenovus-energy-inc
GRMN,Garmin,https://www.macrotrends.net/stocks/charts/GRMN/garmin
KGC,Kinross Gold,https://www.macrotrends.net/stocks/charts/KGC/kinross-gold
ED,Consolidated Edison Inc,https://www.macrotrends.net/stocks/charts/ED/consolidated-edison-inc
WCN,Waste Connections,https://www.macrotrends.net/stocks/charts/WCN/waste-connections
MLM,Martin Marietta Materials,https://www.macrotrends.net/stocks/charts/MLM/martin-marietta-materials
COHR,Coherent,https://www.macrotrends.net/stocks/charts/COHR/coherent
VTR,Ventas,https://www.macrotrends.net/stocks/charts/VTR/ventas
ODFL,Old Dominion Freight Line,https://www.macrotrends.net/stocks/charts/ODFL/old-dominion-freight-line
NOK,Nokia,https://www.macrotrends.net/stocks/charts/NOK/nokia
KDP,Keurig Dr Pepper,https://www.macrotrends.net/stocks/charts/KDP/keurig-dr-pepper
TKO,TKOs,https://www.macrotrends.net/stocks/charts/TKO/tkos
LITE,Lumentum Holdings,https://www.macrotrends.net/stocks/charts/LITE/lumentum-holdings
KEYS,Keysight Technologies,https://www.macrotrends.net/stocks/charts/KEYS/keysight-technologies
PCG,Pacific Gas & Electric,https://www.macrotrends.net/stocks/charts/PCG/pacific-gas-electric
HIG,Hartford Insurance,https://www.macrotrends.net/stocks/charts/HIG/hartford-insurance
CCI,Crown Castle,https://www.macrotrends.net/stocks/charts/CCI/crown-castle
RKT,Rocket,https://www.macrotrends.net/stocks/charts/RKT/rocket
CCL,Carnival,https://www.macrotrends.net/stocks/charts/CCL/carnival
BE,Bloom Energy,https://www.macrotrends.net/stocks/charts/BE/bloom-energy
ALC,Alcon,https://www.macrotrends.net/stocks/charts/ALC/alcon
EL,Estee Lauder,https://www.macrotrends.net/stocks/charts/EL/estee-lauder
TEVA,Teva Pharmaceutical Industries,https://www.macrotrends.net/stocks/charts/TEVA/teva-pharmaceutical-industries
IR,Ingersoll Rand,https://www.macrotrends.net/stocks/charts/IR/ingersoll-rand
JD,JD,https://www.macrotrends.net/stocks/charts/JD/jd
TRI,Thomson Reuters Corp,https://www.macrotrends.net/stocks/charts/TRI/thomson-reuters-corp
MSCI,MSCI Inc,https://www.macrotrends.net/stocks/charts/MSCI/msci-inc
MSTR,Strategy Inc,https://www.macrotrends.net/stocks/charts/MSTR/strategy-inc
LVS,Las Vegas Sands,https://www.macrotrends.net/stocks/charts/LVS/las-vegas-sands
SLF,Sun Life Financial,https://www.macrotrends.net/stocks/charts/SLF/sun-life-financial
WDAY,Workday,https://www.macrotrends.net/stocks/charts/WDAY/workday
ONC,BeOne Medicines -,https://www.macrotrends.net/stocks/charts/ONC/beone-medicines--
WEC,WEC Energy,https://www.macrotrends.net/stocks/charts/WEC/wec-energy
PUK,Prudential Public,https://www.macrotrends.net/stocks/charts/PUK/prudential-public
ERIC,Ericsson,https://www.macrotrends.net/stocks/charts/ERIC/ericsson
EBAY,EBay,https://www.macrotrends.net/stocks/charts/EBAY/ebay
LYV,Live Nation Entertainment,https://www.macrotrends.net/stocks/charts/LYV/live-nation-entertainment
CRWV,CoreWeave,https://www.macrotrends.net/stocks/charts/CRWV/coreweave
PYPL,PayPal Holdings,https://www.macrotrends.net/stocks/charts/PYPL/paypal-holdings
NRG,NRG Energy,https://www.macrotrends.net/stocks/charts/NRG/nrg-energy
RMD,ResMed,https://www.macrotrends.net/stocks/charts/RMD/resmed
EQT,EQT,https://www.macrotrends.net/stocks/charts/EQT/eqt
GEHC,GE HealthCare Technologies,https://www.macrotrends.net/stocks/charts/GEHC/ge-healthcare-technologies
VOD,Vodafone Group,https://www.macrotrends.net/stocks/charts/VOD/vodafone-group
PRU,Prudential Financial,https://www.macrotrends.net/stocks/charts/PRU/prudential-financial
KMB,Kimberly-Clark,https://www.macrotrends.net/stocks/charts/KMB/kimberly-clark
CPRT,Copart,https://www.macrotrends.net/stocks/charts/CPRT/copart
RKLB,Rocket Lab,https://www.macrotrends.net/stocks/charts/RKLB/rocket-lab
TTWO,Take-Two Interactive Software,https://www.macrotrends.net/stocks/charts/TTWO/take-two-interactive-software
EME,EMCOR,https://www.macrotrends.net/stocks/charts/EME/emcor
KVUE,Kenvue,https://www.macrotrends.net/stocks/charts/KVUE/kenvue
