WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,V,207.34979248046875,0,210.5064697265625,200.85357666015625,203.36546325683597,0.0480593536192732,0.0284464945491207,0.0601023359862493,0.0353945266739032,0.0486595266022513,0.0,0,0.0820738374776351,441188094925.7077,0.0043700181899166,0.0219951537940616,0.0048437390414169,0.0246289510641254,0.0860182577064339,420957142884.4645,0.0045800386870479,0.0230522279144776,0.0050765262833098,0.0258126039281444,0.0849558010895722,426221629783.9672,0.0045234682270283,0.0227674977567856,0.0050138234445848,0.0254937789185112,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981,0.06496841527053,0.2730350071836563,0.6703108985309191,0.6524178354615867,0.0423510024718483,0.1749588253845884,0.0422958562942818,0.0029662180719582,0.0222054380664652,-0.0039274924471299,0.2457017302938753,0.0544493271079373
2021-01-08,V,194.0108642578125,0,207.34979248046875,210.5064697265625,200.85357666015625,-0.0149956305390238,0.0446566543022082,0.0774724765870207,0.030433234488608,0.0477747751836705,-0.0149956305390238,0,0.0833233250179089,434572192026.86975,0.0044365471039637,0.0223300067929795,0.0049174798553789,0.025003900846302,0.0820738374776351,441188094925.7077,0.0043700181899166,0.0219951537940616,0.0048437390414169,0.0246289510641254,0.0860182577064339,420957142884.4645,0.0045800386870479,0.0230522279144776,0.0050765262833098,0.0258126039281444,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981,0.06496841527053,0.2730350071836563,0.6703108985309191,0.6524178354615867,0.0423510024718483,0.1749588253845884,0.0422958562942818,0.0029662180719582,0.0222054380664652,-0.0039274924471299,0.2457017302938753,0.0544493271079373
2021-01-15,V,194.4246826171875,1,194.0108642578125,207.34979248046875,210.5064697265625,-0.0643305597902283,-0.0459989560135353,0.0196139440011264,0.0460069245282463,0.0519237337958855,-0.0783615130222694,0,0.089052088134056,406615956556.6916,0.0047415748666793,0.0238652710094692,0.0052555733869781,0.0267230044094077,0.0833233250179089,434572192026.86975,0.0044365471039637,0.0223300067929795,0.0049174798553789,0.025003900846302,0.0820738374776351,441188094925.7077,0.0043700181899166,0.0219951537940616,0.0048437390414169,0.0246289510641254,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981,0.06496841527053,0.2730350071836563,0.6703108985309191,0.6524178354615867,0.0423510024718483,0.1749588253845884,0.0422958562942818,0.0029662180719582,0.0222054380664652,-0.0039274924471299,0.2457017302938753,0.0544493271079373
2021-01-22,V,185.98443603515625,0,194.4246826171875,194.0108642578125,207.34979248046875,0.0021329648778074,-0.0320078643849416,0.113446763464472,0.0464232170566841,0.0445264433348757,-0.0763956904995103,0,0.0888625370812996,407483301617.5506,0.0047314822284657,0.0238144727930663,0.0052443866816552,0.0266661233892682,0.089052088134056,406615956556.6916,0.0047415748666793,0.0238652710094692,0.0052555733869781,0.0267230044094077,0.0833233250179089,434572192026.86975,0.0044365471039637,0.0223300067929795,0.0049174798553789,0.025003900846302,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981,0.06496841527053,0.2730350071836563,0.6703108985309191,0.6524178354615867,0.0423510024718483,0.1749588253845884,0.0422958562942818,0.0029662180719582,0.0222054380664652,-0.0039274924471299,0.2457017302938753,0.0544493271079373
2021-01-29,V,200.92095947265625,1,185.98443603515625,194.4246826171875,194.0108642578125,-0.0434113944197592,-0.1164906414670254,-0.0248339137361902,0.0295297588840789,0.0385367783998551,-0.1164906414670254,1,0.0806629219647036,467116725780.0,0.0071780773732755,0.0200656484401169,0.006692117467599,0.0229492959861361,0.0888625370812996,407483301617.5506,0.0047314822284657,0.0238144727930663,0.0052443866816552,0.0266661233892682,0.089052088134056,406615956556.6916,0.0047415748666793,0.0238652710094692,0.0052555733869781,0.0267230044094077,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
2021-02-05,V,202.3798828125,1,200.92095947265625,185.98443603515625,194.4246826171875,0.0803106096183048,-0.0310047718442644,-0.008124120036395,0.0640762869315134,0.0415076808003144,-0.045535466279765,0,0.0746664240583876,504631103942.1918,0.0066444576519486,0.0185739640834222,0.0061946241037851,0.0212432406886041,0.0806629219647036,467116725780.0,0.0071780773732755,0.0200656484401169,0.006692117467599,0.0229492959861361,0.0888625370812996,407483301617.5506,0.0047314822284657,0.0238144727930663,0.0052443866816552,0.0266661233892682,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
2021-02-12,V,197.33871459960935,0,202.3798828125,200.92095947265625,185.98443603515625,0.0072611804346987,0.043136855179235,0.0314201611741755,0.0511724165814465,0.0403270121495473,-0.0386049270819017,0,0.0742432328596864,507507533665.8652,0.0066067984760351,0.0184686913557642,0.0061595144754207,0.0211228391479561,0.0746664240583876,504631103942.1918,0.0066444576519486,0.0185739640834222,0.0061946241037851,0.0212432406886041,0.0806629219647036,467116725780.0,0.0071780773732755,0.0200656484401169,0.006692117467599,0.0229492959861361,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
2021-02-19,V,204.7221527099609,1,197.33871459960935,202.3798828125,200.92095947265625,-0.0249094334023364,0.0149879734568447,-0.0282093619530686,0.054512683263495,0.0397595343651297,-0.0625527336240895,0,0.0761398426951764,494865745268.8302,0.0067755750565812,0.0189404906070195,0.0063168647858255,0.0216624409801823,0.0742432328596864,507507533665.8652,0.0066067984760351,0.0184686913557642,0.0061595144754207,0.0211228391479561,0.0746664240583876,504631103942.1918,0.0066444576519486,0.0185739640834222,0.0061946241037851,0.0212432406886041,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
2021-02-26,V,207.63314819335935,1,204.7221527099609,197.33871459960935,202.3798828125,0.0374150511993158,0.1007488426142428,0.0001867428806232,0.0447921600161937,0.0412875242151365,-0.0274780961559761,0,0.0733938025070624,513381221750.6276,0.0065312088910581,0.0182573876933755,0.00608904234818,0.0208811688971498,0.0761398426951764,494865745268.8302,0.0067755750565812,0.0189404906070195,0.0063168647858255,0.0216624409801823,0.0742432328596864,507507533665.8652,0.0066067984760351,0.0184686913557642,0.0061595144754207,0.0211228391479561,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
2021-03-05,V,216.2600250244141,1,207.63314819335935,204.7221527099609,197.33871459960935,0.0142192500658322,0.0334071106285782,0.0460842391937319,0.0257326956269814,0.0402279917339468,-0.0136495640107187,0,0.0723648363802564,520681063963.272,0.0064396426758406,0.0180014228454084,0.0060036752176194,0.0205884191723864,0.0733938025070624,513381221750.6276,0.0065312088910581,0.0182573876933755,0.00608904234818,0.0208811688971498,0.0761398426951764,494865745268.8302,0.0067755750565812,0.0189404906070195,0.0063168647858255,0.0216624409801823,0.0563623703777385,0.2187530201601732,0.6759275540706875,0.6475627356953303,0.0388680277522194,0.1381380994413912,0.0754870889664486,0.0019894064108621,-0.0048118767562728,0.0079824932235844,0.2617934498793922,0.1727053440429711,0.0492838517529875,0.2258604626921097,0.6159576553616938,0.6445573560377186,0.0264091251745572,0.1415830037851889,0.1149860831702813,0.0020761502242983,0.0005066795190251,0.0052645237830423,0.3045020328970946,0.1623228166438043,0.0478146987828052,0.2486819277271101,0.620012404382882,0.6412900970194914,0.0304683888860356,0.1586952265869185,0.1086848211362439,0.0020671768270761,-0.0080761131939807,-0.0081146320168455,0.2680781675312002,0.1144137435159981
