WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W,company_name,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,SBAC,247.98190307617188,0,261.2319641113281,254.6485595703125,256.4171447753906,0.0258529031231289,-0.0150811385550839,-0.1018981944479999,0.0265723523088274,0.0287308388484109,-0.0892190970935828,SBA Communications Corporation,0,-0.1264326200280636,35484497584.59624,0.0073862677462221,0.0284558911280267,0.0006359960415445,-0.0004037255978007,-0.1297012476576425,34590245514.385704,0.00757722288762,0.0291915534273978,0.0006524382716686,-0.0004141630042504,-0.1288066899551249,34830473491.42361,0.0075249623024658,0.0289902174384345,0.0006479383636733,-0.0004113064958341,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-01-08,SBAC,249.16709899902344,1,247.98190307617188,261.2319641113281,254.6485595703125,-0.0507214386272788,-0.0282998121740444,-0.1354152147632483,0.0322943743655856,0.0312141293838393,-0.1251794804715235,SBA Communications Corporation,0,-0.1331880917420867,33684678121.882885,0.0077809263621768,0.0299763291887901,0.0006699781995345,-0.0004252972211331,-0.1264326200280636,35484497584.59624,0.0073862677462221,0.0284558911280267,0.0006359960415445,-0.0004037255978007,-0.1297012476576425,34590245514.385704,0.00757722288762,0.0291915534273978,0.0006524382716686,-0.0004141630042504,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-01-15,SBAC,252.5096893310547,1,249.16709899902344,247.98190307617188,261.2319641113281,0.0047793645751945,-0.0282744189461975,-0.1078766550764783,0.0322974952854725,0.0311766720748183,-0.1209983942708358,SBA Communications Corporation,0,-0.1325545704080843,33845668136.43703,0.0077439156746276,0.0298337440386631,0.0006667913869811,-0.0004232742560214,-0.1331880917420867,33684678121.882885,0.0077809263621768,0.0299763291887901,0.0006699781995345,-0.0004252972211331,-0.1264326200280636,35484497584.59624,0.0073862677462221,0.0284558911280267,0.0006359960415445,-0.0004037255978007,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-01-22,SBAC,248.7689666748047,0,252.5096893310547,249.16709899902344,247.98190307617188,0.0134150549790057,-0.0083993023281454,-0.0593549433719281,0.0338265527173488,0.0302672818944051,-0.1092065394033448,SBA Communications Corporation,0,-0.13079988567907,34299708877.48177,0.0076414059645873,0.0294388212916556,0.0006579647681737,-0.0004176711834835,-0.1325545704080843,33845668136.43703,0.0077439156746276,0.0298337440386631,0.0006667913869811,-0.0004232742560214,-0.1331880917420867,33684678121.882885,0.0077809263621768,0.0299763291887901,0.0006699781995345,-0.0004252972211331,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-01-29,SBAC,253.5745391845703,1,248.7689666748047,252.5096893310547,249.16709899902344,-0.0148141747200271,-0.047708546995467,-0.1224029093680812,0.0284876170610412,0.0235234569247884,-0.114839423336069,SBA Communications Corporation,0,-0.1327667172483276,33791586423.03866,0.0077563094173437,0.0298814914268591,0.0006678585526429,-0.000423951684915,-0.13079988567907,34299708877.48177,0.0076414059645873,0.0294388212916556,0.0006579647681737,-0.0004176711834835,-0.1325545704080843,33845668136.43703,0.0077439156746276,0.0298337440386631,0.0006667913869811,-0.0004232742560214,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-02-05,SBAC,244.3892974853516,0,253.5745391845703,248.7689666748047,252.5096893310547,0.0193174115485537,0.0225525977461369,-0.0977404121900967,0.0149067354584761,0.0250653676642319,-0.0559806927281888,SBA Communications Corporation,0,-0.1302506302995421,34444347713.9609,0.0076093181434748,0.0293152016808474,0.0006552018400061,-0.0004159172970546,-0.1327667172483276,33791586423.03866,0.0077563094173437,0.0298814914268591,0.0006678585526429,-0.000423951684915,-0.13079988567907,34299708877.48177,0.0076414059645873,0.0294388212916556,0.0006579647681737,-0.0004176711834835,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-02-12,SBAC,242.38006591796875,0,244.3892974853516,253.5745391845703,248.7689666748047,-0.0362230440357146,-0.0191750898608431,-0.0901759456660605,0.0258258836076068,0.0241077345989124,-0.0785827858109442,SBA Communications Corporation,0,-0.1351460005149583,33196676060.74242,0.0078953085399399,0.0304169910912887,0.0006798270995176,-0.0004315492302237,-0.1302506302995421,34444347713.9609,0.0076093181434748,0.0293152016808474,0.0006552018400061,-0.0004159172970546,-0.1327667172483276,33791586423.03866,0.0077563094173437,0.0298814914268591,0.0006678585526429,-0.000423951684915,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-02-19,SBAC,236.2319183349609,0,242.38006591796875,244.3892974853516,253.5745391845703,-0.0082214384510976,-0.0401157810613969,-0.083855656722509,0.0229019457310677,0.023995148822293,-0.0861581607251814,SBA Communications Corporation,0,-0.1362663299955342,32923745727.55448,0.007960758844661,0.030669141001017,0.0006854627109184,-0.0004351266747881,-0.1351460005149583,33196676060.74242,0.0078953085399399,0.0304169910912887,0.0006798270995176,-0.0004315492302237,-0.1302506302995421,34444347713.9609,0.0076093181434748,0.0293152016808474,0.0006552018400061,-0.0004159172970546,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848,0.0424973465468568,0.1646400508219117,0.2924243860080028,0.2920994162632903,-0.0135752949248795,-0.0006485556301939,0.0050192429547462,0.0041979797643079,-0.0432501643784038,-0.1117956916938529,1.384553366194056,-0.0667229944499183
2021-02-26,SBAC,224.25038146972656,0,236.2319183349609,242.38006591796875,244.3892974853516,-0.025365731128601,-0.0503963517130833,-0.1093384271142928,0.0242136525463247,0.0243368318612373,-0.0957005619944465,SBA Communications Corporation,1,-0.1514679336377866,31850847134.0,0.0065910334854455,0.0313168122594525,0.0033211675518382,0.0007568087560932,-0.1362663299955342,32923745727.55448,0.007960758844661,0.030669141001017,0.0006854627109184,-0.0004351266747881,-0.1351460005149583,33196676060.74242,0.0078953085399399,0.0304169910912887,0.0006798270995176,-0.0004315492302237,0.044102446621092,0.1680976261762698,0.3080814395034959,0.3042027900189137,0.0115507525755026,0.0025483721579056,-0.0616728113417898,0.0036246925917813,-0.0149970222814587,-0.1203238517329841,1.466059140744209,-0.0154849007721976,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848
2021-03-05,SBAC,242.2642822265625,1,224.25038146972656,236.2319183349609,242.38006591796875,-0.0507193818247937,-0.1156431470176091,-0.1212901623420379,0.0179232728926314,0.0259428702100063,-0.1415660704745965,SBA Communications Corporation,0,-0.1595607343781554,30235396062.83286,0.0069431867061949,0.0329900424630503,0.0034986146627671,0.0007972443936208,-0.1514679336377866,31850847134.0,0.0065910334854455,0.0313168122594525,0.0033211675518382,0.0007568087560932,-0.1362663299955342,32923745727.55448,0.007960758844661,0.030669141001017,0.0006854627109184,-0.0004351266747881,0.044102446621092,0.1680976261762698,0.3080814395034959,0.3042027900189137,0.0115507525755026,0.0025483721579056,-0.0616728113417898,0.0036246925917813,-0.0149970222814587,-0.1203238517329841,1.466059140744209,-0.0154849007721976,0.0439746523452624,0.1725156313234063,0.3066068765059089,0.302060128361956,0.002497929644895,-0.0015711933984871,-0.0180908057242484,0.0031425566500292,-0.0296548345586485,-0.1286481361491195,1.4418662438810796,-0.0102557013074726,0.0416472366495682,0.1666704001521118,0.3096331812643673,0.3011604020145705,0.0024293600186315,-0.0016307650061731,0.0130670597874838,0.0029484995483219,-0.0310805375495485,-0.1183568909090308,1.3761744666626696,0.0076062726537848
