WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,company_name,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,T,15.843310356140137,1,15.339943885803224,15.302605628967283,15.68130874633789,AT&T Inc.,0,1.166811451591104,150455328288.56787,0.05458098489041,0.1858093051140163,0.018716518929785,0.0737826976702924,1.1696583093712676,150089131666.46582,0.0547141549079585,0.1862626539949938,0.0187621846347797,0.0739627171983984,1.1414114014615018,153803440000.0,0.0533928239836508,0.1817644650860865,0.0183090833338968,0.0721765390943141,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-01-08,T,15.925203323364258,1,15.843310356140137,15.339943885803224,15.302605628967283,AT&T Inc.,0,1.1563575782669775,151815496607.11325,0.0540919746898567,0.1841445743338571,0.0185488310675397,0.0731216525854967,1.166811451591104,150455328288.56787,0.05458098489041,0.1858093051140163,0.018716518929785,0.0737826976702924,1.1696583093712676,150089131666.46582,0.0547141549079585,0.1862626539949938,0.0187621846347797,0.0739627171983984,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-01-15,T,15.794175148010254,0,15.925203323364258,15.843310356140137,15.339943885803224,AT&T Inc.,0,1.1504112945113485,152600205541.76523,0.053813820045953,0.1831976562597008,0.0184534482768392,0.0727456425146279,1.1563575782669775,151815496607.11325,0.0540919746898567,0.1841445743338571,0.0185488310675397,0.0731216525854967,1.166811451591104,150455328288.56787,0.05458098489041,0.1858093051140163,0.018716518929785,0.0737826976702924,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-01-22,T,15.63039493560791,0,15.794175148010254,15.925203323364258,15.843310356140137,AT&T Inc.,0,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,1.1504112945113485,152600205541.76523,0.053813820045953,0.1831976562597008,0.0184534482768392,0.0727456425146279,1.1563575782669775,151815496607.11325,0.0540919746898567,0.1841445743338571,0.0185488310675397,0.0731216525854967,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-01-29,T,15.794175148010254,1,15.63039493560791,15.794175148010254,15.925203323364258,AT&T Inc.,0,1.172109538383146,149775250734.81165,0.0548288182440766,0.1866530008318811,0.0188015041616317,0.0741177193530802,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,1.1504112945113485,152600205541.76523,0.053813820045953,0.1831976562597008,0.0184534482768392,0.0727456425146279,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-02-05,T,15.723199844360352,0,15.794175148010254,15.63039493560791,15.794175148010254,AT&T Inc.,0,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,1.172109538383146,149775250734.81165,0.0548288182440766,0.1866530008318811,0.0188015041616317,0.0741177193530802,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-02-12,T,15.832390785217283,1,15.723199844360352,15.794175148010254,15.63039493560791,AT&T Inc.,0,1.165190830679797,150664591050.35928,0.0545051756537483,0.1855512287598867,0.0186905229713779,0.0736802185743133,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,1.172109538383146,149775250734.81165,0.0548288182440766,0.1866530008318811,0.0188015041616317,0.0741177193530802,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-02-19,T,15.226394653320312,0,15.832390785217283,15.723199844360352,15.794175148010254,AT&T Inc.,0,1.1571550906273664,151710865226.2176,0.0541292806402165,0.184271574473684,0.0185616237558268,0.0731720828527817,1.165190830679797,150664591050.35928,0.0545051756537483,0.1855512287598867,0.0186905229713779,0.0736802185743133,1.1599549664957685,151344668604.1155,0.0542602529427765,0.1847174417033927,0.018606535836198,0.073349131504842,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404,0.0298448347312021,0.1248946274153407,0.1789896912036279,0.1713807251109436,0.0084532248777858,0.02636280352333,-0.0055253253194841,0.0090546690773332,-0.0078041052233961,-0.0587966715197834,0.3407933195685738,-0.0311724127814227
2021-02-26,T,16.170879364013672,1,15.226394653320312,15.832390785217283,15.723199844360352,AT&T Inc.,1,1.0415296357258588,155226500000.0,0.0495405101577372,0.1768705730013882,-0.0894370484421152,-0.0333448219215146,1.1571550906273664,151710865226.2176,0.0541292806402165,0.184271574473684,0.0185616237558268,0.0731720828527817,1.165190830679797,150664591050.35928,0.0545051756537483,0.1855512287598867,0.0186905229713779,0.0736802185743133,0.0300554814830312,0.1173737504988723,0.123350331575146,0.1490102468560782,-0.0264055340734668,-0.0096080487827515,-0.0469629433591519,0.0045495957288577,-0.0455815475092294,-0.0918782488621255,0.3416685528215292,-0.0217399160455035,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404
2021-03-05,T,16.274606704711914,1,16.170879364013672,15.226394653320312,15.832390785217283,AT&T Inc.,0,0.9806975617276718,164855105497.74844,0.0466470236198115,0.166540186408573,-0.0842133457625284,-0.0313972684338289,1.0415296357258588,155226500000.0,0.0495405101577372,0.1768705730013882,-0.0894370484421152,-0.0333448219215146,1.1571550906273664,151710865226.2176,0.0541292806402165,0.184271574473684,0.0185616237558268,0.0731720828527817,0.0300554814830312,0.1173737504988723,0.123350331575146,0.1490102468560782,-0.0264055340734668,-0.0096080487827515,-0.0469629433591519,0.0045495957288577,-0.0455815475092294,-0.0918782488621255,0.3416685528215292,-0.0217399160455035,0.0287269776605088,0.1188670794749431,0.1474492205951818,0.1566603042396899,0.0052288261322469,0.0204184672998273,-0.0186644946391737,0.0072620522028472,-0.0172814931863716,-0.0629278826782136,0.3359632199616379,-0.0178144026678897,0.0286221157952757,0.1217359692805705,0.1479365079365079,0.1651497676118261,0.0023380264209761,0.0218941699579471,0.0017991859780513,0.0080927471901704,-0.0196715447035762,-0.0589014743620162,0.3489591128275701,-0.0235700805624404
