WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q,SectorCode
2021-01-01,UNP,194.63427734375,1,185.2058868408203,180.90972900390625,181.0965118408203,0.0237475223724497,0.0105316257652468,0.0166158372135252,0.0158444326659419,0.0483146595232939,-0.0031013321683626,0,0.1278218301835824,134554480837.10085,0.0067333320626969,0.0377988155307692,0.0101297258294216,0.0399243486101636,0.1308572777261762,131433270650.7127,0.006893231793704,0.0386964424975482,0.0103702813850094,0.0408724516509691,0.1307223027455423,131568979728.56808,0.0068861216516926,0.0386565283890824,0.0103595847806369,0.040830293060588,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,0.0392342805709142,0.1584975917756101,0.409829795371964,0.4053728019301257,0.0236916548797736,0.097170842271421,0.0146284185978244,0.0129709399511379,-0.0109457374308859,-0.04505271955767,0.4748135527838498,-0.0134531310273884,8
2021-01-08,UNP,192.6595916748047,0,194.63427734375,185.2058868408203,180.90972900390625,0.0509076178071659,0.0776125397413149,0.0476484042060831,0.0238669214291994,0.0501303059611462,0.0,0,0.1216299275478194,141404343049.02573,0.0064071582277065,0.0359677778654694,0.0096390250158542,0.0379903465775269,0.1278218301835824,134554480837.10085,0.0067333320626969,0.0377988155307692,0.0101297258294216,0.0399243486101636,0.1308572777261762,131433270650.7127,0.006893231793704,0.0386964424975482,0.0103702813850094,0.0408724516509691,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,0.0392342805709142,0.1584975917756101,0.409829795371964,0.4053728019301257,0.0236916548797736,0.097170842271421,0.0146284185978244,0.0129709399511379,-0.0109457374308859,-0.04505271955767,0.4748135527838498,-0.0134531310273884,8
2021-01-15,UNP,184.23635864257807,0,192.6595916748047,194.63427734375,185.2058868408203,-0.0101456212949466,0.0638503730218065,0.156683972151578,0.0273992692913159,0.0373847303636417,-0.0101456212949466,0,0.1228765507242802,139969749302.22797,0.0064728271967089,0.0363364228724745,0.0097378183985809,0.0383797215239742,0.1216299275478194,141404343049.02573,0.0064071582277065,0.0359677778654694,0.0096390250158542,0.0379903465775269,0.1278218301835824,134554480837.10085,0.0067333320626969,0.0377988155307692,0.0101297258294216,0.0399243486101636,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,0.0392342805709142,0.1584975917756101,0.409829795371964,0.4053728019301257,0.0236916548797736,0.097170842271421,0.0146284185978244,0.0129709399511379,-0.0109457374308859,-0.04505271955767,0.4748135527838498,-0.0134531310273884,8
2021-01-22,UNP,175.64405822753906,0,184.23635864257807,192.6595916748047,194.63427734375,-0.0437208080791761,0.018388340179317,0.1744686124427326,0.0410768809102658,0.0350437347958472,-0.0534228546126424,0,0.1284944769441587,133850110985.50452,0.0067687653998143,0.0379977271782075,0.0101830322736722,0.0401344456156765,0.1228765507242802,139969749302.22797,0.0064728271967089,0.0363364228724745,0.0097378183985809,0.0383797215239742,0.1216299275478194,141404343049.02573,0.0064071582277065,0.0359677778654694,0.0096390250158542,0.0379903465775269,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,0.0392342805709142,0.1584975917756101,0.409829795371964,0.4053728019301257,0.0236916548797736,0.097170842271421,0.0146284185978244,0.0129709399511379,-0.0109457374308859,-0.04505271955767,0.4748135527838498,-0.0134531310273884,8
2021-01-29,UNP,181.63015747070312,1,175.64405822753906,184.23635864257807,192.6595916748047,-0.0466373764567735,-0.0516281030607811,0.0438187723101239,0.0453362535487388,0.0337967667143612,-0.0975687292874506,0,0.1347802778767981,127607690612.72824,0.0070998855605778,0.0398565319658931,0.0106811744139819,0.0420977761936251,0.1284944769441587,133850110985.50452,0.0067687653998143,0.0379977271782075,0.0101830322736722,0.0401344456156765,0.1228765507242802,139969749302.22797,0.0064728271967089,0.0363364228724745,0.0097378183985809,0.0383797215239742,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,0.0392342805709142,0.1584975917756101,0.409829795371964,0.4053728019301257,0.0236916548797736,0.097170842271421,0.0146284185978244,0.0129709399511379,-0.0109457374308859,-0.04505271955767,0.4748135527838498,-0.0134531310273884,8
2021-02-05,UNP,189.59982299804688,1,181.63015747070312,175.64405822753906,184.23635864257807,0.0340808525125817,-0.0668131022475546,0.0084559635850507,0.0376297307078239,0.0285490550732678,-0.0668131022475546,1,0.1211584421770727,139965484000.0,0.0136747999956903,0.0401027441879885,0.0098595736646043,0.0382165648782381,0.1347802778767981,127607690612.72824,0.0070998855605778,0.0398565319658931,0.0106811744139819,0.0420977761936251,0.1284944769441587,133850110985.50452,0.0067687653998143,0.0379977271782075,0.0101830322736722,0.0401344456156765,0.0403698836501169,0.1479636659654552,0.3901964598327174,0.4010648645881329,0.0221160934645341,0.0862248228836714,0.0117555494300585,0.0101445559152536,-0.0187025225167473,-0.051139459598064,0.4540690406743806,0.0006570723420622,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,8
2021-02-12,UNP,185.9530029296875,0,189.59982299804688,181.63015747070312,175.64405822753906,0.0438785366831455,-0.0158817355012486,0.0529639704127085,0.0487679946270546,0.031091629054899,-0.0258662267222932,0,0.1160656459831438,146106971243.34967,0.0130999909430202,0.0384170580789825,0.0094451345357199,0.036610162776497,0.1211584421770727,139965484000.0,0.0136747999956903,0.0401027441879885,0.0098595736646043,0.0382165648782381,0.1347802778767981,127607690612.72824,0.0070998855605778,0.0398565319658931,0.0106811744139819,0.0420977761936251,0.0403698836501169,0.1479636659654552,0.3901964598327174,0.4010648645881329,0.0221160934645341,0.0862248228836714,0.0117555494300585,0.0101445559152536,-0.0187025225167473,-0.051139459598064,0.4540690406743806,0.0006570723420622,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,8
2021-02-19,UNP,184.04112243652344,0,185.9530029296875,189.59982299804688,181.63015747070312,-0.0192343010172374,0.0093176194957245,0.0166310802598259,0.0431868248202473,0.0316000550966734,-0.0446030089485739,0,0.1183418818125545,143296690404.6728,0.0133569030421765,0.0391704789841884,0.0096303689645786,0.0373281475300951,0.1160656459831438,146106971243.34967,0.0130999909430202,0.0384170580789825,0.0094451345357199,0.036610162776497,0.1211584421770727,139965484000.0,0.0136747999956903,0.0401027441879885,0.0098595736646043,0.0382165648782381,0.0403698836501169,0.1479636659654552,0.3901964598327174,0.4010648645881329,0.0221160934645341,0.0862248228836714,0.0117555494300585,0.0101445559152536,-0.0187025225167473,-0.051139459598064,0.4540690406743806,0.0006570723420622,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,8
2021-02-26,UNP,187.3920440673828,1,184.04112243652344,185.9530029296875,189.59982299804688,-0.0102815252404769,0.0478072773637827,0.004176367370468,0.0314949937228043,0.0317924508026523,-0.0544259472267448,0,0.1201230953404618,141171853355.39658,0.0135579434179528,0.0397600503683224,0.009775319705734,0.0378899892072255,0.1183418818125545,143296690404.6728,0.0133569030421765,0.0391704789841884,0.0096303689645786,0.0373281475300951,0.1160656459831438,146106971243.34967,0.0130999909430202,0.0384170580789825,0.0094451345357199,0.036610162776497,0.0403698836501169,0.1479636659654552,0.3901964598327174,0.4010648645881329,0.0221160934645341,0.0862248228836714,0.0117555494300585,0.0101445559152536,-0.0187025225167473,-0.051139459598064,0.4540690406743806,0.0006570723420622,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,8
2021-03-05,UNP,191.30589294433597,1,187.3920440673828,184.04112243652344,185.9530029296875,0.0182074613895877,0.0317231823003241,0.037515176107048,0.0286781084080103,0.0317620937095647,-0.0372094441698799,0,0.1179750738197656,143742228344.83905,0.013315502493869,0.0390490676583526,0.0096005190394667,0.0372124466247155,0.1201230953404618,141171853355.39658,0.0135579434179528,0.0397600503683224,0.009775319705734,0.0378899892072255,0.1183418818125545,143296690404.6728,0.0133569030421765,0.0391704789841884,0.0096303689645786,0.0373281475300951,0.0403698836501169,0.1479636659654552,0.3901964598327174,0.4010648645881329,0.0221160934645341,0.0862248228836714,0.0117555494300585,0.0101445559152536,-0.0187025225167473,-0.051139459598064,0.4540690406743806,0.0006570723420622,0.0365696707160121,0.1430639977086847,0.4128887985362878,0.4044072638237094,0.0213924726119848,0.0854787894217611,0.0280099390106166,0.0109081206642182,-0.003735442759833,-0.0465517782590953,0.4655334777285996,0.0045358947797972,0.0297222877822358,0.1464438820721202,0.3897266729500471,0.4025048264937379,0.0178113445047596,0.0888370867694371,0.029931289297984,0.0124616473920226,-0.0173865156163952,-0.0556525843757375,0.4731020376052238,-0.0030839430414601,8
