WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,RY,70.93488311767578,1,68.51361846923828,68.35498809814453,67.92916870117188,0.0023206846421506,-0.0029163437048623,0.11893889775594,0.0157217631775476,0.0302907353565979,-0.0150040435410341,0,0.6555978508186697,132190793322.12485,-0.0184884282678024,1.0302532920589245,0.0245629814179846,0.0864810605390823,0.6571192895171285,131884729884.71146,-0.0185313341592802,1.0326441895058818,0.0246199844579308,0.0866817561820342,0.6612384173305241,131063165310.13118,-0.0186474971378634,1.0391172811806988,0.0247743139143382,0.0872251175450308,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-01-08,RY,71.01837921142578,1,70.93488311767578,68.51361846923828,68.35498809814453,0.0353399032562353,0.0198056182680086,0.1657128420746445,0.0240565791684267,0.0306639182284741,0.0,0,0.633219851898887,136862417910.79944,-0.0178573492804495,0.9950869060983732,0.0237245552838051,0.0835291395147705,0.6555978508186697,132190793322.12485,-0.0184884282678024,1.0302532920589245,0.0245629814179846,0.0864810605390823,0.6571192895171285,131884729884.71146,-0.0185313341592802,1.0326441895058818,0.0246199844579308,0.0866817561820342,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-01-15,RY,70.38383483886719,0,71.01837921142578,70.93488311767578,68.51361846923828,0.0011770808674131,0.0454769367757714,0.1604365879588629,0.0161898274558155,0.0307938097808571,0.0,0,0.6324754241914977,137023505871.05234,-0.0178363557731471,0.9939170592245924,0.0236966641552408,0.0834309407522985,0.633219851898887,136862417910.79944,-0.0178573492804495,0.9950869060983732,0.0237245552838051,0.0835291395147705,0.6555978508186697,132190793322.12485,-0.0184884282678024,1.0302532920589245,0.0245629814179846,0.0864810605390823,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-01-22,RY,68.20616149902344,0,70.38383483886719,71.01837921142578,70.93488311767578,-0.0089349317684301,0.0296810342181557,0.204457878735734,0.0192524409228186,0.0259843295772496,-0.0089349317684301,0,0.6381774150656754,135799227540.95166,-0.0179971568635247,1.0028775749768568,0.0239102980097647,0.0841831003534431,0.6324754241914977,137023505871.05234,-0.0178363557731471,0.9939170592245924,0.0236966641552408,0.0834309407522985,0.633219851898887,136862417910.79944,-0.0178573492804495,0.9950869060983732,0.0237245552838051,0.0835291395147705,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-01-29,RY,70.44116973876953,1,68.20616149902344,70.38383483886719,71.01837921142578,-0.0309399643373964,-0.0044875307578869,0.1011154746941267,0.0275958317336414,0.0252101293554165,-0.0395984496355543,0,0.6652449141888168,130273825701.73564,-0.0187604838257808,1.0454133765274505,0.0249244234788503,0.0877536215615082,0.6381774150656754,135799227540.95166,-0.0179971568635247,1.0028775749768568,0.0239102980097647,0.0841831003534431,0.6324754241914977,137023505871.05234,-0.0178363557731471,0.9939170592245924,0.0236966641552408,0.0834309407522985,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-02-05,RY,70.51709747314453,1,70.44116973876953,68.20616149902344,70.38383483886719,0.0327684213658334,-0.0069600929360412,0.1037240862225175,0.0264794255297646,0.0254126283692261,-0.0081276069528123,0,0.6441374545010299,134542711954.4427,-0.0181652351472412,1.0122436066705351,0.0241336000503651,0.0849692995921694,0.6652449141888168,130273825701.73564,-0.0187604838257808,1.0454133765274505,0.0249244234788503,0.0877536215615082,0.6381774150656754,135799227540.95166,-0.0179971568635247,1.0028775749768568,0.0239102980097647,0.0841831003534431,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-02-12,RY,73.3509292602539,1,70.51709747314453,70.44116973876953,68.20616149902344,0.0010778886077074,-0.0070584790000474,0.0591875596685753,0.0264761510223616,0.0229891277111314,-0.0070584790000474,0,0.6434440574676745,134687699721.82678,-0.0181456807492268,1.011153953043047,0.0241076208644597,0.0848778323752706,0.6441374545010299,134542711954.4427,-0.0181652351472412,1.0122436066705351,0.0241336000503651,0.0849692995921694,0.6652449141888168,130273825701.73564,-0.0187604838257808,1.0454133765274505,0.0249244234788503,0.0877536215615082,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-02-19,RY,71.76532745361328,0,73.3509292602539,70.51709747314453,70.44116973876953,0.0401864496505772,0.0421559073639481,0.0558075243469573,0.0325725659616153,0.0224973407365116,0.0,0,0.6185852280382939,140100338759.84348,-0.0174446401888395,0.9720890128142624,0.0231762466011301,0.081598660654179,0.6434440574676745,134687699721.82678,-0.0181456807492268,1.011153953043047,0.0241076208644597,0.0848778323752706,0.6441374545010299,134542711954.4427,-0.0181652351472412,1.0122436066705351,0.0241336000503651,0.0849692995921694,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-02-26,RY,74.9955825805664,1,71.76532745361328,73.3509292602539,70.51709747314453,-0.0216166560210138,0.0521824696826078,0.0444060128687302,0.0286955272732866,0.0233694146606652,-0.0216166560210138,0,0.632252442742707,137071831030.10583,-0.0178300675028059,0.9935666502484224,0.0236883098124431,0.0834015268789188,0.6185852280382939,140100338759.84348,-0.0174446401888395,0.9720890128142624,0.0231762466011301,0.081598660654179,0.6434440574676745,134687699721.82678,-0.0181456807492268,1.011153953043047,0.0241076208644597,0.0848778323752706,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382,0.0044686282958222,0.0272825069944653,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0074983025367336,0.2152521328966491,0.0004523531314414,-0.0539941349253617,-0.0684288546394841,0.3487499418147357,-0.4895385878704909
2021-03-05,RY,78.74872589111328,1,74.9955825805664,71.76532745361328,73.3509292602539,0.0450113619148613,0.0646555538286328,0.0781848520715511,0.0319594383589763,0.0261807103163281,0.0,1,0.6067104265111352,148586534961.0,0.204486900565889,0.9918462668147016,0.0258771765625277,0.0792332899013366,0.632252442742707,137071831030.10583,-0.0178300675028059,0.9935666502484224,0.0236883098124431,0.0834015268789188,0.6185852280382939,140100338759.84348,-0.0174446401888395,0.9720890128142624,0.0231762466011301,0.081598660654179,0.0076641787606266,0.0274291451347199,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0074809647794805,0.1319829791154125,0.0002567092979629,-0.0161373807633182,-0.0825269529803111,0.3336000157974952,-0.5025614082748956,0.0065525918593971,0.0280027758464677,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0074878425719088,0.1368942604107254,0.00036071571908,0.0031424125356714,-0.0784138111031499,0.3333265622191526,-0.5786329489802702,0.0072632363198652,0.0276987870979768,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0073695148942064,0.1963482652909638,0.0003208300705707,-0.0151948686200861,-0.0833968061960604,0.3319432677374469,-0.476063700216382
