symbol,companyName,sector,industry,exchangeShortName,marketCap,historicalMarketCapDate,selectionReferenceDate,universeSource,SectorCode
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,NYSE,5870752921.0,2021-01-04,2021-01-04,active_screener,5
DTE,DTE Energy Company,Utilities,Regulated Electric,NYSE,19706520000.0,2021-01-04,2021-01-04,active_screener,11
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,NYSE,9099922000.0,2021-01-04,2021-01-04,active_screener,3
JBL,Jabil Inc.,Technology,"Hardware, Equipment & Parts",NYSE,6338151000.0,2021-01-04,2021-01-04,active_screener,10
FISV,"Fiserv, Inc.",Technology,Information Technology Services,NASDAQ,74829712000.0,2021-01-04,2021-01-04,active_screener,10
TDY,Teledyne Technologies Incorporated,Technology,"Hardware, Equipment & Parts",NYSE,13430477082.0,2021-01-04,2021-01-04,active_screener,10
NTRA,"Natera, Inc.",Healthcare,Medical - Diagnostics & Research,NASDAQ,8349017590.0,2021-01-04,2021-01-04,active_screener,7
DVN,Devon Energy Corporation,Energy,Oil & Gas Exploration & Production,NYSE,10549020000.0,2021-01-04,2021-01-04,active_screener,5
FE,FirstEnergy Corp.,Utilities,Regulated Electric,NYSE,16023930000.0,2021-01-04,2021-01-04,active_screener,11
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,NASDAQ,45115880000.0,2021-01-04,2021-01-04,active_screener,4
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,NYSE,13224244448.0,2021-01-04,2021-01-04,active_screener,9
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,NASDAQ,42092600000.0,2021-01-04,2021-01-04,active_screener,10
IQV,IQVIA Holdings Inc.,Healthcare,Medical - Diagnostics & Research,NYSE,33818900000.0,2021-01-04,2021-01-04,active_screener,7
PPL,PPL Corporation,Utilities,Regulated Electric,NYSE,21213405220.0,2021-01-04,2021-01-04,active_screener,11
DOV,Dover Corporation,Industrials,Industrial - Machinery,NYSE,17731975100.0,2021-01-04,2021-01-04,active_screener,8
XYL,Xylem Inc.,Industrials,Industrial - Machinery,NYSE,17974107000.0,2021-01-04,2021-01-04,active_screener,8
RJF,"Raymond James Financial, Inc.",Financial Services,Financial - Capital Markets,NYSE,12958023000.0,2021-01-04,2021-01-04,active_screener,6
FTS,Fortis Inc.,Utilities,Regulated Electric,NYSE,19951361916.0,2021-01-04,2021-01-04,active_screener,11
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,NYSE,14559113351.0,2021-01-04,2021-01-04,active_screener,9
EC,Ecopetrol S.A.,Energy,Oil & Gas Integrated,NYSE,26623059818.0,2021-01-04,2021-01-04,active_screener,5
EIX,Edison International,Utilities,Regulated Electric,NYSE,22925710000.0,2021-01-04,2021-01-04,active_screener,11
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,NYSE,3624582000.0,2021-01-04,2021-01-04,active_screener,5
CNP,"CenterPoint Energy, Inc.",Utilities,Regulated Electric,NYSE,11779680000.0,2021-01-04,2021-01-04,active_screener,11
DOW,Dow Inc.,Basic Materials,Chemicals,NYSE,40248992000.0,2021-01-04,2021-01-04,active_screener,1
CHTR,"Charter Communications, Inc.",Communication Services,Telecommunications Services,NASDAQ,123844476655.0,2021-01-04,2021-01-04,active_screener,2
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,NYSE,8458452000.0,2021-01-04,2021-01-04,active_screener,8
BAP,Credicorp Ltd.,Financial Services,Banks - Regional,NYSE,12538245136.0,2021-01-04,2021-01-04,active_screener,6
STRC,MicroStrategy Incorporated Variable Rate Series A Perpetual Stretch Preferred Stock,Technology,Software - Application,NASDAQ,4101904400.0,2021-01-04,2021-01-04,active_screener,10
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,NASDAQ,6572909920.0,2021-01-04,2021-01-04,active_screener,3
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,NASDAQ,19072427970.0,2021-01-04,2021-01-04,active_screener,3
ON,ON Semiconductor Corporation,Technology,Semiconductors,NASDAQ,13505778000.0,2021-01-04,2021-01-04,active_screener,10
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance - Brokers,NASDAQ,26481000000.0,2021-01-04,2021-01-04,active_screener,6
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,NYSE,4874420310.0,2021-01-04,2021-01-04,active_screener,8
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,NYSE,15129886080.0,2021-01-04,2021-01-04,active_screener,6
AXIA,AXIA Energia S.A.,Utilities,Renewable Utilities,NYSE,10700108806.0,2021-01-04,2021-01-04,active_screener,11
VEEV,Veeva Systems Inc.,Healthcare,Medical - Healthcare Information Services,NYSE,41603322180.0,2021-01-04,2021-01-04,active_screener,7
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,NASDAQ,7727369299.0,2021-01-04,2021-01-04,active_screener,1
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,NASDAQ,41863289999.0,2021-01-04,2021-01-04,active_screener,4
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,NYSE,51062288109.0,2021-01-04,2021-01-04,active_screener,4
FLEX,Flex Ltd.,Technology,"Hardware, Equipment & Parts",NASDAQ,9130207440.0,2021-01-04,2021-01-04,active_screener,10
PHG,Koninklijke Philips N.V.,Healthcare,Medical - Devices,NYSE,48758717615.0,2021-01-04,2021-01-04,active_screener,7
MTD,Mettler-Toledo International Inc.,Healthcare,Medical - Diagnostics & Research,NYSE,27123816936.0,2021-01-04,2021-01-04,active_screener,7
TW,Tradeweb Markets Inc.,Financial Services,Financial - Capital Markets,NASDAQ,12389781139.0,2021-01-04,2021-01-04,active_screener,6
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,NYSE,4556661560.0,2021-01-04,2021-01-04,active_screener,8
FOXA,Fox Corporation,Communication Services,Entertainment,NASDAQ,16969090000.0,2021-01-04,2021-01-04,active_screener,2
TECK,Teck Resources Limited,Basic Materials,Industrial Materials,NYSE,10078761000.0,2021-01-04,2021-01-04,active_screener,1
STRF,MicroStrategy Incorporated 10.00% Series A Perpetual Strife Preferred Stock,Technology,Software - Application,NASDAQ,4101904400.0,2021-01-04,2021-01-04,active_screener,10
FTAI,FTAI Aviation Ltd.,Industrials,Rental & Leasing Services,NASDAQ,1671522951.0,2021-01-04,2021-01-04,active_screener,8
AWK,"American Water Works Company, Inc.",Utilities,Regulated Water,NYSE,27193440000.0,2021-01-04,2021-01-04,active_screener,11
VIV,Telefônica Brasil S.A.,Communication Services,Telecommunications Services,NYSE,14840875024.0,2021-01-04,2021-01-04,active_screener,2
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,NASDAQ,36904105000.0,2021-01-04,2021-01-04,active_screener,7
ES,Eversource Energy,Utilities,Regulated Electric,NYSE,29044248315.0,2021-01-04,2021-01-04,active_screener,11
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Products & Services,NYSE,18814194720.0,2021-01-04,2021-01-04,active_screener,3
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,NYSE,42044308900.0,2021-01-04,2021-01-04,active_screener,4
PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,NYSE,13167000000.0,2021-01-04,2021-01-04,active_screener,5
SYF,Synchrony Financial,Financial Services,Financial - Credit Services,NYSE,19913862000.0,2021-01-04,2021-01-04,active_screener,6
FICO,Fair Isaac Corporation,Technology,Software - Application,NYSE,14696497620.0,2021-01-04,2021-01-04,active_screener,10
DXCM,"DexCom, Inc.",Healthcare,Medical - Devices,NASDAQ,34448436000.0,2021-01-04,2021-01-04,active_screener,7
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,NYSE,92714364000.0,2021-01-04,2021-01-04,active_screener,4
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,NYSE,12116523871.0,2021-01-04,2021-01-04,active_screener,6
UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,NASDAQ,6865724000.0,2021-01-04,2021-01-04,active_screener,7
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,NASDAQ,13604500000.0,2021-01-04,2021-01-04,active_screener,6
CTRA,Coterra Energy Inc.,Energy,Oil & Gas Exploration & Production,NYSE,6623400000.0,2021-01-04,2021-01-04,active_screener,5
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,NYSE,18173340000.0,2021-01-04,2021-01-04,active_screener,3
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,NASDAQ,24155898000.0,2021-01-04,2021-01-04,active_screener,10
LPLA,LPL Financial Holdings Inc.,Financial Services,Financial - Capital Markets,NASDAQ,8235887980.0,2021-01-04,2021-01-04,active_screener,6
XPO,"XPO Logistics, Inc.",Industrials,Integrated Freight & Logistics,NYSE,4271799999.0,2021-01-04,2021-01-04,active_screener,8
NMR,"Nomura Holdings, Inc.",Financial Services,Financial - Capital Markets,NYSE,15978524400.0,2021-01-04,2021-01-04,active_screener,6
PPG,"PPG Industries, Inc.",Basic Materials,Chemicals - Specialty,NYSE,33546994000.0,2021-01-04,2021-01-04,active_screener,1
ZM,"Zoom Communications, Inc.",Technology,Software - Application,NASDAQ,103529635674.0,2021-01-04,2021-01-04,active_screener,10
BG,Bunge Global S.A.,Consumer Defensive,Agricultural Farm Products,NYSE,9221898841.0,2021-01-04,2021-01-04,active_screener,4
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,NYSE,5556546330.0,2021-01-04,2021-01-04,active_screener,8
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,NASDAQ,32996772847.0,2021-01-04,2021-01-04,active_screener,8
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,NYSE,86884110000.0,2021-01-04,2021-01-04,active_screener,10
FOX,Fox Corporation,Communication Services,Entertainment,NASDAQ,16733490000.0,2021-01-04,2021-01-04,active_screener,2
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,NASDAQ,12786080000.0,2021-01-04,2021-01-04,active_screener,6
CMS,CMS Energy Corporation,Utilities,Regulated Electric,NYSE,17203446000.0,2021-01-04,2021-01-04,active_screener,11
HUM,Humana Inc.,Healthcare,Medical - Healthcare Plans,NYSE,53144068065.0,2021-01-04,2021-01-04,active_screener,7
LYB,LyondellBasell Industries N.V.,Basic Materials,Chemicals - Specialty,NYSE,29822860000.0,2021-01-04,2021-01-04,active_screener,1
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,NYSE,13125728000.0,2021-01-04,2021-01-04,active_screener,2
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,NASDAQ,7521855860.0,2021-01-04,2021-01-04,active_screener,8
UMC,United Microelectronics Corporation,Technology,Semiconductors,NYSE,19554481386.0,2021-01-04,2021-01-04,active_screener,10
MKL,Markel Corporation,Financial Services,Insurance - Property & Casualty,NYSE,14109337190.0,2021-01-04,2021-01-04,active_screener,6
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,NASDAQ,15914642270.0,2021-01-04,2021-01-04,active_screener,3
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,NASDAQ,16226574100.0,2021-01-04,2021-01-04,active_screener,3
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,NYSE,21662565402.0,2021-01-04,2021-01-04,active_screener,9
WIT,Wipro Limited,Technology,Information Technology Services,NYSE,15814663855.0,2021-01-04,2021-01-04,active_screener,10
SQM,Sociedad Química y Minera de Chile S.A.,Basic Materials,Chemicals - Specialty,NYSE,13451896405.0,2021-01-04,2021-01-04,active_screener,1
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Alcoholic,NYSE,13688011815.0,2021-01-04,2021-01-04,active_screener,4
BNTX,BioNTech SE,Healthcare,Biotechnology,NASDAQ,20843106250.0,2021-01-04,2021-01-04,active_screener,7
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,NYSE,11202829470.0,2021-01-04,2021-01-04,active_screener,3
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,NASDAQ,29429766743.0,2021-01-04,2021-01-04,active_screener,9
TSN,"Tyson Foods, Inc.",Consumer Defensive,Agricultural Farm Products,NYSE,23050500000.0,2021-01-04,2021-01-04,active_screener,4
NI,NiSource Inc.,Utilities,Regulated Gas,NYSE,8867166000.0,2021-01-04,2021-01-04,active_screener,11
EQR,Equity Residential,Real Estate,REIT - Residential,NYSE,21406100000.0,2021-01-04,2021-01-04,active_screener,9
LH,Labcorp Holdings Inc.,Healthcare,Medical - Diagnostics & Research,NYSE,17178576000.0,2021-01-04,2021-01-04,active_screener,7
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,NYSE,7437915046.0,2021-01-04,2021-01-04,active_screener,3
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,NASDAQ,2806440000.0,2021-01-04,2021-01-04,active_screener,10
SOJD,Southern Company (The) Series 2,Utilities,Regulated Electric,NYSE,28969800000.0,2021-01-04,2021-01-04,active_screener,11
BCE,BCE Inc.,Communication Services,Telecommunications Services,NYSE,38893522532.0,2021-01-04,2021-01-04,active_screener,2
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,NYSE,15169320000.0,2021-01-04,2021-01-04,active_screener,3
STLA,Stellantis N.V.,Consumer Cyclical,Auto - Manufacturers,NYSE,28595043800.0,2021-01-04,2021-01-04,active_screener,3
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,NYSE,22950915400.0,2021-01-04,2021-01-04,active_screener,3
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,NYSE,7877160719.0,2021-01-04,2021-01-04,active_screener,3
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,NYSE,21234320000.0,2021-01-04,2021-01-04,active_screener,4
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Regulated Water,NYSE,5519888189.0,2021-01-04,2021-01-04,active_screener,11
EFX,Equifax Inc.,Industrials,Consulting Services,NYSE,22893528000.0,2021-01-04,2021-01-04,active_screener,8
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,NYSE,10968624129.0,2021-01-04,2021-01-04,active_screener,3
STE,STERIS plc,Healthcare,Medical - Devices,NYSE,16087998480.0,2021-01-04,2021-01-04,active_screener,7
FWONK,Formula One Group,Communication Services,Entertainment,NASDAQ,9324080000.0,2021-01-04,2021-01-04,active_screener,2
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,NASDAQ,26476856160.0,2021-01-04,2021-01-04,active_screener,10
DGX,Quest Diagnostics Incorporated,Healthcare,Medical - Diagnostics & Research,NYSE,16108960000.0,2021-01-04,2021-01-04,active_screener,7
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,Travel Lodging,NYSE,11637701087.0,2021-01-04,2021-01-04,active_screener,3
CRS,Carpenter Technology Corporation,Industrials,Manufacturing - Metal Fabrication,NYSE,1356747000.0,2021-01-04,2021-01-04,active_screener,8
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,NYSE,22788221948.0,2021-01-04,2021-01-04,active_screener,10
FN,Fabrinet,Technology,"Hardware, Equipment & Parts",NYSE,2858550000.0,2021-01-04,2021-01-04,active_screener,10
FSLR,"First Solar, Inc.",Energy,Solar,NASDAQ,10740349120.0,2021-01-04,2021-01-04,active_screener,5
SOJC,The Southern Company JR 2017B NT 77,Utilities,Regulated Electric,NYSE,28662400000.0,2021-01-04,2021-01-04,active_screener,11
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,NASDAQ,14248678449.0,2021-01-04,2021-01-04,active_screener,8
ATI,ATI Inc.,Industrials,Manufacturing - Metal Fabrication,NYSE,2026264000.0,2021-01-04,2021-01-04,active_screener,8
PAAS,Pan American Silver Corp.,Basic Materials,Silver,NYSE,7849043130.0,2021-01-04,2021-01-04,active_screener,1
PSTG,"Everpure, Inc",Technology,Computer Hardware,NYSE,6295148920.0,2021-01-04,2021-01-04,active_screener,10
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel - Retail,NYSE,16820968548.0,2021-01-04,2021-01-04,active_screener,3
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,NASDAQ,25088124000.0,2021-01-04,2021-01-04,active_screener,4
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,NYSE,5618154765.0,2021-01-04,2021-01-04,active_screener,8
ALB,Albemarle Corporation,Basic Materials,Chemicals - Specialty,NYSE,17184916960.0,2021-01-04,2021-01-04,active_screener,1
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Beverages - Non-Alcoholic,NYSE,9594499744.0,2021-01-04,2021-01-04,active_screener,4
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,NASDAQ,44692000000.0,2021-01-04,2021-01-04,active_screener,7
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,NASDAQ,18252460800.0,2021-01-04,2021-01-04,active_screener,7
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,NASDAQ,12424503960.0,2021-01-04,2021-01-04,active_screener,8
FWONA,Formula One Group,Communication Services,Entertainment,NASDAQ,8398400000.0,2021-01-04,2021-01-04,active_screener,2
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,NYSE,3779958000.0,2021-01-04,2021-01-04,active_screener,8
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,NYSE,14546480000.0,2021-01-04,2021-01-04,active_screener,10
USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,NYSE,7028666645.0,2021-01-04,2021-01-04,active_screener,4
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,NASDAQ,21199037602.0,2021-01-04,2021-01-04,active_screener,10
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,NASDAQ,6964305848.0,2021-01-04,2021-01-04,active_screener,7
EXAS,Exact Sciences Corporation,Healthcare,Medical - Diagnostics & Research,NASDAQ,21818016180.0,2021-01-04,2021-01-04,active_screener,7
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Specialty,NYSE,17793216000.0,2021-01-04,2021-01-04,active_screener,1
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,NYSE,18002910091.0,2021-01-04,2021-01-04,active_screener,3
TU,TELUS Corporation,Communication Services,Telecommunications Services,NYSE,25843180000.0,2021-01-04,2021-01-04,active_screener,2
LUV,Southwest Airlines Co.,Industrials,"Airlines, Airports & Air Services",NYSE,26618640000.0,2021-01-04,2021-01-04,active_screener,8
TWLO,Twilio Inc.,Communication Services,Internet Content & Information,NYSE,55930217642.0,2021-01-04,2021-01-04,active_screener,2
STRK,MicroStrategy Incorporated,Technology,Software - Application,NASDAQ,4101904400.0,2021-01-04,2021-01-04,active_screener,10
AGI,Alamos Gold Inc.,Basic Materials,Gold,NYSE,3786360640.0,2021-01-04,2021-01-04,active_screener,1
SNA,Snap-on Incorporated,Industrials,Manufacturing - Tools & Accessories,NYSE,9047064000.0,2021-01-04,2021-01-04,active_screener,8
SOJE,Southern Company (The) Series 2,Utilities,Regulated Electric,NYSE,62921600000.0,2021-01-04,2021-01-04,active_screener,11
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,NYSE,23239551701.0,2021-01-04,2021-01-04,active_screener,8
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,NYSE,15620144340.0,2021-01-04,2021-01-04,active_screener,8
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,NYSE,17627620000.0,2021-01-04,2021-01-04,active_screener,3
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,NYSE,36303450000.0,2021-01-04,2021-01-04,active_screener,4
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,NYSE,8280097000.0,2021-01-04,2021-01-04,active_screener,1
FLUT,Flutter Entertainment plc,Consumer Cyclical,"Gambling, Resorts & Casinos",NYSE,37151500500.0,2021-01-04,2021-01-04,active_screener,3
AQNB,Algonquin Power & Utilities Cor,Utilities,Regulated Electric,NYSE,16706516093.0,2021-01-04,2021-01-04,active_screener,11
KEP,Korea Electric Power Corporation,Utilities,Regulated Electric,NYSE,15612566352.0,2021-01-04,2021-01-04,active_screener,11
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical - Instruments & Supplies,NYSE,21103623000.0,2021-01-04,2021-01-04,active_screener,7
ILMN,"Illumina, Inc.",Healthcare,Medical - Diagnostics & Research,NASDAQ,52180400000.0,2021-01-04,2021-01-04,active_screener,7
PKX,POSCO Holdings Inc.,Basic Materials,Steel,NYSE,18944550055.0,2021-01-04,2021-01-04,active_screener,1
INCY,Incyte Corporation,Healthcare,Biotechnology,NASDAQ,19001796450.0,2021-01-04,2021-01-04,active_screener,7
WAT,Waters Corporation,Healthcare,Medical - Diagnostics & Research,NYSE,15574339000.0,2021-01-04,2021-01-04,active_screener,7
AA,Alcoa Corporation,Basic Materials,Aluminum,NYSE,4324500000.0,2021-01-04,2021-01-04,active_screener,1
APG,APi Group Corporation,Industrials,Engineering & Construction,NYSE,3372479836.0,2021-01-04,2021-01-04,active_screener,8
IFF,International Flavors & Fragrances Inc.,Basic Materials,Chemicals - Specialty,NYSE,21516380872.0,2021-01-04,2021-01-04,active_screener,1
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,NYSE,14841307450.0,2021-01-04,2021-01-04,active_screener,3
LI,Li Auto Inc.,Consumer Cyclical,Auto - Manufacturers,NASDAQ,29375023056.0,2021-01-04,2021-01-04,active_screener,3
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,NYSE,12814800000.0,2021-01-04,2021-01-04,active_screener,3
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecommunications Services,NYSE,24488179943.0,2021-01-04,2021-01-04,active_screener,2
LNT,Alliant Energy Corporation,Utilities,Regulated Electric,NASDAQ,12622500000.0,2021-01-04,2021-01-04,active_screener,11
EVRG,"Evergy, Inc.",Utilities,Regulated Electric,NASDAQ,12217375000.0,2021-01-04,2021-01-04,active_screener,11
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,NASDAQ,2671033482.0,2021-01-04,2021-01-04,active_screener,7
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel - Retail,NASDAQ,46453176000.0,2021-01-04,2021-01-04,active_screener,3
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,NASDAQ,7228898112.0,2021-01-04,2021-01-04,active_screener,1
RBA,"RB Global, Inc.",Industrials,Specialty Business Services,NYSE,7330799980.0,2021-01-04,2021-01-04,active_screener,8
DUKB,Duke Energy Corporation 5.625%,Utilities,Regulated Electric,NYSE,21770390000.0,2021-01-04,2021-01-04,active_screener,11
RBC,RBC Bearings Incorporated,Industrials,Manufacturing - Tools & Accessories,NYSE,3058941225.0,2021-01-04,2021-01-04,active_screener,8
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical - Devices,NYSE,30904640000.0,2021-01-04,2021-01-04,active_screener,7
ITT,ITT Inc.,Industrials,Industrial - Machinery,NYSE,6479404000.0,2021-01-04,2021-01-04,active_screener,8
RCI,Rogers Communications Inc.,Communication Services,Telecommunications Services,NYSE,23962250000.0,2021-01-04,2021-01-04,active_screener,2
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,NYSE,24565437580.0,2021-01-04,2021-01-04,active_screener,9
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,NYSE,23961000000.0,2021-01-04,2021-01-04,active_screener,3
BEKE,KE Holdings Inc.,Real Estate,Real Estate - Services,NYSE,69976270170.0,2021-01-04,2021-01-04,active_screener,9
GMAB,Genmab A/S,Healthcare,Biotechnology,NASDAQ,26654510719.0,2021-01-04,2021-01-04,active_screener,7
VNOM,"Viper Energy, Inc.",Energy,Oil & Gas Midstream,NASDAQ,796047663.0,2021-01-04,2021-01-04,active_screener,5
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Construction Materials,NYSE,7792982611.0,2021-01-04,2021-01-04,active_screener,1
YPF,YPF Sociedad Anónima,Energy,Oil & Gas Integrated,NYSE,1774403147.0,2021-01-04,2021-01-04,active_screener,5
THC,Tenet Healthcare Corporation,Healthcare,Medical - Care Facilities,NYSE,4143924819.0,2021-01-04,2021-01-04,active_screener,7
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,NYSE,4747582960.0,2021-01-04,2021-01-04,active_screener,3
HOLX,"Hologic, Inc.",Healthcare,Medical - Instruments & Supplies,NASDAQ,18899545760.0,2021-01-04,2021-01-04,active_screener,7
CNC,Centene Corporation,Healthcare,Medical - Healthcare Plans,NYSE,36128246210.0,2021-01-04,2021-01-04,active_screener,7
BIP,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,NYSE,14617869000.0,2021-01-04,2021-01-04,active_screener,11
RTO,Rentokil Initial plc,Industrials,Specialty Business Services,NYSE,13630380000.0,2021-01-04,2021-01-04,active_screener,8
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,2503528300.0,2021-01-04,2021-01-04,active_screener,4
XPEV,XPeng Inc.,Consumer Cyclical,Auto - Manufacturers,NYSE,37716925560.0,2021-01-04,2021-01-04,active_screener,3
WES,"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,NYSE,5866076800.0,2021-01-04,2021-01-04,active_screener,5
LII,Lennox International Inc.,Industrials,Construction,NYSE,10192740000.0,2021-01-04,2021-01-04,active_screener,8
RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,NYSE,7618942950.0,2021-01-04,2021-01-04,active_screener,1
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,NYSE,29424315360.0,2021-01-04,2021-01-04,active_screener,3
HTHT,H World Group Limited,Consumer Cyclical,Travel Lodging,NASDAQ,14089500000.0,2021-01-04,2021-01-04,active_screener,3
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate - Services,NASDAQ,35057978340.0,2021-01-04,2021-01-04,active_screener,9
SGI,Somnigroup International Inc,Consumer Defensive,Household & Personal Products,NYSE,5212620000.0,2021-01-04,2021-01-04,active_screener,4
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,NYSE,14833880765.0,2021-01-04,2021-01-04,active_screener,9
CCZ,Comcast Holdings Corp.,Communication Services,Broadcasting,NYSE,72742480047.0,2021-01-04,2021-01-04,active_screener,2
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,NYSE,4088355329.0,2021-01-04,2021-01-04,active_screener,8
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,NYSE,6594810000.0,2021-01-04,2021-01-04,active_screener,8
OVV,Ovintiv Inc.,Energy,Oil & Gas Exploration & Production,NYSE,3906702000.0,2021-01-04,2021-01-04,active_screener,5
MGA,Magna International Inc.,Consumer Cyclical,Auto - Parts,NYSE,20955814348.0,2021-01-04,2021-01-04,active_screener,3
TXT,Textron Inc.,Industrials,Aerospace & Defense,NYSE,10528677420.0,2021-01-04,2021-01-04,active_screener,8
WSO,"Watsco, Inc.",Industrials,Industrial - Distribution,NYSE,7934389166.0,2021-01-04,2021-01-04,active_screener,8
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,NYSE,15767427000.0,2021-01-04,2021-01-04,active_screener,9
NWS,News Corporation,Communication Services,Entertainment,NASDAQ,10610768000.0,2021-01-04,2021-01-04,active_screener,2
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,NYSE,16215591847.0,2021-01-04,2021-01-04,active_screener,9
