Date,Revenue,NetIncome,OperatingIncome,GrossProfit,Assets,Equity,CurrentAssets,CurrentLiabilities,Cash,OperatingCashFlow,EPS,SharesOutstanding,Ticker
2024-03-31,6161000000.0,883000000.0,813000000.0,,52014000000.0,11199000000.0,8460000000.0,5922000000.0,562000000.0,-723000000.0,2.78,315000000.0,CEG
2024-06-30,11637000000.0,1697000000.0,1913000000.0,,51340000000.0,11425000000.0,7852000000.0,5801000000.0,311000000.0,-1336000000.0,5.35,313000000.0,CEG
2024-09-30,6550000000.0,1200000000.0,1467000000.0,,51834000000.0,12570000000.0,9270000000.0,5452000000.0,1793000000.0,-1448000000.0,3.82,313000000.0,CEG
2024-12-31,23568000000.0,3749000000.0,4352000000.0,,52926000000.0,13166000000.0,10776000000.0,6846000000.0,3022000000.0,-2464000000.0,11.89,313000000.0,CEG
2025-03-31,6788000000.0,118000000.0,451000000.0,,52252000000.0,12956000000.0,9631000000.0,6545000000.0,1846000000.0,107000000.0,0.38,313000000.0,CEG
2025-06-30,6101000000.0,839000000.0,951000000.0,,53038000000.0,13446000000.0,9233000000.0,6256000000.0,1974000000.0,1584000000.0,2.67,312000000.0,CEG
2025-09-30,19459000000.0,1887000000.0,2488000000.0,,56161000000.0,14350000000.0,11649000000.0,7455000000.0,3959000000.0,3432000000.0,6.02,312000000.0,CEG
2025-12-31,25533000000.0,2319000000.0,3086000000.0,,57249000000.0,14517000000.0,12119000000.0,7944000000.0,3641000000.0,4237000000.0,7.4,312000000.0,CEG
2021-03-31,,681000000.0,1004000000.0,2637000000.0,15801000000.0,262000000.0,4563000000.0,4539000000.0,995000000.0,598000000.0,0.8,,CL
2021-06-30,,1384000000.0,996000000.0,5193000000.0,15999000000.0,464000000.0,4652000000.0,4203000000.0,937000000.0,1225000000.0,1.63,,CL
2021-09-30,,634000000.0,967000000.0,2623000000.0,15880000000.0,591000000.0,4670000000.0,4281000000.0,958000000.0,2219000000.0,0.75,,CL
2021-12-31,,2166000000.0,3332000000.0,10375000000.0,15040000000.0,609000000.0,4397000000.0,4051000000.0,832000000.0,3325000000.0,2.55,840480284.0,CL
2022-03-31,,559000000.0,860000000.0,2572000000.0,15723000000.0,321000000.0,4989000000.0,4566000000.0,877000000.0,386000000.0,0.66,,CL
2022-06-30,,1162000000.0,884000000.0,5126000000.0,15711000000.0,168000000.0,5160000000.0,4395000000.0,858000000.0,914000000.0,1.38,,CL
2022-09-30,,618000000.0,947000000.0,2548000000.0,16288000000.0,622000000.0,5278000000.0,4492000000.0,938000000.0,1883000000.0,0.74,,CL
2022-12-31,,1785000000.0,2893000000.0,10248000000.0,15731000000.0,401000000.0,5113000000.0,4004000000.0,775000000.0,2556000000.0,2.13,830212606.0,CL
2023-03-31,,372000000.0,909000000.0,2712000000.0,16173000000.0,-6000000.0,5466000000.0,4441000000.0,867000000.0,735000000.0,0.45,,CL
2023-06-30,,502000000.0,974000000.0,2787000000.0,16227000000.0,-64000000.0,5437000000.0,4632000000.0,819000000.0,1457000000.0,0.6,,CL
2023-09-30,,708000000.0,1029000000.0,2877000000.0,16043000000.0,-9000000.0,5357000000.0,4602000000.0,951000000.0,2609000000.0,0.86,,CL
2023-12-31,,2300000000.0,3984000000.0,11326000000.0,16393000000.0,609000000.0,5279000000.0,4741000000.0,966000000.0,3745000000.0,2.77,821412769.0,CL
2024-03-31,,683000000.0,1047000000.0,3039000000.0,16571000000.0,230000000.0,5640000000.0,5314000000.0,1079000000.0,681000000.0,0.83,,CL
2024-06-30,,731000000.0,1092000000.0,3066000000.0,16480000000.0,123000000.0,5646000000.0,5350000000.0,1110000000.0,1671000000.0,0.89,,CL
2024-09-30,,737000000.0,1065000000.0,3074000000.0,16774000000.0,435000000.0,5806000000.0,5565000000.0,1234000000.0,2838000000.0,0.9,,CL
2024-12-31,,2889000000.0,4268000000.0,12161000000.0,16046000000.0,212000000.0,5317000000.0,5759000000.0,1096000000.0,4107000000.0,3.51,812574698.0,CL
2025-03-31,,690000000.0,1076000000.0,2987000000.0,16647000000.0,363000000.0,5814000000.0,6861000000.0,1112000000.0,600000000.0,0.85,,CL
2025-06-30,,743000000.0,1080000000.0,3069000000.0,17470000000.0,702000000.0,5996000000.0,6775000000.0,1215000000.0,1484000000.0,0.91,,CL
2025-09-30,,2169000000.0,3214000000.0,9105000000.0,17513000000.0,856000000.0,6039000000.0,6496000000.0,1279000000.0,2745000000.0,2.67,,CL
2025-12-31,,2132000000.0,3306000000.0,12251000000.0,16330000000.0,54000000.0,5709000000.0,6853000000.0,1288000000.0,4198000000.0,2.63,801239524.0,CL
2021-03-31,27205000000.0,3329000000.0,5039000000.0,,278511000000.0,92575000000.0,29438000000.0,30811000000.0,14950000000.0,7751000000.0,0.71,4591000000.0,CMCSA
2021-06-30,55751000000.0,3738000000.0,5507000000.0,,277004000000.0,94935000000.0,27046000000.0,29314000000.0,12378000000.0,15357000000.0,0.8,4601000000.0,CMCSA
2021-09-30,30298000000.0,4035000000.0,5450000000.0,,277061000000.0,95782000000.0,27427000000.0,26738000000.0,11806000000.0,21457000000.0,0.86,4593000000.0,CMCSA
2021-12-31,116385000000.0,14159000000.0,20817000000.0,,275905000000.0,96092000000.0,24807000000.0,29348000000.0,8711000000.0,29146000000.0,3.04,4584000000.0,CMCSA
2022-03-31,31010000000.0,3549000000.0,5569000000.0,,274074000000.0,94693000000.0,25381000000.0,29657000000.0,8880000000.0,7257000000.0,0.78,4512000000.0,CMCSA
2022-06-30,30016000000.0,6945000000.0,11936000000.0,,267032000000.0,91426000000.0,24192000000.0,27585000000.0,6822000000.0,13584000000.0,1.54,4457000000.0,CMCSA
2022-09-30,29849000000.0,-4598000000.0,-2425000000.0,,254308000000.0,80296000000.0,23416000000.0,27999000000.0,5695000000.0,20530000000.0,-1.05,4449000000.0,CMCSA
2022-12-31,121427000000.0,5370000000.0,14041000000.0,,257275000000.0,80943000000.0,21826000000.0,27887000000.0,4749000000.0,26413000000.0,1.21,4406000000.0,CMCSA
2023-03-31,29691000000.0,3834000000.0,5646000000.0,,259429000000.0,82421000000.0,22377000000.0,32415000000.0,5535000000.0,7228000000.0,0.91,4208000000.0,CMCSA
2023-06-30,30513000000.0,4248000000.0,6709000000.0,,262147000000.0,84119000000.0,24922000000.0,32925000000.0,7146000000.0,14426000000.0,1.02,4186000000.0,CMCSA
2023-09-30,90319000000.0,4046000000.0,6475000000.0,,261072000000.0,82625000000.0,24141000000.0,34468000000.0,6435000000.0,22579000000.0,0.98,4160000000.0,CMCSA
2023-12-31,121572000000.0,15388000000.0,23314000000.0,,264811000000.0,82703000000.0,23987000000.0,40198000000.0,6215000000.0,28501000000.0,3.71,4122000000.0,CMCSA
2024-03-31,,3857000000.0,5810000000.0,,263601000000.0,82549000000.0,23978000000.0,40324000000.0,6515000000.0,7848000000.0,0.97,3959000000.0,CMCSA
2024-06-30,,3929000000.0,6635000000.0,,262555000000.0,83219000000.0,23452000000.0,35342000000.0,6065000000.0,12572000000.0,1.0,3932000000.0,CMCSA
2024-09-30,,3629000000.0,5859000000.0,,269871000000.0,85774000000.0,27186000000.0,37786000000.0,8814000000.0,19593000000.0,0.94,3861000000.0,CMCSA
2024-12-31,,16192000000.0,23297000000.0,,266211000000.0,85560000000.0,26801000000.0,39581000000.0,7322000000.0,27673000000.0,4.14,3885000000.0,CMCSA
2025-03-31,,3375000000.0,5658000000.0,,267770000000.0,86638000000.0,27314000000.0,42325000000.0,8593000000.0,8294000000.0,0.89,3768000000.0,CMCSA
2025-06-30,,11123000000.0,5992000000.0,,273850000000.0,96851000000.0,29036000000.0,31792000000.0,9687000000.0,16109000000.0,2.98,3720000000.0,CMCSA
2025-09-30,,17830000000.0,17184000000.0,,272995000000.0,97081000000.0,28857000000.0,32702000000.0,9325000000.0,24802000000.0,4.78,3722000000.0,CMCSA
2025-12-31,,19998000000.0,20672000000.0,,272631000000.0,96903000000.0,29567000000.0,33524000000.0,9481000000.0,33643000000.0,5.39,3699000000.0,CMCSA
2021-03-31,9826000000.0,982000000.0,1714000000.0,,83693000000.0,43155000000.0,14614000000.0,7184000000.0,2831000000.0,2080000000.0,0.75,1300375.0,COP
2021-06-30,9556000000.0,2091000000.0,3080000000.0,,85403000000.0,44276000000.0,17172000000.0,8150000000.0,6608000000.0,6331000000.0,2.31,1348637000.0,COP
2021-09-30,11326000000.0,2379000000.0,3582000000.0,,87304000000.0,44115000000.0,20181000000.0,10449000000.0,9833000000.0,11128000000.0,1.78,1332286000.0,COP
2021-12-31,45828000000.0,8079000000.0,12712000000.0,,90661000000.0,45406000000.0,16050000000.0,12021000000.0,5028000000.0,16996000000.0,6.07,1324194000.0,COP
2022-03-31,17762000000.0,5759000000.0,,,93308000000.0,49218000000.0,17586000000.0,11624000000.0,6414000000.0,5068000000.0,4.39,1301930000.0,COP
2022-06-30,21161000000.0,10904000000.0,,,93693000000.0,50202000000.0,18860000000.0,12216000000.0,6909000000.0,12982000000.0,8.36,1295827000.0,COP
2022-09-30,59936000000.0,4527000000.0,,,94837000000.0,49079000000.0,20453000000.0,13997000000.0,8010000000.0,21722000000.0,3.55,1265893000.0,COP
2022-12-31,78494000000.0,18680000000.0,28228000000.0,,93829000000.0,48003000000.0,18749000000.0,12847000000.0,6458000000.0,28314000000.0,14.57,1274028000.0,COP
2023-03-31,14811000000.0,2920000000.0,4562000000.0,,91441000000.0,47783000000.0,16116000000.0,11553000000.0,6974000000.0,5403000000.0,2.38,1220228000.0,COP
2023-06-30,27162000000.0,5152000000.0,3362000000.0,,89605000000.0,47531000000.0,13501000000.0,9548000000.0,5735000000.0,9257000000.0,1.84,1213800000.0,COP
2023-09-30,41412000000.0,2798000000.0,12024000000.0,,93651000000.0,47745000000.0,17181000000.0,10338000000.0,8830000000.0,14702000000.0,2.32,1196641000.0,COP
2023-12-31,56141000000.0,10957000000.0,16288000000.0,,95924000000.0,49279000000.0,14330000000.0,10005000000.0,5635000000.0,19965000000.0,9.06,1202757000.0,COP
2024-03-31,13848000000.0,2551000000.0,3808000000.0,,95348000000.0,49325000000.0,13721000000.0,10163000000.0,5574000000.0,4985000000.0,2.15,1177921000.0,COP
2024-06-30,13620000000.0,2329000000.0,3659000000.0,,95994000000.0,49745000000.0,13734000000.0,10324000000.0,4294000000.0,9904000000.0,4.14,1168198000.0,COP
2024-09-30,13041000000.0,2059000000.0,10702000000.0,,96699000000.0,49881000000.0,13984000000.0,10765000000.0,5221000000.0,15667000000.0,1.76,1161318000.0,COP
2024-12-31,54745000000.0,9245000000.0,13672000000.0,,122780000000.0,64796000000.0,15647000000.0,12124000000.0,5607000000.0,20124000000.0,7.81,1178920000.0,COP
2025-03-31,16517000000.0,2849000000.0,4466000000.0,,124254000000.0,65238000000.0,16906000000.0,13329000000.0,6309000000.0,6115000000.0,2.23,1273350000.0,COP
2025-06-30,14004000000.0,1971000000.0,3017000000.0,,122599000000.0,65572000000.0,13939000000.0,10986000000.0,4901000000.0,9600000000.0,1.56,1257512000.0,COP
2025-09-30,45552000000.0,6546000000.0,10411000000.0,,122472000000.0,64923000000.0,15884000000.0,12009000000.0,5260000000.0,15478000000.0,5.18,1258602000.0,COP
2025-12-31,58944000000.0,7988000000.0,12656000000.0,,121939000000.0,64487000000.0,15532000000.0,11972000000.0,6497000000.0,19796000000.0,6.35,1252042000.0,COP
2021-02-14,44769000000.0,951000000.0,2770000000.0,,54918000000.0,15652000000.0,26308000000.0,26564000000.0,8637000000.0,2685000000.0,2.14,442654000.0,COST
2021-05-09,45277000000.0,3337000000.0,1663000000.0,,57274000000.0,16482000000.0,27916000000.0,27982000000.0,10226000000.0,6018000000.0,7.51,442141000.0,COST
2021-08-29,195929000000.0,5007000000.0,6708000000.0,,59268000000.0,17564000000.0,29505000000.0,29441000000.0,11258000000.0,8958000000.0,11.27,441825000.0,COST
2021-11-21,50363000000.0,1324000000.0,1693000000.0,,64149000000.0,18463000000.0,33850000000.0,33342000000.0,12751000000.0,3258000000.0,2.98,443434000.0,COST
2022-02-13,51904000000.0,1299000000.0,1812000000.0,,63078000000.0,19418000000.0,32565000000.0,31545000000.0,11819000000.0,3659000000.0,2.92,443279000.0,COST
2022-05-08,52596000000.0,1353000000.0,5296000000.0,,63852000000.0,19968000000.0,33008000000.0,31845000000.0,11193000000.0,4886000000.0,3.04,443029000.0,COST
2022-08-28,226954000000.0,5844000000.0,7793000000.0,,64166000000.0,20642000000.0,32696000000.0,31998000000.0,10203000000.0,7392000000.0,13.14,442664000.0,COST
2022-11-20,54437000000.0,1364000000.0,1751000000.0,,66027000000.0,21471000000.0,34150000000.0,33067000000.0,10856000000.0,2610000000.0,3.07,443841000.0,COST
2023-02-12,109703000000.0,1466000000.0,1903000000.0,,66848000000.0,22794000000.0,34330000000.0,32516000000.0,12970000000.0,5802000000.0,3.3,443550000.0,COST
2023-05-07,53648000000.0,4132000000.0,1679000000.0,,66752000000.0,23568000000.0,34289000000.0,31708000000.0,12493000000.0,7343000000.0,9.3,443222000.0,COST
2023-09-03,242290000000.0,6292000000.0,8114000000.0,,68994000000.0,25058000000.0,35879000000.0,33583000000.0,13700000000.0,11068000000.0,14.16,442793000.0,COST
2023-11-26,57799000000.0,1589000000.0,1984000000.0,,73723000000.0,26147000000.0,40080000000.0,36768000000.0,17011000000.0,4651000000.0,3.58,443787000.0,COST
2024-02-18,116241000000.0,3332000000.0,2062000000.0,,66323000000.0,20760000000.0,32146000000.0,34688000000.0,9095000000.0,5382000000.0,7.49,443549000.0,COST
2024-05-12,174756000000.0,1681000000.0,6243000000.0,,67911000000.0,21771000000.0,33288000000.0,35361000000.0,10404000000.0,8381000000.0,3.78,443374000.0,COST
2024-09-01,254453000000.0,7367000000.0,9285000000.0,,69831000000.0,23622000000.0,34246000000.0,35464000000.0,9906000000.0,11339000000.0,16.56,443126000.0,COST
2024-11-24,62151000000.0,1798000000.0,2196000000.0,,73386000000.0,24451000000.0,37523000000.0,38289000000.0,10907000000.0,3260000000.0,4.04,443942000.0,COST
2025-02-16,63723000000.0,1788000000.0,2316000000.0,,73224000000.0,25577000000.0,36897000000.0,36999000000.0,12356000000.0,6008000000.0,4.02,443730000.0,COST
2025-05-11,63205000000.0,1903000000.0,2530000000.0,,75482000000.0,27125000000.0,38151000000.0,37579000000.0,13836000000.0,9468000000.0,4.28,443519000.0,COST
2025-08-31,275235000000.0,8099000000.0,10383000000.0,,77099000000.0,29164000000.0,38380000000.0,37108000000.0,14161000000.0,13335000000.0,18.21,443237000.0,COST
2025-11-23,67307000000.0,2001000000.0,2463000000.0,,82790000000.0,30303000000.0,43411000000.0,41805000000.0,16217000000.0,4688000000.0,4.5,443919000.0,COST
2026-02-15,69597000000.0,2035000000.0,2606000000.0,,83639000000.0,32087000000.0,43133000000.0,40763000000.0,17383000000.0,7684000000.0,4.58,443692000.0,COST
2021-12-31,29206000000.0,2630000000.0,3327000000.0,9827000000.0,,,,,5783000000.0,3979000000.0,3.32,,CRH
2022-12-31,32723000000.0,3862000000.0,3809000000.0,10815000000.0,45319000000.0,22157000000.0,14833000000.0,8041000000.0,5936000000.0,3800000000.0,5.11,752140338.0,CRH
2023-03-31,6427000000.0,-28000000.0,2000000.0,1619000000.0,45107000000.0,21255000000.0,14230000000.0,9255000000.0,4650000000.0,-671000000.0,-0.05,752140338.0,CRH
2023-06-30,9709000000.0,1199000000.0,1613000000.0,3630000000.0,46142000000.0,21821000000.0,15074000000.0,9671000000.0,4275000000.0,963000000.0,1.62,752140338.0,CRH
2023-09-30,10128000000.0,1306000000.0,1788000000.0,3763000000.0,47631000000.0,21767000000.0,16315000000.0,9191000000.0,5722000000.0,2594000000.0,1.8,750725468.0,CRH
2023-12-31,34949000000.0,3178000000.0,4186000000.0,11963000000.0,47469000000.0,20854000000.0,16885000000.0,10013000000.0,6341000000.0,5017000000.0,4.33,734519598.0,CRH
2024-03-31,6533000000.0,116000000.0,28000000.0,1807000000.0,46333000000.0,20015000000.0,13709000000.0,9997000000.0,3308000000.0,-712000000.0,0.16,729477337.0,CRH
2024-06-30,16187000000.0,1413000000.0,1857000000.0,5482000000.0,48105000000.0,20726000000.0,15113000000.0,10548000000.0,3066000000.0,773000000.0,2.03,725113896.0,CRH
2024-09-30,10515000000.0,1376000000.0,1964000000.0,4059000000.0,51221000000.0,21875000000.0,14840000000.0,10668000000.0,2978000000.0,2259000000.0,1.97,721319880.0,CRH
2024-12-31,35572000000.0,3492000000.0,4925000000.0,12701000000.0,50613000000.0,21607000000.0,14083000000.0,10296000000.0,3720000000.0,4989000000.0,5.02,718647277.0,CRH
2025-03-31,6756000000.0,-94000000.0,18000000.0,1837000000.0,51921000000.0,21119000000.0,14242000000.0,8712000000.0,3352000000.0,-659000000.0,-0.15,715487343.0,CRH
2025-06-30,10206000000.0,1319000000.0,1935000000.0,4026000000.0,53984000000.0,22345000000.0,15151000000.0,8684000000.0,2876000000.0,719000000.0,1.94,711792599.0,CRH
2025-09-30,11069000000.0,1503000000.0,2081000000.0,4309000000.0,58527000000.0,23309000000.0,16852000000.0,11596000000.0,4198000000.0,2710000000.0,2.21,709054314.0,CRH
2025-12-31,37447000000.0,3753000000.0,5440000000.0,13528000000.0,58329000000.0,24004000000.0,15254000000.0,8754000000.0,4096000000.0,5625000000.0,5.51,706946142.0,CRH
2021-03-31,4178000000.0,600000000.0,791000000.0,,42549000000.0,24538000000.0,15036000000.0,8999000000.0,2404000000.0,-1950000000.0,0.8,747492000.0,CTVA
2021-06-30,5627000000.0,1570000000.0,2093000000.0,,41496000000.0,25385000000.0,14285000000.0,7252000000.0,2861000000.0,-643000000.0,1.31,734421000.0,CTVA
2021-09-30,2371000000.0,30000000.0,2101000000.0,,41122000000.0,24740000000.0,14146000000.0,7805000000.0,2779000000.0,-819000000.0,2.15,730267000.0,CTVA
2021-12-31,15655000000.0,1759000000.0,2346000000.0,,42344000000.0,25384000000.0,15546000000.0,9558000000.0,4459000000.0,2727000000.0,2.37,726527000.0,CTVA
2022-03-31,4601000000.0,564000000.0,698000000.0,,42633000000.0,25696000000.0,15878000000.0,9653000000.0,2031000000.0,-2730000000.0,0.78,725320000.0,CTVA
2022-06-30,10853000000.0,1533000000.0,-1327000000.0,,40906000000.0,25831000000.0,14764000000.0,7856000000.0,2401000000.0,-1621000000.0,1.33,725320000.0,CTVA
2022-09-30,2777000000.0,-331000000.0,1629000000.0,,40651000000.0,24844000000.0,15045000000.0,8918000000.0,2199000000.0,-2146000000.0,1.66,716225000.0,CTVA
2022-12-31,17455000000.0,1147000000.0,1426000000.0,,42618000000.0,25302000000.0,16795000000.0,10744000000.0,3191000000.0,872000000.0,1.58,713419000.0,CTVA
2023-03-31,4884000000.0,595000000.0,776000000.0,,45500000000.0,25599000000.0,18329000000.0,13231000000.0,1646000000.0,-3311000000.0,0.83,710678000.0,CTVA
2023-06-30,10929000000.0,1309000000.0,1084000000.0,,44189000000.0,26220000000.0,17207000000.0,10346000000.0,2563000000.0,-2499000000.0,1.0,709516000.0,CTVA
2023-09-30,2590000000.0,-321000000.0,1416000000.0,,43110000000.0,25226000000.0,16333000000.0,10348000000.0,2254000000.0,-2604000000.0,1.39,704880000.0,CTVA
2023-12-31,17226000000.0,735000000.0,1093000000.0,,42996000000.0,25037000000.0,16260000000.0,10409000000.0,2644000000.0,1769000000.0,1.03,701260000.0,CTVA
2024-03-31,4492000000.0,419000000.0,482000000.0,,43625000000.0,24767000000.0,17163000000.0,11332000000.0,1505000000.0,-2609000000.0,0.6,697800000.0,CTVA
2024-06-30,6112000000.0,1472000000.0,1338000000.0,,41464000000.0,25179000000.0,15359000000.0,8953000000.0,1839000000.0,-2158000000.0,1.51,693617000.0,CTVA
2024-09-30,2326000000.0,-524000000.0,1187000000.0,,41908000000.0,24737000000.0,15649000000.0,10424000000.0,2421000000.0,-2028000000.0,1.35,689170000.0,CTVA
2024-12-31,16908000000.0,907000000.0,1275000000.0,,40825000000.0,23789000000.0,15097000000.0,10386000000.0,3106000000.0,2145000000.0,1.3,685595000.0,CTVA
2025-03-31,4417000000.0,652000000.0,784000000.0,,42123000000.0,24285000000.0,16587000000.0,11481000000.0,2008000000.0,-2109000000.0,0.95,683026000.0,CTVA
2025-06-30,6456000000.0,1314000000.0,1804000000.0,,41759000000.0,25909000000.0,16004000000.0,9516000000.0,2065000000.0,-1162000000.0,1.92,679879000.0,CTVA
2025-09-30,13491000000.0,1646000000.0,2218000000.0,,42198000000.0,25219000000.0,16438000000.0,10420000000.0,2509000000.0,-969000000.0,2.41,,CTVA
2025-12-31,17401000000.0,1094000000.0,1688000000.0,,42845000000.0,24144000000.0,17335000000.0,12125000000.0,4521000000.0,3406000000.0,1.6,672163000.0,CTVA
2021-03-31,32029000000.0,1377000000.0,,,241645000000.0,131888000000.0,30433000000.0,27480000000.0,,4196000000.0,0.72,1912925000.0,CVX
2021-06-30,37597000000.0,3082000000.0,,,242806000000.0,133182000000.0,32973000000.0,28147000000.0,7527000000.0,11150000000.0,1.6,1915243000.0,CVX
2021-09-30,44710000000.0,6111000000.0,,,239948000000.0,135862000000.0,32137000000.0,25188000000.0,5998000000.0,19729000000.0,3.19,1918006000.0,CVX
2021-12-31,162465000000.0,15625000000.0,,,239535000000.0,139067000000.0,33738000000.0,26791000000.0,5640000000.0,29187000000.0,8.14,1916000000.0,CVX
2022-03-31,54373000000.0,6259000000.0,,,249048000000.0,146219000000.0,44709000000.0,31203000000.0,11671000000.0,8055000000.0,3.22,1935668000.0,CVX
2022-06-30,68762000000.0,11622000000.0,,,257936000000.0,153554000000.0,51188000000.0,39121000000.0,12029000000.0,21837000000.0,5.95,1941719000.0,CVX
2022-09-30,66644000000.0,11231000000.0,,,259735000000.0,158680000000.0,51503000000.0,36883000000.0,15164000000.0,37104000000.0,5.78,1932238000.0,CVX
2022-12-31,246252000000.0,35465000000.0,,,257709000000.0,159282000000.0,50343000000.0,34208000000.0,17678000000.0,49602000000.0,18.28,1931000000.0,CVX
2023-03-31,50793000000.0,6574000000.0,,,255886000000.0,159449000000.0,48351000000.0,33735000000.0,15668000000.0,7205000000.0,3.46,1891695000.0,CVX
2023-06-30,48896000000.0,6010000000.0,,,251779000000.0,158325000000.0,42790000000.0,29847000000.0,9292000000.0,13502000000.0,3.2,1879363000.0,CVX
2023-09-30,54080000000.0,6526000000.0,,,263927000000.0,165265000000.0,41732000000.0,33263000000.0,5797000000.0,23175000000.0,3.48,1870963000.0,CVX
2023-12-31,200949000000.0,21369000000.0,,,261632000000.0,160957000000.0,41128000000.0,32258000000.0,8178000000.0,35609000000.0,11.36,1873000000.0,CVX
2024-03-31,48716000000.0,5501000000.0,,,261651000000.0,160625000000.0,40508000000.0,32940000000.0,6278000000.0,6828000000.0,2.97,1842377000.0,CVX
2024-06-30,51181000000.0,4434000000.0,,,260644000000.0,159233000000.0,39369000000.0,34027000000.0,4008000000.0,13123000000.0,2.43,1834110000.0,CVX
2024-09-30,50669000000.0,4487000000.0,,,259232000000.0,156202000000.0,38187000000.0,35718000000.0,,22797000000.0,2.48,1800336000.0,CVX
2024-12-31,202792000000.0,17661000000.0,,,256938000000.0,152318000000.0,40911000000.0,38558000000.0,,31492000000.0,9.72,1810000000.0,CVX
2025-03-31,47610000000.0,3500000000.0,,,256397000000.0,149244000000.0,38574000000.0,35702000000.0,,5189000000.0,2.0,1744628000.0,CVX
2025-06-30,44822000000.0,2490000000.0,,,250820000000.0,146417000000.0,34691000000.0,34827000000.0,,13765000000.0,1.45,1719184000.0,CVX
2025-09-30,142158000000.0,9529000000.0,,,326501000000.0,189843000000.0,40866000000.0,35472000000.0,,23150000000.0,5.27,1801623000.0,CVX
2025-12-31,189031000000.0,12299000000.0,,,324012000000.0,186450000000.0,38552000000.0,33387000000.0,,33939000000.0,6.63,1849000000.0,CVX
2021-03-31,3870000000.0,1008000000.0,878000000.0,,96703000000.0,26699000000.0,6662000000.0,11836000000.0,477000000.0,1452000000.0,1.23,806000000.0,D
2021-06-30,3038000000.0,285000000.0,363000000.0,,97963000000.0,26550000000.0,6923000000.0,11676000000.0,240000000.0,2240000000.0,1.56,807000000.0,D
2021-09-30,3176000000.0,654000000.0,841000000.0,,99804000000.0,26906000000.0,9298000000.0,13223000000.0,180000000.0,3535000000.0,0.79,810000000.0,D
2021-12-31,13964000000.0,3288000000.0,3019000000.0,,99590000000.0,27308000000.0,7269000000.0,8673000000.0,283000000.0,4037000000.0,4.12,810000000.0,D
2022-03-31,3112000000.0,689000000.0,643000000.0,,100852000000.0,27520000000.0,8383000000.0,10581000000.0,444000000.0,1125000000.0,0.83,811000000.0,D
2022-06-30,3058000000.0,258000000.0,658000000.0,,103678000000.0,28297000000.0,11388000000.0,13166000000.0,272000000.0,1361000000.0,-0.58,832000000.0,D
2022-09-30,4386000000.0,778000000.0,1072000000.0,,103535000000.0,28573000000.0,8699000000.0,12172000000.0,163000000.0,2671000000.0,1.17,833000000.0,D
2022-12-31,3807000000.0,344000000.0,253000000.0,,104243000000.0,27659000000.0,9850000000.0,13450000000.0,119000000.0,3700000000.0,0.39,835000000.0,D
2023-03-31,3883000000.0,972000000.0,1079000000.0,,105325000000.0,28356000000.0,9605000000.0,12762000000.0,1792000000.0,2097000000.0,1.15,836000000.0,D
2023-06-30,3794000000.0,599000000.0,722000000.0,,106064000000.0,28428000000.0,7977000000.0,13986000000.0,137000000.0,3194000000.0,0.66,837000000.0,D
2023-09-30,3810000000.0,163000000.0,1035000000.0,,105943000000.0,28028000000.0,24679000000.0,21633000000.0,137000000.0,5186000000.0,0.16,837000000.0,D
2023-12-31,14393000000.0,331000000.0,712000000.0,,109032000000.0,27567000000.0,25387000000.0,24476000000.0,184000000.0,6572000000.0,0.37,838000000.0,D
2024-03-31,3632000000.0,441000000.0,833000000.0,,102005000000.0,27421000000.0,16189000000.0,15418000000.0,265000000.0,1982000000.0,0.46,838000000.0,D
2024-06-30,3486000000.0,563000000.0,805000000.0,,100417000000.0,27073000000.0,10752000000.0,11506000000.0,139000000.0,2838000000.0,0.65,839000000.0,D
2024-09-30,3941000000.0,954000000.0,1218000000.0,,99820000000.0,27531000000.0,7991000000.0,10832000000.0,1776000000.0,4377000000.0,1.12,840000000.0,D
2024-12-31,14459000000.0,134000000.0,391000000.0,,102415000000.0,26863000000.0,6613000000.0,9289000000.0,310000000.0,5018000000.0,0.14,852000000.0,D
2025-03-31,4076000000.0,665000000.0,1223000000.0,,104555000000.0,27365000000.0,6406000000.0,8778000000.0,355000000.0,1183000000.0,0.77,853000000.0,D
2025-06-30,3810000000.0,760000000.0,1096000000.0,,107441000000.0,27215000000.0,6956000000.0,10447000000.0,344000000.0,2429000000.0,0.88,853000000.0,D
2025-09-30,4527000000.0,1006000000.0,1339000000.0,,111597000000.0,27691000000.0,8222000000.0,9731000000.0,932000000.0,4374000000.0,1.16,854000000.0,D
2025-12-31,4093000000.0,567000000.0,756000000.0,,115857000000.0,29083000000.0,8071000000.0,10444000000.0,250000000.0,5361000000.0,0.65,879000000.0,D
2021-01-31,9112000000.0,1224000000.0,1638000000.0,,75480000000.0,14083000000.0,,,6962000000.0,143000000.0,3.87,,DE
2021-05-02,12058000000.0,1790000000.0,2439000000.0,,78979000000.0,15092000000.0,,,7182000000.0,1786000000.0,5.68,,DE
2021-08-01,11527000000.0,1667000000.0,2243000000.0,,80688000000.0,15731000000.0,,,7519000000.0,4314000000.0,5.32,,DE
2021-10-31,44024000000.0,5963000000.0,8012000000.0,,84114000000.0,18431000000.0,,,8017000000.0,7726000000.0,18.99,,DE
2022-01-30,9569000000.0,903000000.0,1235000000.0,,79614000000.0,17804000000.0,,,4472000000.0,-2553000000.0,2.92,,DE
2022-05-01,13370000000.0,3001000000.0,2670000000.0,,84099000000.0,18904000000.0,,,3878000000.0,-1762000000.0,6.81,,DE
