WeekEndingFriday,Ticker,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2
2021-01-22,SHEL,32.292720794677734,33.04084777832031,33.08195877075195
2021-01-29,SHEL,30.32787322998047,32.292720794677734,33.04084777832031
2021-02-05,SHEL,30.812925338745117,30.32787322998047,32.292720794677734
2021-02-12,SHEL,31.659692764282227,30.812925338745117,30.32787322998047
2021-02-19,SHEL,32.78385925292969,31.659692764282227,30.812925338745117
2021-02-26,SHEL,34.01065444946289,32.78385925292969,31.659692764282227
2021-03-05,SHEL,36.34822082519531,34.01065444946289,32.78385925292969
2021-03-12,SHEL,36.76268005371094,36.34822082519531,34.01065444946289
2021-03-19,SHEL,34.781558990478516,36.76268005371094,36.34822082519531
2021-03-26,SHEL,33.82000732421875,34.781558990478516,36.76268005371094
2021-04-02,SHEL,33.314361572265625,33.82000732421875,34.781558990478516
2021-04-09,SHEL,32.25333786010742,33.314361572265625,33.82000732421875
2021-04-16,SHEL,32.6429443359375,32.25333786010742,33.314361572265625
2021-04-23,SHEL,31.523889541625977,32.6429443359375,32.25333786010742
2021-04-30,SHEL,31.4990234375,31.523889541625977,32.6429443359375
2021-05-07,SHEL,33.89460372924805,31.4990234375,31.523889541625977
2021-05-14,SHEL,33.784481048583984,33.89460372924805,31.4990234375
2021-05-21,SHEL,33.32453155517578,33.784481048583984,33.89460372924805
2021-05-28,SHEL,32.28759002685547,33.32453155517578,33.784481048583984
2021-06-04,SHEL,33.57542037963867,32.28759002685547,33.32453155517578
2021-06-11,SHEL,33.801204681396484,33.57542037963867,32.28759002685547
2021-06-18,SHEL,32.680633544921875,33.801204681396484,33.57542037963867
2021-06-25,SHEL,35.03049087524414,32.680633544921875,33.801204681396484
2021-07-02,SHEL,34.56218719482422,35.03049087524414,32.680633544921875
2021-07-09,SHEL,34.244415283203125,34.56218719482422,35.03049087524414
2021-07-16,SHEL,32.09525680541992,34.244415283203125,34.56218719482422
2021-07-23,SHEL,31.66876983642578,32.09525680541992,34.244415283203125
2021-07-30,SHEL,33.96845626831055,31.66876983642578,32.09525680541992
2021-08-06,SHEL,34.57891082763672,33.96845626831055,31.66876983642578
2021-08-13,SHEL,34.21866226196289,34.57891082763672,33.96845626831055
2021-08-20,SHEL,32.298362731933594,34.21866226196289,34.57891082763672
2021-08-27,SHEL,34.091773986816406,32.298362731933594,34.21866226196289
2021-09-03,SHEL,33.96489334106445,34.091773986816406,32.298362731933594
2021-09-10,SHEL,33.389644622802734,33.96489334106445,34.091773986816406
2021-09-17,SHEL,34.14253616333008,33.389644622802734,33.96489334106445
2021-09-24,SHEL,35.51297378540039,34.14253616333008,33.389644622802734
2021-10-01,SHEL,38.39765167236328,35.51297378540039,34.14253616333008
2021-10-08,SHEL,39.39588165283203,38.39765167236328,35.51297378540039
2021-10-15,SHEL,41.206207275390625,39.39588165283203,38.39765167236328
2021-10-22,SHEL,41.18928909301758,41.206207275390625,39.39588165283203
2021-10-29,SHEL,38.846004486083984,41.18928909301758,41.206207275390625
2021-11-05,SHEL,38.710655212402344,38.846004486083984,41.18928909301758
2021-11-12,SHEL,37.7592658996582,38.710655212402344,38.846004486083984
2021-11-19,SHEL,36.938594818115234,37.7592658996582,38.710655212402344
