WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1
2020-12-18,SPG,85.43000030517578,87.9000015258789,93.91000366210938,84.37000274658203,63.7354850769043,65.57823944091797,70.06202697753906,63.9375
2020-12-25,SPG,84.37000274658203,85.43000030517578,87.9000015258789,85.27999877929688,63.9375,63.7354850769043,65.57823944091797,64.62710571289062
2021-01-01,SPG,85.27999877929688,84.37000274658203,85.43000030517578,86.48999786376953,64.62710571289062,63.9375,63.7354850769043,65.54405975341797
2021-01-08,SPG,86.48999786376953,85.27999877929688,84.37000274658203,93.0,65.54405975341797,64.62710571289062,63.9375,70.47749328613281
2021-01-15,SPG,93.0,86.48999786376953,85.27999877929688,95.48999786376953,70.47749328613281,65.54405975341797,64.62710571289062,72.36447143554688
2021-01-22,SPG,95.48999786376953,93.0,86.48999786376953,92.93000030517578,72.36447143554688,70.47749328613281,65.54405975341797,70.4244384765625
2021-01-29,SPG,92.93000030517578,95.48999786376953,93.0,96.75,70.4244384765625,72.36447143554688,70.47749328613281,73.31932830810547
2021-02-05,SPG,96.75,92.93000030517578,95.48999786376953,109.26000213623047,73.31932830810547,70.4244384765625,72.36447143554688,82.79967498779297
2021-02-12,SPG,109.26000213623047,96.75,92.93000030517578,109.43000030517578,82.79967498779297,73.31932830810547,70.4244384765625,82.92850494384766
2021-02-19,SPG,109.43000030517578,109.26000213623047,96.75,112.91999816894531,82.92850494384766,82.79967498779297,73.31932830810547,85.57331848144531
2021-02-26,SPG,112.91999816894531,109.43000030517578,109.26000213623047,111.16999816894531,85.57331848144531,82.92850494384766,82.79967498779297,84.24711608886719
2021-03-05,SPG,111.16999816894531,112.91999816894531,109.43000030517578,117.8499984741211,84.24711608886719,85.57331848144531,82.92850494384766,89.30937194824219
2021-03-12,SPG,117.8499984741211,111.16999816894531,112.91999816894531,116.69000244140625,89.30937194824219,84.24711608886719,85.57331848144531,88.43031311035156
2021-03-19,SPG,116.69000244140625,117.8499984741211,111.16999816894531,114.66999816894531,88.43031311035156,89.30937194824219,84.24711608886719,86.89950561523438
2021-03-26,SPG,114.66999816894531,116.69000244140625,117.8499984741211,115.19999694824219,86.89950561523438,88.43031311035156,89.30937194824219,87.30116271972656
2021-04-02,SPG,115.19999694824219,114.66999816894531,116.69000244140625,115.91000366210938,87.30116271972656,86.89950561523438,88.43031311035156,88.82606506347656
2021-04-09,SPG,115.91000366210938,115.19999694824219,114.66999816894531,117.12000274658203,88.82606506347656,87.30116271972656,86.89950561523438,89.75335693359375
2021-04-16,SPG,117.12000274658203,115.91000366210938,115.19999694824219,116.91999816894531,89.75335693359375,88.82606506347656,87.30116271972656,89.60005950927734
2021-04-23,SPG,116.91999816894531,117.12000274658203,115.91000366210938,121.73999786376953,89.60005950927734,89.75335693359375,88.82606506347656,93.2938232421875
2021-04-30,SPG,121.73999786376953,116.91999816894531,117.12000274658203,124.94000244140625,93.2938232421875,89.60005950927734,89.75335693359375,95.7461166381836
2021-05-07,SPG,124.94000244140625,121.73999786376953,116.91999816894531,122.18000030517578,95.7461166381836,93.2938232421875,89.60005950927734,93.6310043334961
2021-05-14,SPG,122.18000030517578,124.94000244140625,121.73999786376953,122.37999725341797,93.6310043334961,95.7461166381836,93.2938232421875,93.78426361083984
2021-05-21,SPG,122.37999725341797,122.18000030517578,124.94000244140625,128.49000549316406,93.78426361083984,93.6310043334961,95.7461166381836,98.46659851074219
2021-05-28,SPG,128.49000549316406,122.37999725341797,122.18000030517578,132.27000427246094,98.46659851074219,93.78426361083984,93.6310043334961,101.36335754394531
2021-06-04,SPG,132.27000427246094,128.49000549316406,122.37999725341797,134.22999572753906,101.36335754394531,98.46659851074219,93.78426361083984,102.86537170410156
2021-06-11,SPG,134.22999572753906,132.27000427246094,128.49000549316406,125.33000183105469,102.86537170410156,101.36335754394531,98.46659851074219,96.04495239257812
2021-06-18,SPG,125.33000183105469,134.22999572753906,132.27000427246094,131.07000732421875,96.04495239257812,102.86537170410156,101.36335754394531,100.4437484741211
2021-06-25,SPG,131.07000732421875,125.33000183105469,134.22999572753906,129.6300048828125,100.4437484741211,96.04495239257812,102.86537170410156,100.41767120361328
2021-07-02,SPG,129.6300048828125,131.07000732421875,125.33000183105469,129.69000244140625,100.41767120361328,100.4437484741211,96.04495239257812,100.46414184570312
2021-07-09,SPG,129.69000244140625,129.6300048828125,131.07000732421875,124.5,100.46414184570312,100.41767120361328,100.4437484741211,96.44371795654297
2021-07-16,SPG,124.5,129.69000244140625,129.6300048828125,124.1500015258789,96.44371795654297,100.46414184570312,100.41767120361328,96.1725845336914
2021-07-23,SPG,124.1500015258789,124.5,129.69000244140625,126.5199966430664,96.1725845336914,96.44371795654297,100.46414184570312,98.00850677490234
2021-07-30,SPG,126.5199966430664,124.1500015258789,124.5,135.1999969482422,98.00850677490234,96.1725845336914,96.44371795654297,104.7324447631836
2021-08-06,SPG,135.1999969482422,126.5199966430664,124.1500015258789,133.6699981689453,104.7324447631836,98.00850677490234,96.1725845336914,103.54725646972656
2021-08-13,SPG,133.6699981689453,135.1999969482422,126.5199966430664,128.77000427246094,103.54725646972656,104.7324447631836,98.00850677490234,99.75146484375
2021-08-20,SPG,128.77000427246094,133.6699981689453,135.1999969482422,133.69000244140625,99.75146484375,103.54725646972656,104.7324447631836,103.56273651123047
2021-08-27,SPG,133.69000244140625,128.77000427246094,133.6699981689453,135.75,103.56273651123047,99.75146484375,103.54725646972656,105.15850067138672
2021-09-03,SPG,135.75,133.69000244140625,128.77000427246094,127.9000015258789,105.15850067138672,103.56273651123047,99.75146484375,100.19425964355469
2021-09-10,SPG,127.9000015258789,135.75,133.69000244140625,131.27000427246094,100.19425964355469,105.15850067138672,103.56273651123047,102.83425903320312
2021-09-17,SPG,131.27000427246094,127.9000015258789,135.75,133.85000610351562,102.83425903320312,100.19425964355469,105.15850067138672,104.8553695678711
2021-09-24,SPG,133.85000610351562,131.27000427246094,127.9000015258789,133.13999938964844,104.8553695678711,102.83425903320312,100.19425964355469,104.2991714477539
2021-10-01,SPG,133.13999938964844,133.85000610351562,131.27000427246094,132.0800018310547,104.2991714477539,104.8553695678711,102.83425903320312,103.46880340576172
2021-10-08,SPG,132.0800018310547,133.13999938964844,133.85000610351562,140.22000122070312,103.46880340576172,104.2991714477539,104.8553695678711,109.84551239013672
2021-10-15,SPG,140.22000122070312,132.0800018310547,133.13999938964844,145.13999938964844,109.84551239013672,103.46880340576172,104.2991714477539,113.69974517822266
2021-10-22,SPG,145.13999938964844,140.22000122070312,132.0800018310547,146.5800018310547,113.69974517822266,109.84551239013672,103.46880340576172,114.82778930664062
2021-10-29,SPG,146.5800018310547,145.13999938964844,140.22000122070312,170.5,114.82778930664062,113.69974517822266,109.84551239013672,133.5662078857422
2021-11-05,SPG,170.5,146.5800018310547,145.13999938964844,164.8000030517578,133.5662078857422,114.82778930664062,113.69974517822266,129.10098266601562
2021-11-12,SPG,164.8000030517578,170.5,146.5800018310547,166.74000549316406,129.10098266601562,133.5662078857422,114.82778930664062,130.6207275390625
2021-11-19,SPG,166.74000549316406,164.8000030517578,170.5,160.47999572753906,130.6207275390625,129.10098266601562,133.5662078857422,125.71675109863281
2021-11-26,SPG,160.47999572753906,166.74000549316406,164.8000030517578,149.19000244140625,125.71675109863281,130.6207275390625,129.10098266601562,116.87240600585938
2021-12-03,SPG,149.19000244140625,160.47999572753906,166.74000549316406,152.4199981689453,116.87240600585938,125.71675109863281,130.6207275390625,120.66725158691406
2021-12-10,SPG,152.4199981689453,149.19000244140625,160.47999572753906,150.72999572753906,120.66725158691406,116.87240600585938,125.71675109863281,119.329345703125
2021-12-17,SPG,150.72999572753906,152.4199981689453,149.19000244140625,155.4600067138672,119.329345703125,120.66725158691406,116.87240600585938,123.07398223876953
2021-12-24,SPG,155.4600067138672,150.72999572753906,152.4199981689453,159.77000427246094,123.07398223876953,119.329345703125,120.66725158691406,126.486083984375
2021-12-31,SPG,159.77000427246094,155.4600067138672,150.72999572753906,161.27000427246094,126.486083984375,123.07398223876953,119.329345703125,127.67361450195312
2022-01-07,SPG,161.27000427246094,159.77000427246094,155.4600067138672,155.6999969482422,127.67361450195312,126.486083984375,123.07398223876953,123.26397705078125
2022-01-14,SPG,155.6999969482422,161.27000427246094,159.77000427246094,146.9600067138672,123.26397705078125,127.67361450195312,126.486083984375,116.34471893310547
2022-01-21,SPG,146.9600067138672,155.6999969482422,161.27000427246094,146.39999389648438,116.34471893310547,123.26397705078125,127.67361450195312,115.9013671875
2022-01-28,SPG,146.39999389648438,146.9600067138672,155.6999969482422,145.17999267578125,115.9013671875,116.34471893310547,123.26397705078125,114.9355239868164
2022-02-04,SPG,145.17999267578125,146.39999389648438,146.9600067138672,141.8300018310547,114.9355239868164,115.9013671875,116.34471893310547,112.28340911865234
2022-02-11,SPG,141.8300018310547,145.17999267578125,146.39999389648438,140.9499969482422,112.28340911865234,114.9355239868164,115.9013671875,111.58674621582031
2022-02-18,SPG,140.9499969482422,141.8300018310547,145.17999267578125,139.6999969482422,111.58674621582031,112.28340911865234,114.9355239868164,110.59713745117188
