WeekEndingFriday,Ticker,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2
2021-01-22,PLD,87.2887954711914,84.23600006103516,83.30463409423828
2021-01-29,PLD,88.99627685546875,87.2887954711914,84.23600006103516
2021-02-05,PLD,92.01455688476562,88.99627685546875,87.2887954711914
2021-02-12,PLD,92.85104370117188,92.01455688476562,88.99627685546875
2021-02-19,PLD,90.80724334716797,92.85104370117188,92.01455688476562
2021-02-26,PLD,85.4346923828125,90.80724334716797,92.85104370117188
2021-03-05,PLD,83.96867370605469,85.4346923828125,90.80724334716797
2021-03-12,PLD,87.34915924072266,83.96867370605469,85.4346923828125
2021-03-19,PLD,87.10183715820312,87.34915924072266,83.96867370605469
2021-03-26,PLD,92.6552505493164,87.10183715820312,87.34915924072266
2021-04-02,PLD,94.14774322509766,92.6552505493164,87.10183715820312
2021-04-09,PLD,95.02416229248047,94.14774322509766,92.6552505493164
2021-04-16,PLD,97.67070770263672,95.02416229248047,94.14774322509766
2021-04-23,PLD,99.67511749267578,97.67070770263672,95.02416229248047
2021-04-30,PLD,101.11555480957031,99.67511749267578,97.67070770263672
2021-05-07,PLD,100.67300415039062,101.11555480957031,99.67511749267578
2021-05-14,PLD,99.48423767089844,100.67300415039062,101.11555480957031
2021-05-21,PLD,101.98326873779297,99.48423767089844,100.67300415039062
2021-05-28,PLD,102.25225830078125,101.98326873779297,99.48423767089844
2021-06-04,PLD,106.20039367675781,102.25225830078125,101.98326873779297
2021-06-11,PLD,108.2135009765625,106.20039367675781,102.25225830078125
2021-06-18,PLD,104.27413177490234,108.2135009765625,106.20039367675781
2021-06-25,PLD,106.3932876586914,104.27413177490234,108.2135009765625
2021-07-02,PLD,105.54735565185547,106.3932876586914,104.27413177490234
2021-07-09,PLD,109.34961700439453,105.54735565185547,106.3932876586914
2021-07-16,PLD,110.99784088134766,109.34961700439453,105.54735565185547
2021-07-23,PLD,111.52982330322266,110.99784088134766,109.34961700439453
2021-07-30,PLD,111.66060638427734,111.52982330322266,110.99784088134766
