WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1
2020-12-18,MO,43.779998779296875,43.0,41.369998931884766,41.720001220703125,29.059186935424805,28.541460037231445,27.459531784057617,28.258737564086914
2020-12-25,MO,41.720001220703125,43.779998779296875,43.0,41.0,28.258737564086914,29.059186935424805,28.541460037231445,27.771055221557617
2021-01-01,MO,41.0,41.720001220703125,43.779998779296875,41.59000015258789,27.771055221557617,28.258737564086914,29.059186935424805,28.170684814453125
2021-01-08,MO,41.59000015258789,41.0,41.720001220703125,41.20000076293945,28.170684814453125,27.771055221557617,28.258737564086914,27.906522750854492
2021-01-15,MO,41.20000076293945,41.59000015258789,41.0,41.83000183105469,27.906522750854492,28.170684814453125,27.771055221557617,28.333250045776367
2021-01-22,MO,41.83000183105469,41.20000076293945,41.59000015258789,41.08000183105469,28.333250045776367,27.906522750854492,28.170684814453125,27.825237274169922
2021-01-29,MO,41.08000183105469,41.83000183105469,41.20000076293945,42.470001220703125,27.825237274169922,28.333250045776367,27.906522750854492,28.76675033569336
2021-02-05,MO,42.470001220703125,41.08000183105469,41.83000183105469,43.400001525878906,28.76675033569336,27.825237274169922,28.333250045776367,29.39667510986328
2021-02-12,MO,43.400001525878906,42.470001220703125,41.08000183105469,43.79999923706055,29.39667510986328,28.76675033569336,27.825237274169922,29.66761589050293
2021-02-19,MO,43.79999923706055,43.400001525878906,42.470001220703125,43.599998474121094,29.66761589050293,29.39667510986328,28.76675033569336,29.532142639160156
2021-02-26,MO,43.599998474121094,43.79999923706055,43.400001525878906,45.119998931884766,29.532142639160156,29.66761589050293,29.39667510986328,30.561697006225586
2021-03-05,MO,45.119998931884766,43.599998474121094,43.79999923706055,48.650001525878906,30.561697006225586,29.532142639160156,29.66761589050293,32.952720642089844
2021-03-12,MO,48.650001525878906,45.119998931884766,43.599998474121094,50.54999923706055,32.952720642089844,30.561697006225586,29.532142639160156,34.23967361450195
2021-03-19,MO,50.54999923706055,48.650001525878906,45.119998931884766,52.5,34.23967361450195,32.952720642089844,30.561697006225586,36.17644500732422
2021-03-26,MO,52.5,50.54999923706055,48.650001525878906,51.0,36.17644500732422,34.23967361450195,32.952720642089844,35.14282989501953
2021-04-02,MO,51.0,52.5,50.54999923706055,51.4900016784668,35.14282989501953,36.17644500732422,34.23967361450195,35.48048400878906
2021-04-09,MO,51.4900016784668,51.0,52.5,52.310001373291016,35.48048400878906,35.14282989501953,36.17644500732422,36.0455207824707
2021-04-16,MO,52.310001373291016,51.4900016784668,51.0,47.38999938964844,36.0455207824707,35.48048400878906,35.14282989501953,32.6552734375
2021-04-23,MO,47.38999938964844,52.310001373291016,51.4900016784668,47.75,32.6552734375,36.0455207824707,35.48048400878906,32.90333938598633
2021-04-30,MO,47.75,47.38999938964844,52.310001373291016,49.95000076293945,32.90333938598633,32.6552734375,36.0455207824707,34.4193000793457
2021-05-07,MO,49.95000076293945,47.75,47.38999938964844,50.279998779296875,34.4193000793457,32.90333938598633,32.6552734375,34.646690368652344
2021-05-14,MO,50.279998779296875,49.95000076293945,47.75,50.0,34.646690368652344,34.4193000793457,32.90333938598633,34.45376205444336
2021-05-21,MO,50.0,50.279998779296875,49.95000076293945,49.220001220703125,34.45376205444336,34.646690368652344,34.4193000793457,33.91627502441406
2021-05-28,MO,49.220001220703125,50.0,50.279998779296875,49.77000045776367,33.91627502441406,34.45376205444336,34.646690368652344,34.29526901245117
2021-06-04,MO,49.77000045776367,49.220001220703125,50.0,49.7599983215332,34.29526901245117,33.91627502441406,34.45376205444336,34.28837966918945
2021-06-11,MO,49.7599983215332,49.77000045776367,49.220001220703125,46.310001373291016,34.28837966918945,34.29526901245117,33.91627502441406,32.472293853759766
2021-06-18,MO,46.310001373291016,49.7599983215332,49.77000045776367,47.619998931884766,32.472293853759766,34.28837966918945,34.29526901245117,33.39085006713867
2021-06-25,MO,47.619998931884766,46.310001373291016,49.7599983215332,47.529998779296875,33.39085006713867,32.472293853759766,34.28837966918945,33.32773971557617
2021-07-02,MO,47.529998779296875,47.619998931884766,46.310001373291016,47.400001525878906,33.32773971557617,33.39085006713867,32.472293853759766,33.23657989501953
2021-07-09,MO,47.400001525878906,47.529998779296875,47.619998931884766,47.310001373291016,33.23657989501953,33.32773971557617,33.39085006713867,33.17347717285156
2021-07-16,MO,47.310001373291016,47.400001525878906,47.529998779296875,47.4900016784668,33.17347717285156,33.23657989501953,33.32773971557617,33.29969787597656
2021-07-23,MO,47.4900016784668,47.310001373291016,47.400001525878906,48.040000915527344,33.29969787597656,33.17347717285156,33.23657989501953,33.68535614013672
2021-07-30,MO,48.040000915527344,47.4900016784668,47.310001373291016,47.349998474121094,33.68535614013672,33.29969787597656,33.17347717285156,33.2015380859375
2021-08-06,MO,47.349998474121094,48.040000915527344,47.4900016784668,48.599998474121094,33.2015380859375,33.68535614013672,33.29969787597656,34.0780143737793
2021-08-13,MO,48.599998474121094,47.349998474121094,48.040000915527344,48.470001220703125,34.0780143737793,33.2015380859375,33.68535614013672,33.98686599731445
2021-08-20,MO,48.470001220703125,48.599998474121094,47.349998474121094,49.529998779296875,33.98686599731445,34.0780143737793,33.2015380859375,34.730133056640625
2021-08-27,MO,49.529998779296875,48.470001220703125,48.599998474121094,50.970001220703125,34.730133056640625,33.98686599731445,34.0780143737793,35.73984909057617
2021-09-03,MO,50.970001220703125,49.529998779296875,48.470001220703125,50.599998474121094,35.73984909057617,34.730133056640625,33.98686599731445,35.480411529541016
2021-09-10,MO,50.599998474121094,50.970001220703125,49.529998779296875,48.61000061035156,35.480411529541016,35.73984909057617,34.730133056640625,34.70879364013672
2021-09-17,MO,48.61000061035156,50.599998474121094,50.970001220703125,48.459999084472656,34.70879364013672,35.480411529541016,35.73984909057617,34.601688385009766
2021-09-24,MO,48.459999084472656,48.61000061035156,50.599998474121094,45.86000061035156,34.601688385009766,34.70879364013672,35.480411529541016,32.74522018432617
