WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1
2020-12-18,GS,242.1300048828125,239.99000549316406,239.5800018310547,256.1600036621094,213.8858642578125,211.99546813964844,211.63328552246094,226.27926635742188
2020-12-25,GS,256.1600036621094,242.1300048828125,239.99000549316406,263.7099914550781,226.27926635742188,213.8858642578125,211.99546813964844,232.94854736328125
2021-01-01,GS,263.7099914550781,256.1600036621094,242.1300048828125,290.0799865722656,232.94854736328125,226.27926635742188,213.8858642578125,256.24249267578125
2021-01-08,GS,290.0799865722656,263.7099914550781,256.1600036621094,301.010009765625,256.24249267578125,232.94854736328125,226.27926635742188,265.8975830078125
2021-01-15,GS,301.010009765625,290.0799865722656,263.7099914550781,289.3900146484375,265.8975830078125,256.24249267578125,232.94854736328125,255.63299560546875
2021-01-22,GS,289.3900146484375,301.010009765625,290.0799865722656,271.1700134277344,255.63299560546875,265.8975830078125,256.24249267578125,239.53839111328125
2021-01-29,GS,271.1700134277344,289.3900146484375,301.010009765625,293.5,239.53839111328125,255.63299560546875,265.8975830078125,259.2635803222656
2021-02-05,GS,293.5,271.1700134277344,289.3900146484375,306.32000732421875,259.2635803222656,239.53839111328125,255.63299560546875,270.588134765625
2021-02-12,GS,306.32000732421875,293.5,271.1700134277344,315.6199951171875,270.588134765625,259.2635803222656,239.53839111328125,278.80328369140625
2021-02-19,GS,315.6199951171875,306.32000732421875,293.5,319.4800109863281,278.80328369140625,270.588134765625,259.2635803222656,282.21307373046875
2021-02-26,GS,319.4800109863281,315.6199951171875,306.32000732421875,327.3699951171875,282.21307373046875,278.80328369140625,270.588134765625,290.318603515625
2021-03-05,GS,327.3699951171875,319.4800109863281,315.6199951171875,348.80999755859375,290.318603515625,282.21307373046875,278.80328369140625,309.33203125
2021-03-12,GS,348.80999755859375,327.3699951171875,319.4800109863281,344.20001220703125,309.33203125,290.318603515625,282.21307373046875,305.2437744140625
2021-03-19,GS,344.20001220703125,348.80999755859375,327.3699951171875,327.3900146484375,305.2437744140625,309.33203125,290.318603515625,290.33642578125
2021-03-26,GS,327.3900146484375,344.20001220703125,348.80999755859375,327.6400146484375,290.33642578125,305.2437744140625,309.33203125,290.55816650390625
2021-04-02,GS,327.6400146484375,327.3900146484375,344.20001220703125,330.80999755859375,290.55816650390625,290.33642578125,305.2437744140625,293.3692626953125
