WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1,AdjClosePrice_t+1_Up
2020-12-18,VST,17.649999618530273,18.280000686645508,19.149999618530273,18.709999084472656,15.851180076599121,16.2947940826416,17.0703067779541,16.803142547607422,1
2020-12-25,VST,18.709999084472656,17.649999618530273,18.280000686645508,19.65999984741211,16.803142547607422,15.851180076599121,16.2947940826416,17.65632438659668,1
2021-01-01,VST,19.65999984741211,18.709999084472656,17.649999618530273,20.989999771118164,17.65632438659668,16.803142547607422,15.851180076599121,18.850770950317383,1
2021-01-08,VST,20.989999771118164,19.65999984741211,18.709999084472656,21.510000228881836,18.850770950317383,17.65632438659668,16.803142547607422,19.317777633666992,1
2021-01-15,VST,21.510000228881836,20.989999771118164,19.65999984741211,21.34000015258789,19.317777633666992,18.850770950317383,17.65632438659668,19.16510772705078,0
2021-01-22,VST,21.34000015258789,21.510000228881836,20.989999771118164,19.969999313354492,19.16510772705078,19.317777633666992,18.850770950317383,17.934730529785156,0
2021-01-29,VST,19.969999313354492,21.34000015258789,21.510000228881836,21.049999237060547,17.934730529785156,19.16510772705078,19.317777633666992,18.904664993286133,1
2021-02-05,VST,21.049999237060547,19.969999313354492,21.34000015258789,21.329999923706055,18.904664993286133,17.934730529785156,19.16510772705078,19.1561222076416,1
2021-02-12,VST,21.329999923706055,21.049999237060547,19.969999313354492,22.90999984741211,19.1561222076416,18.904664993286133,17.934730529785156,20.57509422302246,1
2021-02-19,VST,22.90999984741211,21.329999923706055,21.049999237060547,17.25,20.57509422302246,19.1561222076416,18.904664993286133,15.491938591003418,0
2021-02-26,VST,17.25,22.90999984741211,21.329999923706055,17.81999969482422,15.491938591003418,20.57509422302246,19.1561222076416,16.003849029541016,1
2021-03-05,VST,17.81999969482422,17.25,22.90999984741211,18.399999618530273,16.003849029541016,15.491938591003418,20.57509422302246,16.524734497070312,1
2021-03-12,VST,18.399999618530273,17.81999969482422,17.25,17.299999237060547,16.524734497070312,16.003849029541016,15.491938591003418,15.66323184967041,0
2021-03-19,VST,17.299999237060547,18.399999618530273,17.81999969482422,16.8700008392334,15.66323184967041,16.524734497070312,16.003849029541016,15.273913383483887,0
2021-03-26,VST,16.8700008392334,17.299999237060547,18.399999618530273,17.719999313354492,15.273913383483887,15.66323184967041,16.524734497070312,16.04349136352539,1
2021-04-02,VST,17.719999313354492,16.8700008392334,17.299999237060547,17.5,16.04349136352539,15.273913383483887,15.66323184967041,15.844304084777832,0
2021-04-09,VST,17.5,17.719999313354492,16.8700008392334,17.799999237060547,15.844304084777832,16.04349136352539,15.273913383483887,16.115924835205078,1
2021-04-16,VST,17.799999237060547,17.5,17.719999313354492,17.489999771118164,16.115924835205078,15.844304084777832,16.04349136352539,15.835250854492188,0
2021-04-23,VST,17.489999771118164,17.799999237060547,17.5,16.8700008392334,15.835250854492188,16.115924835205078,15.844304084777832,15.273913383483887,0
2021-04-30,VST,16.8700008392334,17.489999771118164,17.799999237060547,16.049999237060547,15.273913383483887,15.835250854492188,16.115924835205078,14.531494140625,0
2021-05-07,VST,16.049999237060547,16.8700008392334,17.489999771118164,16.3799991607666,14.531494140625,15.273913383483887,15.835250854492188,14.830270767211914,1
2021-05-14,VST,16.3799991607666,16.049999237060547,16.8700008392334,16.68000030517578,14.830270767211914,14.531494140625,15.273913383483887,15.101889610290527,1
2021-05-21,VST,16.68000030517578,16.3799991607666,16.049999237060547,16.170000076293945,15.101889610290527,14.830270767211914,14.531494140625,14.640141487121582,0
2021-05-28,VST,16.170000076293945,16.68000030517578,16.3799991607666,17.399999618530273,14.640141487121582,15.101889610290527,14.830270767211914,15.753768920898438,1
2021-06-04,VST,17.399999618530273,16.170000076293945,16.68000030517578,18.6299991607666,15.753768920898438,14.640141487121582,15.101889610290527,16.867393493652344,1
2021-06-11,VST,18.6299991607666,17.399999618530273,16.170000076293945,17.469999313354492,16.867393493652344,15.753768920898438,14.640141487121582,15.947219848632812,0
2021-06-18,VST,17.469999313354492,18.6299991607666,17.399999618530273,18.389999389648438,15.947219848632812,16.867393493652344,15.753768920898438,16.787025451660156,1
2021-06-25,VST,18.389999389648438,17.469999313354492,18.6299991607666,19.040000915527344,16.787025451660156,15.947219848632812,16.867393493652344,17.380373001098633,1
2021-07-02,VST,19.040000915527344,18.389999389648438,17.469999313354492,19.31999969482422,17.380373001098633,16.787025451660156,15.947219848632812,17.635961532592773,1
2021-07-09,VST,19.31999969482422,19.040000915527344,18.389999389648438,18.809999465942383,17.635961532592773,17.380373001098633,16.787025451660156,17.17041778564453,0
2021-07-16,VST,18.809999465942383,19.31999969482422,19.040000915527344,19.100000381469727,17.17041778564453,17.635961532592773,17.380373001098633,17.43514060974121,1
2021-07-23,VST,19.100000381469727,18.809999465942383,19.31999969482422,19.149999618530273,17.43514060974121,17.17041778564453,17.635961532592773,17.480783462524414,1
2021-07-30,VST,19.149999618530273,19.100000381469727,18.809999465942383,18.559999465942383,17.480783462524414,17.43514060974121,17.17041778564453,16.94220733642578,0
2021-08-06,VST,18.559999465942383,19.149999618530273,19.100000381469727,18.399999618530273,16.94220733642578,17.480783462524414,17.43514060974121,16.796154022216797,0
2021-08-13,VST,18.399999618530273,18.559999465942383,19.149999618530273,18.1299991607666,16.796154022216797,16.94220733642578,17.480783462524414,16.54969024658203,0
2021-08-20,VST,18.1299991607666,18.399999618530273,18.559999465942383,18.68000030517578,16.54969024658203,16.796154022216797,16.94220733642578,17.0517520904541,1
2021-08-27,VST,18.68000030517578,18.1299991607666,18.399999618530273,19.110000610351562,17.0517520904541,16.54969024658203,16.796154022216797,17.44426727294922,1
2021-09-03,VST,19.110000610351562,18.68000030517578,18.1299991607666,18.440000534057617,17.44426727294922,17.0517520904541,16.54969024658203,16.832670211791992,0
2021-09-10,VST,18.440000534057617,19.110000610351562,18.68000030517578,17.790000915527344,16.832670211791992,17.44426727294922,17.0517520904541,16.375795364379883,0
2021-09-17,VST,17.790000915527344,18.440000534057617,19.110000610351562,17.559999465942383,16.375795364379883,16.832670211791992,17.44426727294922,16.164077758789062,0
2021-09-24,VST,17.559999465942383,17.790000915527344,18.440000534057617,16.850000381469727,16.164077758789062,16.375795364379883,16.832670211791992,15.510518074035645,0
2021-10-01,VST,16.850000381469727,17.559999465942383,17.790000915527344,17.899999618530273,15.510518074035645,16.164077758789062,16.375795364379883,16.477046966552734,1
2021-10-08,VST,17.899999618530273,16.850000381469727,17.559999465942383,19.68000030517578,16.477046966552734,15.510518074035645,16.164077758789062,18.115549087524414,1
2021-10-15,VST,19.68000030517578,17.899999618530273,16.850000381469727,19.110000610351562,18.115549087524414,16.477046966552734,15.510518074035645,17.590856552124023,0
2021-10-22,VST,19.110000610351562,19.68000030517578,17.899999618530273,19.59000015258789,17.590856552124023,18.115549087524414,16.477046966552734,18.03270149230957,1
2021-10-29,VST,19.59000015258789,19.110000610351562,19.68000030517578,20.5,18.03270149230957,17.590856552124023,18.115549087524414,18.870363235473633,1
2021-11-05,VST,20.5,19.59000015258789,19.110000610351562,19.649999618530273,18.870363235473633,18.03270149230957,17.590856552124023,18.08793067932129,0
2021-11-12,VST,19.649999618530273,20.5,19.59000015258789,20.049999237060547,18.08793067932129,18.870363235473633,18.03270149230957,18.456132888793945,1
2021-11-19,VST,20.049999237060547,19.649999618530273,20.5,20.15999984741211,18.456132888793945,18.08793067932129,18.870363235473633,18.557392120361328,1
2021-11-26,VST,20.15999984741211,20.049999237060547,19.649999618530273,20.709999084472656,18.557392120361328,18.456132888793945,18.08793067932129,19.063669204711914,1
2021-12-03,VST,20.709999084472656,20.15999984741211,20.049999237060547,21.020000457763672,19.063669204711914,18.557392120361328,18.456132888793945,19.349027633666992,1
2021-12-10,VST,21.020000457763672,20.709999084472656,20.15999984741211,21.229999542236328,19.349027633666992,19.063669204711914,18.557392120361328,19.684492111206055,1
2021-12-17,VST,21.229999542236328,21.020000457763672,20.709999084472656,22.030000686645508,19.684492111206055,19.349027633666992,19.063669204711914,20.426252365112305,1
2021-12-24,VST,22.030000686645508,21.229999542236328,21.020000457763672,22.770000457763672,20.426252365112305,19.684492111206055,19.349027633666992,21.112384796142578,1
2021-12-31,VST,22.770000457763672,22.030000686645508,21.229999542236328,22.709999084472656,21.112384796142578,20.426252365112305,19.684492111206055,21.056747436523438,0
2022-01-07,VST,22.709999084472656,22.770000457763672,22.030000686645508,22.59000015258789,21.056747436523438,21.112384796142578,20.426252365112305,20.94548797607422,0
2022-01-14,VST,22.59000015258789,22.709999084472656,22.770000457763672,21.719999313354492,20.94548797607422,21.056747436523438,21.112384796142578,20.13882064819336,0
2022-01-21,VST,21.719999313354492,22.59000015258789,22.709999084472656,21.670000076293945,20.13882064819336,20.94548797607422,21.056747436523438,20.09246063232422,0
2022-01-28,VST,21.670000076293945,21.719999313354492,22.59000015258789,21.829999923706055,20.09246063232422,20.13882064819336,20.94548797607422,20.240812301635742,1
2022-02-04,VST,21.829999923706055,21.670000076293945,21.719999313354492,21.809999465942383,20.240812301635742,20.09246063232422,20.13882064819336,20.222270965576172,0
2022-02-11,VST,21.809999465942383,21.829999923706055,21.670000076293945,21.450000762939453,20.222270965576172,20.240812301635742,20.09246063232422,19.888477325439453,0
2022-02-18,VST,21.450000762939453,21.809999465942383,21.829999923706055,21.899999618530273,19.888477325439453,20.222270965576172,20.240812301635742,20.30571746826172,1
2022-02-25,VST,21.899999618530273,21.450000762939453,21.809999465942383,22.510000228881836,20.30571746826172,19.888477325439453,20.222270965576172,20.87131118774414,1
2022-03-04,VST,22.510000228881836,21.899999618530273,21.450000762939453,22.43000030517578,20.87131118774414,20.30571746826172,19.888477325439453,20.797138214111328,0
2022-03-11,VST,22.43000030517578,22.510000228881836,21.899999618530273,22.40999984741211,20.797138214111328,20.87131118774414,20.30571746826172,20.778589248657227,0
2022-03-18,VST,22.40999984741211,22.43000030517578,22.510000228881836,22.739999771118164,20.778589248657227,20.797138214111328,20.87131118774414,21.245731353759766,1
2022-03-25,VST,22.739999771118164,22.40999984741211,22.43000030517578,23.440000534057617,21.245731353759766,20.778589248657227,20.797138214111328,21.899738311767578,1
2022-04-01,VST,23.440000534057617,22.739999771118164,22.40999984741211,24.510000228881836,21.899738311767578,21.245731353759766,20.778589248657227,22.899429321289062,1
2022-04-08,VST,24.510000228881836,23.440000534057617,22.739999771118164,24.030000686645508,22.899429321289062,21.899738311767578,21.245731353759766,22.45096778869629,0
2022-04-15,VST,24.030000686645508,24.510000228881836,23.440000534057617,25.350000381469727,22.45096778869629,22.899429321289062,21.899738311767578,23.68423080444336,1
2022-04-22,VST,25.350000381469727,24.030000686645508,24.510000228881836,25.020000457763672,23.68423080444336,22.45096778869629,22.899429321289062,23.37591552734375,0
2022-04-29,VST,25.020000457763672,25.350000381469727,24.030000686645508,26.6200008392334,23.37591552734375,23.68423080444336,22.45096778869629,24.870779037475586,1
2022-05-06,VST,26.6200008392334,25.020000457763672,25.350000381469727,24.579999923706055,24.870779037475586,23.37591552734375,23.68423080444336,22.964824676513672,0
2022-05-13,VST,24.579999923706055,26.6200008392334,25.020000457763672,25.229999542236328,22.964824676513672,24.870779037475586,23.37591552734375,23.572113037109375,1
2022-05-20,VST,25.229999542236328,24.579999923706055,26.6200008392334,26.309999465942383,23.572113037109375,22.964824676513672,24.870779037475586,24.581146240234375,1
2022-05-27,VST,26.309999465942383,25.229999542236328,24.579999923706055,25.850000381469727,24.581146240234375,23.572113037109375,22.964824676513672,24.1513729095459,0
