WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W
2020-11-27,CSGP,88.43800354003906,89.20600128173828,91.70800018310547,89.322998046875,88.43800354003906,89.20600128173828,91.70800018310547,89.322998046875,1,-0.00860926093160097,0.0737849646616775,0.06952557584908137,0.054275320892029875,0.041227082513254895,-0.03565661268959619
2020-12-04,CSGP,89.322998046875,88.43800354003906,89.20600128173828,84.86399841308594,89.322998046875,88.43800354003906,89.20600128173828,84.86399841308594,0,0.010006948047343256,-0.010435953571628409,0.13693114327199396,0.019575882028116273,0.03722930068985586,-0.02600647851298188
2020-12-11,CSGP,84.86399841308594,89.322998046875,88.43800354003906,90.47000122070312,84.86399841308594,89.322998046875,88.43800354003906,90.47000122070312,1,-0.049919950419141434,-0.07462818681417871,0.025559195274014845,0.02565150828698298,0.038566713913231736,-0.07462818681417871
2020-12-18,CSGP,90.47000122070312,84.86399841308594,89.322998046875,90.66300201416016,90.47000122070312,84.86399841308594,89.322998046875,90.66300201416016,1,0.06605866931144666,0.014169449597597916,0.07702382405598951,0.048142587661167004,0.04263778681187526,-0.01349935621680265
2020-12-25,CSGP,90.66300201416016,90.47000122070312,84.86399841308594,92.4280014038086,90.66300201416016,90.47000122070312,84.86399841308594,92.4280014038086,1,0.0021333125992359925,0.025158850099027408,0.0602619547327361,0.04747109331644794,0.04251271041579153,-0.011394841964265434
2021-01-01,CSGP,92.4280014038086,90.66300201416016,90.47000122070312,91.9520034790039,92.4280014038086,90.66300201416016,90.47000122070312,91.9520034790039,0,0.019467691896775774,0.03476152194649962,0.057081157243697556,0.047899963852198545,0.042411358829006804,0.0
2021-01-08,CSGP,91.9520034790039,92.4280014038086,90.66300201416016,85.37200164794922,91.9520034790039,92.4280014038086,90.66300201416016,85.37200164794922,0,-0.005149932028986504,0.08352193154294052,0.06842661418649088,0.03199920451849059,0.04204031922742433,-0.005149932028986504
2021-01-15,CSGP,85.37200164794922,91.9520034790039,92.4280014038086,89.6050033569336,85.37200164794922,91.9520034790039,92.4280014038086,89.6050033569336,1,-0.07155909150535422,-0.05635016584466768,0.041363227140434056,0.039881257029781465,0.04529589911459908,-0.07634049907703211
2021-01-22,CSGP,89.6050033569336,85.37200164794922,91.9520034790039,89.97100067138672,89.6050033569336,85.37200164794922,91.9520034790039,89.97100067138672,1,0.049583020513447984,-0.01166957450914008,0.08795429014375888,0.051542959091361154,0.04714577958288476,-0.0305426710953276
2021-01-29,CSGP,89.97100067138672,89.6050033569336,85.37200164794922,90.81800079345703,89.97100067138672,89.6050033569336,85.37200164794922,90.81800079345703,1,0.004084563369694871,-0.026582861201201236,-0.003257062208493533,0.04996551468373945,0.03817888000669038,-0.026582861201201236
