WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W
2020-11-27,INTC,47.45000076293945,45.38999938964844,45.459999084472656,51.9900016784668,42.895999908447266,41.03371047973633,41.09699249267578,47.000274658203125,1,0.045384378037920614,0.07938424507562014,-0.045624446902138516,0.023128446127887167,0.047215504129355344,-0.11751986436481121
2020-12-04,INTC,51.9900016784668,47.45000076293945,45.38999938964844,49.72999954223633,47.000274658203125,42.895999908447266,41.03371047973633,44.957183837890625,0,0.09567966147229567,0.1454064014370151,0.06266538327520133,0.04562220037388347,0.0547817460402718,-0.03308446373121077
2020-12-11,INTC,49.72999954223633,51.9900016784668,47.45000076293945,47.459999084472656,44.957183837890625,47.000274658203125,42.895999908447266,42.90503692626953,0,-0.04346976342522102,0.09392880381460511,0.004043262973452366,0.05999921162246581,0.05657882221910708,-0.07511605334498572
2020-12-18,INTC,47.459999084472656,49.72999954223633,51.9900016784668,47.06999969482422,42.90503692626953,44.957183837890625,47.000274658203125,42.55246353149414,0,-0.04564669617698591,0.045604612028866454,-0.04274738434908332,0.0695531998518304,0.05822006469625903,-0.1173339498569188
2020-12-25,INTC,47.06999969482422,47.459999084472656,49.72999954223633,49.81999969482422,42.55246353149414,42.90503692626953,44.957183837890625,45.038551330566406,1,-0.008217529223463305,-0.008008587693172586,-0.07052817514898169,0.06631913351455039,0.05776043020673563,-0.12458728391852847
2021-01-01,INTC,49.81999969482422,47.06999969482422,47.459999084472656,51.650001525878906,45.038551330566406,42.55246353149414,42.90503692626953,46.692909240722656,1,0.058424062739217186,-0.04173855029364881,-0.04993607141911627,0.04856488618539081,0.059556591708057195,-0.07344211647147603
2021-01-08,INTC,51.650001525878906,49.81999969482422,47.06999969482422,57.58000183105469,46.692909240722656,45.038551330566406,42.55246353149414,52.05377960205078,1,0.03673204091343596,0.03860841037309659,-0.03940775438503974,0.04650271602331825,0.060129458358294446,-0.006539651517266654
2021-01-15,INTC,57.58000183105469,51.650001525878906,49.81999969482422,56.65999984741211,52.05377960205078,46.692909240722656,45.038551330566406,51.222068786621094,0,0.11481123040953523,0.21323236923214806,0.20329493771882357,0.05110777635936388,0.05829204665441566,0.0
2021-01-22,INTC,56.65999984741211,57.58000183105469,51.650001525878906,55.5099983215332,51.222068786621094,52.05377960205078,46.692909240722656,50.18244934082031,0,-0.015977914030221974,0.20373920886414387,0.28889160216477183,0.05413425449887281,0.050839428586181026,-0.015977914030221974
2021-01-29,INTC,55.5099983215332,56.65999984741211,57.58000183105469,58.18000030517578,50.18244934082031,51.222068786621094,52.05377960205078,52.91544723510742,1,-0.02029631895836903,0.11421100053817423,0.22295665573801582,0.0629188841769081,0.052163934218550055,-0.03594994014914421
2021-02-05,INTC,58.18000030517578,55.5099983215332,56.65999984741211,61.810001373291016,52.91544723510742,50.18244934082031,51.222068786621094,56.21697235107422,1,0.054461229577010384,0.1332651594336267,0.28757468674959363,0.06427219813433685,0.052867292443166874,0.0
2021-02-12,INTC,61.810001373291016,58.18000030517578,55.5099983215332,63.0099983215332,56.21697235107422,52.91544723510742,50.18244934082031,57.30839157104492,1,0.062392463608931914,0.07997868321668267,0.37001922794273834,0.04435770128859476,0.05343957465428563,0.0
