WeekEndingFriday,Ticker,ClosePrice,ClosePrice_t-1,ClosePrice_t-2,ClosePrice_t+1,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,WeeklyReturn_1W,WeeklyReturn_4W,Momentum_12W,Volatility_4W,Volatility_12W,Drawdown_12W
2020-11-27,LIN,257.42999267578125,252.07000732421875,257.05999755859375,250.6199951171875,238.5573272705078,233.59030151367188,238.2144012451172,233.11366271972656,0,0.021263835547321364,0.16833077209808955,0.03928167543387784,0.06651775004812292,0.051041204085098206,0.0
2020-12-04,LIN,250.6199951171875,257.42999267578125,252.07000732421875,249.39999389648438,233.11366271972656,238.5573272705078,233.59030151367188,231.97886657714844,0,-0.022819104376569865,0.004936492795724057,0.005539063873457373,0.026241000617561887,0.05158832084931112,-0.022819104376569865
2020-12-11,LIN,249.39999389648438,250.6199951171875,257.42999267578125,257.6700134277344,231.97886657714844,233.11366271972656,238.5573272705078,239.67120361328125,1,-0.0048679949915354515,-0.026176144831615455,0.017192687945708496,0.020054153972702056,0.0513331083679104,-0.02757601608228888
2020-12-18,LIN,257.6700134277344,249.39999389648438,250.6199951171875,256.6199951171875,239.67120361328125,231.97886657714844,233.11366271972656,238.6945037841797,0,0.03315964574546526,0.026032339785534653,0.11120102037185231,0.025281173353103963,0.04866911671332057,0.0
2020-12-25,LIN,256.6199951171875,257.6700134277344,249.39999389648438,263.510009765625,238.6945037841797,239.67120361328125,231.97886657714844,245.1032257080078,1,-0.004075165536688741,0.0005750253628400426,0.10953286027655817,0.023523674681754887,0.04870581548178959,-0.004075165536688741
2021-01-01,LIN,263.510009765625,256.6199951171875,257.6700134277344,270.3999938964844,245.1032257080078,238.6945037841797,239.67120361328125,251.5119171142578,1,0.026849055266151778,0.05143226204933482,0.10233291471942585,0.0200733311288336,0.048445428539518734,0.0
2021-01-08,LIN,270.3999938964844,263.510009765625,256.6199951171875,258.0899963378906,251.5119171142578,245.1032257080078,238.6945037841797,240.06182861328125,0,0.02614690764569816,0.0842018534934661,0.16444765989119814,0.01669732356311548,0.04712489944405228,0.0
2021-01-15,LIN,258.0899963378906,270.3999938964844,263.510009765625,251.47999572753906,240.06182861328125,251.5119171142578,245.1032257080078,233.91357421875,0,-0.04552503369363203,0.001629837018844782,0.10579058897768134,0.03411151033659115,0.050138414264733124,-0.04552503369363203
2021-01-22,LIN,251.47999572753906,258.0899963378906,270.3999938964844,245.39999389648438,233.91357421875,240.06182861328125,251.5119171142578,228.25828552246094,0,-0.025611128724823407,-0.02002949162898393,0.14558806429502558,0.036745632148363294,0.04674177896769686,-0.06997021492032585
2021-01-29,LIN,245.39999389648438,251.47999572753906,258.0899963378906,257.3699951171875,228.25828552246094,233.91357421875,240.06182861328125,239.39215087890625,1,-0.024176829904708264,-0.06872590165587744,-0.01599469448387747,0.03055405959736006,0.02683237178349871,-0.09245538684050958
2021-02-05,LIN,257.3699951171875,245.39999389648438,251.47999572753906,252.67999267578125,239.39215087890625,228.25828552246094,233.91357421875,235.02975463867188,0,0.048777486131383885,-0.04818764205851034,0.004944074025890588,0.04143602511009415,0.02950875261304473,-0.04818764205851034
2021-02-12,LIN,252.67999267578125,257.3699951171875,245.39999389648438,250.8800048828125,235.02975463867188,239.39215087890625,228.25828552246094,233.35548400878906,0,-0.018222803981743918,-0.020961574789616466,0.006162298330334437,0.0358668046435563,0.029436609706352933,-0.06553233208467957
2021-02-19,LIN,250.8800048828125,252.67999267578125,257.3699951171875,244.27000427246094,233.35548400878906,235.02975463867188,239.39215087890625,227.2071990966797,0,-0.007123653906956573,-0.002385882101220149,-0.021805422290887,0.033398803533719275,0.028785508932373027,-0.07218915633814904
2021-02-26,LIN,244.27000427246094,250.8800048828125,252.67999267578125,247.63999938964844,227.2071990966797,233.35548400878906,235.02975463867188,231.3323516845703,1,-0.026347291293474795,-0.00460481170869842,-0.025337269185068068,0.03393186208761303,0.02904042293694763,-0.09663445890135247
2021-03-05,LIN,247.63999938964844,244.27000427246094,250.8800048828125,268.5,231.3323516845703,227.2071990966797,233.35548400878906,250.81871032714844,1,0.01815590616974827,-0.033667767154207495,-0.002786955993524187,0.0193686773667308,0.02957151656003299,-0.08023303890018163
2021-03-12,LIN,268.5,247.63999938964844,244.27000427246094,269.1199951171875,250.81871032714844,231.3323516845703,227.2071990966797,251.3978729248047,1,0.08423533717042941,0.06717853963958764,0.04651166492180736,0.04824470018089056,0.03739320667242513,-0.002756158813717269
2021-03-19,LIN,269.1199951171875,268.5,247.63999938964844,281.3999938964844,251.3978729248047,250.81871032714844,231.3323516845703,262.86920166015625,1,0.002309088492245426,0.07731718409212984,0.05322019962433244,0.04686840038805232,0.03730661284776671,-0.0004534345360713843
2021-03-26,LIN,281.3999938964844,269.1199951171875,268.5,280.8399963378906,262.86920166015625,251.3978729248047,250.81871032714844,262.3460998535156,0,0.045630174201126694,0.1569580660527483,0.07248364806635843,0.03588341484713625,0.03867736111061106,0.0
2021-04-02,LIN,280.8399963378906,281.3999938964844,269.1199951171875,284.79998779296875,262.3460998535156,262.86920166015625,251.3978729248047,266.04522705078125,1,-0.0019899699292916795,0.13406576271369786,0.04307622025852553,0.0406201396191154,0.038229676208790316,-0.0019899699292916795
2021-04-09,LIN,284.79998779296875,280.8399963378906,281.3999938964844,289.9599914550781,266.04522705078125,262.3460998535156,262.86920166015625,270.8655090332031,1,0.014100179874338092,0.060707260250929984,0.10823627641092837,0.02151538169976945,0.03491369811401694,0.0
2021-04-16,LIN,289.9599914550781,284.79998779296875,280.8399963378906,291.6000061035156,270.8655090332031,266.04522705078125,262.3460998535156,272.39752197265625,1,0.018118280248274443,0.07743755299879318,0.1579725970921919,0.019786575319822294,0.033196154213262066,0.0
2021-04-23,LIN,291.6000061035156,289.9599914550781,284.79998779296875,285.8399963378906,272.39752197265625,270.8655090332031,266.04522705078125,267.0168151855469,0,0.0056559912146856295,0.036247381786545185,0.193374082124401,0.008964994275949097,0.031235298249961994,0.0
2021-04-30,LIN,285.8399963378906,291.6000061035156,289.9599914550781,298.92999267578125,267.0168151855469,272.39752197265625,270.8655090332031,279.2447509765625,1,-0.01975314146818674,0.017803639294196483,0.11539502947452207,0.017001652059759915,0.030815066261667343,-0.01975314146818674
2021-05-07,LIN,298.92999267578125,285.8399963378906,291.6000061035156,301.1700134277344,279.2447509765625,267.0168151855469,272.39752197265625,281.3372497558594,1,0.04579462826158931,0.049613834730670714,0.18812510103610292,0.027246984228172722,0.031107267506928372,0.0
2021-05-14,LIN,301.1700134277344,298.92999267578125,285.8399963378906,298.57000732421875,281.3372497558594,279.2447509765625,267.0168151855469,278.90850830078125,0,0.007493422067842204,0.03866029587906161,0.20561661942885023,0.027027729736922607,0.030445673553174575,0.0
2021-05-21,LIN,298.57000732421875,301.1700134277344,298.92999267578125,300.6000061035156,278.90850830078125,281.3372497558594,279.2447509765625,280.8048095703125,1,-0.008632847080099593,0.023902516737206447,0.2275513690131885,0.028653003497228536,0.0285713179531302,-0.008632847080099593
2021-05-28,LIN,300.6000061035156,298.57000732421875,301.1700134277344,299.8599853515625,280.8048095703125,278.90850830078125,281.3372497558594,281.0992736816406,1,0.006799008323855826,0.05163717638975096,0.2138587946107926,0.02318165900480834,0.028738585755642383,-0.0018925335553998668
2021-06-04,LIN,299.8599853515625,300.6000061035156,298.57000732421875,291.2200012207031,281.0992736816406,280.8048095703125,278.90850830078125,272.9998474121094,0,0.0010486434038601278,0.006641208826996925,0.12072689200497266,0.007455501632017211,0.01950145131333703,-0.0008458747443691461
