WeekEndingFriday,Ticker,AdjClosePrice_t+1,AdjClosePrice_t+1_Up,AdjClosePrice,AdjClosePrice_t-1,AdjClosePrice_t-2,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,ROE,ROE_TTM,AssetGrowth,InvestmentIntensity,InvestmentIntensity_TTM,Accruals,Accruals_TTM,IncomeQuality,IncomeQuality_TTM,DebtToAssets,CashRatio,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,ROE_L1Q,ROE_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,InvestmentIntensity_TTM_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,IncomeQuality_L1Q,IncomeQuality_TTM_L1Q,DebtToAssets_L1Q,CashRatio_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,ROE_L2Q,ROE_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,InvestmentIntensity_TTM_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,IncomeQuality_L2Q,IncomeQuality_TTM_L2Q,DebtToAssets_L2Q,CashRatio_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,RY,70.93487548828125,1,68.51359558105469,68.35498809814453,67.92916107177734,0,0.6481098367542878,133718075371.3142,-0.0182772597736947,1.0184860918901326,0.0242824314587507,0.0854933034913576,0.649613898101131,133408475793.58328,-0.0183196756087783,1.0208496813254988,0.0243387834295021,0.0856917068574278,0.6536859786477285,132577419175.0,-0.018434511813614,1.0272488395646882,0.024491350187727,0.0862288621330752,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382,0.0044686282958222,0.0248662932465706,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0068342322708007,0.0174721846117619,0.1348325189851062,0.2152521328966491,0.0004523531314414,0.0015683166615145,-0.0539941349253617,-0.0684288546394841,61.96832884097035,11.012661543835138,0.3487499418147357,0.1281423945627747,-0.4895385878704909
2021-01-08,RY,71.01837158203125,1,70.93487548828125,68.51359558105469,68.35498809814453,0,0.6259874316721522,138443674130.1676,-0.0176533887543471,0.9837213643431,0.0234535815406567,0.0825750982977481,0.6481098367542878,133718075371.3142,-0.0182772597736947,1.0184860918901326,0.0242824314587507,0.0854933034913576,0.649613898101131,133408475793.58328,-0.0183196756087783,1.0208496813254988,0.0243387834295021,0.0856917068574278,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382,0.0044686282958222,0.0248662932465706,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0068342322708007,0.0174721846117619,0.1348325189851062,0.2152521328966491,0.0004523531314414,0.0015683166615145,-0.0539941349253617,-0.0684288546394841,61.96832884097035,11.012661543835138,0.3487499418147357,0.1281423945627747,-0.4895385878704909
2021-01-15,RY,70.38383483886719,0,71.01837158203125,70.93487548828125,68.51359558105469,0,0.6252515065630189,138606623239.32388,-0.0176326350276933,0.982564879059558,0.0234260089750083,0.0824780211279012,0.6259874316721522,138443674130.1676,-0.0176533887543471,0.9837213643431,0.0234535815406567,0.0825750982977481,0.6481098367542878,133718075371.3142,-0.0182772597736947,1.0184860918901326,0.0242824314587507,0.0854933034913576,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382,0.0044686282958222,0.0248662932465706,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0068342322708007,0.0174721846117619,0.1348325189851062,0.2152521328966491,0.0004523531314414,0.0015683166615145,-0.0539941349253617,-0.0684288546394841,61.96832884097035,11.012661543835138,0.3487499418147357,0.1281423945627747,-0.4895385878704909
2021-01-22,RY,68.2061767578125,0,70.38383483886719,71.01837158203125,70.93487548828125,0,0.6308883712507585,137368200063.95992,-0.0177915995031022,0.9914230508704974,0.0236372027768302,0.0832215898197483,0.6252515065630189,138606623239.32388,-0.0176326350276933,0.982564879059558,0.0234260089750083,0.0824780211279012,0.6259874316721522,138443674130.1676,-0.0176533887543471,0.9837213643431,0.0234535815406567,0.0825750982977481,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382,0.0044686282958222,0.0248662932465706,0.1234462674905888,0.215339637293865,0.0008856095607639,0.0068342322708007,0.0174721846117619,0.1348325189851062,0.2152521328966491,0.0004523531314414,0.0015683166615145,-0.0539941349253617,-0.0684288546394841,61.96832884097035,11.012661543835138,0.3487499418147357,0.1281423945627747,-0.4895385878704909
2021-01-29,RY,70.44117736816406,1,68.2061767578125,70.38383483886719,71.01837158203125,1,0.6067104265111352,148586534961.0,0.204486900565889,0.9918462668147016,0.0258771765625277,0.0792332899013366,0.6308883712507585,137368200063.95992,-0.0177915995031022,0.9914230508704974,0.0236372027768302,0.0832215898197483,0.6252515065630189,138606623239.32388,-0.0176326350276933,0.982564879059558,0.0234260089750083,0.0824780211279012,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
2021-02-05,RY,70.51708984375,1,70.44117736816406,68.2061767578125,70.38383483886719,0,0.5874601991187779,153455502407.1901,0.197998765266669,0.9603761200360504,0.0250561233692187,0.0767193083032021,0.6067104265111352,148586534961.0,0.204486900565889,0.9918462668147016,0.0258771765625277,0.0792332899013366,0.6308883712507585,137368200063.95992,-0.0177915995031022,0.9914230508704974,0.0236372027768302,0.0832215898197483,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
2021-02-12,RY,73.35093688964844,1,70.51708984375,70.44117736816406,68.2061767578125,0,0.5868278136606169,153620871235.896,0.1977856248018745,0.9593423003941632,0.0250291511112166,0.0766367219850075,0.5874601991187779,153455502407.1901,0.197998765266669,0.9603761200360504,0.0250561233692187,0.0767193083032021,0.6067104265111352,148586534961.0,0.204486900565889,0.9918462668147016,0.0258771765625277,0.0792332899013366,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
2021-02-19,RY,71.76531982421875,0,73.35093688964844,70.51708984375,70.44117736816406,0,0.5641562972251133,159794369828.7359,0.1901443713728143,0.922279052496989,0.0240621744315584,0.0736759374727535,0.5868278136606169,153620871235.896,0.1977856248018745,0.9593423003941632,0.0250291511112166,0.0766367219850075,0.5874601991187779,153455502407.1901,0.197998765266669,0.9603761200360504,0.0250561233692187,0.0767193083032021,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
2021-02-26,RY,74.99555969238281,1,71.76531982421875,73.35093688964844,70.51708984375,0,0.5766209421786862,156340142034.0092,0.1943454803398507,0.9426561731531562,0.0245938116083045,0.0753037565837632,0.5641562972251133,159794369828.7359,0.1901443713728143,0.922279052496989,0.0240621744315584,0.0736759374727535,0.5868278136606169,153620871235.896,0.1977856248018745,0.9593423003941632,0.0250291511112166,0.0766367219850075,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
2021-03-05,RY,78.74871826171875,1,74.99555969238281,71.76531982421875,73.35093688964844,0,0.5517844677089855,163377197575.53076,0.1859745451072093,0.9020536659154482,0.0235344959826625,0.0720602395848859,0.5766209421786862,156340142034.0092,0.1943454803398507,0.9426561731531562,0.0245938116083045,0.0753037565837632,0.5641562972251133,159794369828.7359,0.1901443713728143,0.922279052496989,0.0240621744315584,0.0736759374727535,0.0076641787606266,0.0258301015288265,0.3231033798531649,0.2540896646132786,0.002300809442115,0.0070448451396672,0.0426516101121476,0.1305949039922794,0.1319829791154125,0.0002567092979629,0.0013840760051006,-0.0161373807633182,-0.0825269529803111,8.013784135240572,12.714516266032447,0.3336000157974952,0.1547383605848892,-0.5025614082748956,0.0065525918593971,0.0263168585969758,0.306543438077634,0.2352989272632129,0.0019987097949706,0.0070370343012333,0.0374665374319209,0.131911751130804,0.1368942604107254,0.00036071571908,0.0016182962891832,0.0031424125356714,-0.0784138111031499,-0.5722205112411457,12.143019594121764,0.3333265622191526,0.1360122728979819,-0.5786329489802702,0.0072632363198652,0.0254257830927305,0.2595915251002099,0.2200077790742901,0.0018994328437308,0.0067647614509599,0.0370589326285528,0.1319840497055687,0.1963482652909638,0.0003208300705707,0.0015952384064489,-0.0151948686200861,-0.0833968061960604,8.999687206756334,13.32812225540137,0.3319432677374469,0.1387233916971331,-0.476063700216382
