WeekEndingFriday,symbol,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,VTR,0,0.6749714805240035,15107085698.02658,0.026048306593733313,0.0898469120471929,0.0008440410185576459,0.022515328687414026,0.6729132536482559,15153293451.595592,0.025968876090006972,0.08957293702096676,0.0008414672388369382,0.022446671483431494,0.651202062373901,15658506920.0,0.0251310039974105,0.08668291344344854,0.000814317742115862,0.021722441465064028,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-01-08,VTR,0,0.7021765475482928,14521778085.017431,0.02709819677013248,0.09346823729529335,0.0008780605188531012,0.023422820401789092,0.6749714805240035,15107085698.02658,0.026048306593733313,0.0898469120471929,0.0008440410185576459,0.022515328687414026,0.6729132536482559,15153293451.595592,0.025968876090006972,0.08957293702096676,0.0008414672388369382,0.022446671483431494,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-01-15,VTR,0,0.675798332629806,15088601891.513853,0.02608021623403826,0.08995697611740874,0.0008450749838639079,0.022542910366751902,0.7021765475482928,14521778085.017431,0.02709819677013248,0.09346823729529335,0.0008780605188531012,0.023422820401789092,0.6749714805240035,15107085698.02658,0.026048306593733313,0.0898469120471929,0.0008440410185576459,0.022515328687414026,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-01-22,VTR,0,0.6737350153312709,15134810820.22474,0.02600058928216961,0.0896823234940075,0.0008424948386510892,0.022474083359236147,0.675798332629806,15088601891.513853,0.02608021623403826,0.08995697611740874,0.0008450749838639079,0.022542910366751902,0.7021765475482928,14521778085.017431,0.02709819677013248,0.09346823729529335,0.0008780605188531012,0.023422820401789092,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-01-29,VTR,0,0.7184849629285042,14192157840.629269,0.027727566478541358,0.09563908570085473,0.000898453930909398,0.023966827583205518,0.6737350153312709,15134810820.22474,0.02600058928216961,0.0896823234940075,0.0008424948386510892,0.022474083359236147,0.675798332629806,15088601891.513853,0.02608021623403826,0.08995697611740874,0.0008450749838639079,0.022542910366751902,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-02-05,VTR,0,0.6829090404213487,14931493649.152212,0.026354630638197617,0.0909034977942121,0.0008539668099931839,0.022780105459798573,0.7184849629285042,14192157840.629269,0.027727566478541358,0.09563908570085473,0.000898453930909398,0.023966827583205518,0.6737350153312709,15134810820.22474,0.02600058928216961,0.0896823234940075,0.0008424948386510892,0.022474083359236147,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-02-12,VTR,0,0.6526143774882407,15624620528.964266,0.025185507658923318,0.0868709097596225,0.0008160838195310236,0.021769552698541438,0.6829090404213487,14931493649.152212,0.026354630638197617,0.0909034977942121,0.0008539668099931839,0.022780105459798573,0.7184849629285042,14192157840.629269,0.027727566478541358,0.09563908570085473,0.000898453930909398,0.023966827583205518,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-02-19,VTR,0,0.6318114603641741,16139074137.912228,0.024382687422917156,0.08410178851657381,0.0007900701050778795,0.021075620391443416,0.6526143774882407,15624620528.964266,0.025185507658923318,0.0868709097596225,0.0008160838195310236,0.021769552698541438,0.6829090404213487,14931493649.152212,0.026354630638197617,0.0909034977942121,0.0008539668099931839,0.022780105459798573,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716,0.01992495405710789,0.08443972594609922,0.23819084752394634,0.16856996445903402,0.01777444049905199,0.03166616026786552,0.17424184306252086,0.0010064307275559825,0.005960854506986821,-0.02389146853003934,0.5418412050750346,-0.006714635018304273
2021-02-26,VTR,1,0.5543498456639111,18364155920.0,0.013174359935406168,0.07089582585073151,0.0060144882498906595,0.02391337788205841,0.6318114603641741,16139074137.912228,0.024382687422917156,0.08410178851657381,0.0007900701050778795,0.021075620391443416,0.6526143774882407,15624620528.964266,0.025185507658923318,0.0868709097596225,0.0008160838195310236,0.021769552698541438,0.01913094032764042,0.07632815629395422,0.19847801425368963,0.1574465853936797,0.004615702087690943,0.0180639424295517,-0.030892498556629688,0.002249408301184601,-0.007744112640665852,-0.04225040456502803,0.5058767447780981,0.0037571767353670824,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716
2021-03-05,VTR,0,0.531830032754714,19141767807.41378,0.012639167000359079,0.06801576599919607,0.005770156712339877,0.022941924926595005,0.5543498456639111,18364155920.0,0.013174359935406168,0.07089582585073151,0.0060144882498906595,0.02391337788205841,0.6318114603641741,16139074137.912228,0.024382687422917156,0.08410178851657381,0.0007900701050778795,0.021075620391443416,0.01913094032764042,0.07632815629395422,0.19847801425368963,0.1574465853936797,0.004615702087690943,0.0180639424295517,-0.030892498556629688,0.002249408301184601,-0.007744112640665852,-0.04225040456502803,0.5058767447780981,0.0037571767353670824,0.01748098912808634,0.07804159575927204,0.14903258101725902,0.1393593502758,0.0005264552321272867,0.013876499274763913,-0.023507519265485877,0.0016881579116320678,-0.017408860095812294,-0.04824544580717073,0.507635376222679,0.006607878133561581,0.018058603166536718,0.08451727120383182,0.03893244048439458,0.12436778974031945,-0.006391781690540651,0.01734610142325601,0.06961952221225268,0.0010870543016361367,-0.02288503479631132,-0.04132262258824823,0.5196936174255333,0.013918280520035716
