WeekEndingFriday,company_name,symbol,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,Verizon Communications Inc.,VZ,0,0.2724276810037405,238848709353.82883,0.0184886910712093,0.08000461903979586,0.018241672780176386,0.07665103173272189,0.27201098262175677,239214605869.35675,0.018460411244335676,0.07988224602989366,0.01821377078613463,0.07653378828380832,0.2647225686624297,245800727640.16965,0.017965772690732757,0.07774183658224915,0.017725740854511462,0.07448309928032955,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-01-08,Verizon Communications Inc.,VZ,0,0.27690530225314414,234986471802.96515,0.018792571189812115,0.08131957492439305,0.01854149290625258,0.07791086805776273,0.2724276810037405,238848709353.82883,0.0184886910712093,0.08000461903979586,0.018241672780176386,0.07665103173272189,0.27201098262175677,239214605869.35675,0.018460411244335676,0.07988224602989366,0.01821377078613463,0.07653378828380832,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-01-15,Verizon Communications Inc.,VZ,0,0.2789321359539576,233278965069.628,0.018930125134436933,0.081914800995008,0.018677209060403467,0.07848114378651978,0.27690530225314414,234986471802.96515,0.018792571189812115,0.08131957492439305,0.01854149290625258,0.07791086805776273,0.2724276810037405,238848709353.82883,0.0184886910712093,0.08000461903979586,0.018241672780176386,0.07665103173272189,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-01-22,Verizon Communications Inc.,VZ,0,0.2784953178877614,233644861585.15588,0.01890047985664993,0.08178651937969283,0.018647959858565162,0.0783582394056945,0.2789321359539576,233278965069.628,0.018930125134436933,0.081914800995008,0.018677209060403467,0.07848114378651978,0.27690530225314414,234986471802.96515,0.018792571189812115,0.08131957492439305,0.01854149290625258,0.07791086805776273,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-01-29,Verizon Communications Inc.,VZ,0,0.2923310732231918,222586669568.03622,0.019839463021617286,0.08584970536233802,0.01957439773215274,0.082251107110455,0.2784953178877614,233644861585.15588,0.01890047985664993,0.08178651937969283,0.018647959858565162,0.0783582394056945,0.2789321359539576,233278965069.628,0.018930125134436933,0.081914800995008,0.018677209060403467,0.07848114378651978,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-02-05,Verizon Communications Inc.,VZ,0,0.28931898675457157,224904008996.8165,0.019635043500102783,0.08496513728339314,0.019372709359136736,0.08140361784417613,0.2923310732231918,222586669568.03622,0.019839463021617286,0.08584970536233802,0.01957439773215274,0.082251107110455,0.2784953178877614,233644861585.15588,0.01890047985664993,0.08178651937969283,0.018647959858565162,0.0783582394056945,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-02-12,Verizon Communications Inc.,VZ,0,0.2952975282965981,220350642199.2277,0.0200407857037572,0.0867208727384729,0.019773030641139066,0.08308575739682672,0.28931898675457157,224904008996.8165,0.019635043500102783,0.08496513728339314,0.019372709359136736,0.08140361784417613,0.2923310732231918,222586669568.03622,0.019839463021617286,0.08584970536233802,0.01957439773215274,0.082251107110455,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-02-19,Verizon Communications Inc.,VZ,0,0.2835274763977937,229498039578.73602,0.019241994433181038,0.083264327813328,0.018984911627121782,0.07977410192089639,0.2952975282965981,220350642199.2277,0.0200407857037572,0.0867208727384729,0.019773030641139066,0.08308575739682672,0.28931898675457157,224904008996.8165,0.019635043500102783,0.08496513728339314,0.019372709359136736,0.08140361784417613,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185,0.05149066213921902,0.2099310740655583,0.24593483074976275,0.2367263037685573,0.014112054329371817,0.06358058733125074,0.03716538649818452,0.0186213921901528,-0.015850594227504244,-0.06485568760611206,0.47261120543293716,-0.001195246179966044
2021-02-26,Verizon Communications Inc.,VZ,1,0.2789269195189639,243225000000.0,0.021103916127042863,0.0881899475794018,0.01886319251721657,0.07318737794223455,0.2835274763977937,229498039578.73602,0.019241994433181038,0.083264327813328,0.018984911627121782,0.07977410192089639,0.2952975282965981,220350642199.2277,0.0200407857037572,0.0867208727384729,0.019773030641139066,0.08308575739682672,0.049522720163295744,0.19852090074448214,0.20333218032975903,0.2328048514326692,0.014496920826210737,0.05853589561465814,0.08485330463069925,0.013154028203904817,-0.014876090507802996,-0.0757296646560141,0.47569048378891626,0.04718766687415674,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185
2021-03-05,Verizon Communications Inc.,VZ,0,0.2754403292248992,246303800866.45364,0.020840116887936785,0.08708757203316658,0.018627402353760758,0.07227253472085773,0.2789269195189639,243225000000.0,0.021103916127042863,0.0881899475794018,0.01886319251721657,0.07318737794223455,0.2835274763977937,229498039578.73602,0.019241994433181038,0.083264327813328,0.018984911627121782,0.07977410192089639,0.049522720163295744,0.19852090074448214,0.20333218032975903,0.2328048514326692,0.014496920826210737,0.05853589561465814,0.08485330463069925,0.013154028203904817,-0.014876090507802996,-0.0757296646560141,0.47569048378891626,0.04718766687415674,0.05056331104332074,0.20532800338220458,0.24341375265510573,0.23245959104186953,0.014670330040337515,0.06292825361034872,0.04254146555506801,0.015165289534468709,-0.015363946746398916,-0.07798810750385529,0.4619924981649461,0.008037199404701779,0.04950231706443792,0.20860319900341276,0.2417643774427694,0.23592032437599247,0.01602678860665828,0.06643336624060711,0.035855574551054724,0.02102919262494928,-0.03419502896756792,-0.08291987628683177,0.4578512509420001,-0.0052956601502426185
