WeekEndingFriday,symbol,revenue,netIncome,operatingIncome,ebitda,totalStockholdersEquity,totalAssets,totalDebt,totalCurrentAssets,totalCurrentLiabilities,sm-revenue,sm-netIncome,sm-operatingIncome,sm-ebitda,sm-totalStockholdersEquity,sm-totalAssets,sm-totalDebt,sm-totalCurrentAssets,sm-totalCurrentLiabilities
2023-10-20,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,51950118245.786934,5587562922.225415,8610027639.60195,11849847506.98621,165105830183.38177,264695558929.45685,20521675364.910114,41664809239.32397,33460874149.009968
2023-10-27,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,51815047809.51087,5184511497.829317,8335356279.782064,11305582092.128979,164835361756.82465,264649110065.2482,20523256069.506916,41626643349.82057,33420201006.958324
2023-11-03,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,51621290462.65013,4759693791.183399,8018318982.610534,10723719084.30501,164485654257.8364,264487328409.99377,20531702744.836075,41582299398.45136,33339913628.748795
2023-11-10,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,51376967014.31542,4327121752.47914,7671000357.582532,10125064302.890041,164074387789.26352,264231804841.27423,20546928298.448963,41532801238.880264,33228232830.203136
2023-11-17,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,51090198273.61743,3900807331.90802,7305485014.193235,9530423567.259827,163619242453.95273,263904130236.67038,20568845637.896973,41479172724.77123,33093379427.143124
2023-11-24,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,50769105049.66687,3494762479.661515,6933857561.937817,8960602696.790104,163137898354.7505,263525895473.76297,20597367670.731483,41422437709.78816,32943574235.390503
2023-12-01,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,50421808151.57443,3122999145.931106,6568202610.311451,8436407510.856623,162648035594.5035,263118691430.13284,20632407304.503883,41363620047.595,32787038070.767036
2023-12-08,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,50056428388.45083,2799529280.908271,6220604768.809312,7978643828.835125,162167334276.05838,262704108983.3607,20673877446.76555,41303743591.855675,32631991749.094498
2023-12-15,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,49681086569.40675,2538364834.7844896,5903148646.926577,7608117470.10136,161713474502.2617,262303739011.02734,20721691005.067867,41243832196.234116,32486656086.194637
2023-12-22,CVX,51922000000.0,6526000000.0,9059000000.0,13049000000.0,165265000000.0,263927000000.0,20559000000.0,41732000000.0,33263000000.0,49303903503.55291,2353517757.751239,5627918854.158413,7345634254.03107,161304136375.96002,261939172390.7135,20775760886.962227,41184909714.39424,32359251897.889214
2023-12-29,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0
2024-01-05,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,48575678632.64318,2264215102.736807,5249279676.363565,7221417132.727942,160685410459.84598,261398790193.43,20902182024.85983,41073886037.81794,32189244988.524338
2024-01-12,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,48235969034.51538,2360132971.2259192,5150857404.829554,7361674498.310878,160485372771.4333,261236021233.39618,20973523734.729374,41022387337.02516,32151826580.16198
2024-01-19,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,47917082603.43401,2533115101.746156,5104635689.395463,7613957548.188829,160348556933.31497,261135148859.25388,21049102675.923542,40973082537.9014,32142708271.788254
2024-01-26,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,47622230737.21645,2769522990.5763326,5103517034.058794,7959451733.8018265,160266632944.04413,261087628810.35815,21127996394.757244,40925550280.72637,32158853560.2785
2024-02-02,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,47354624833.68011,3055718133.9952655,5140403942.817044,8379342506.5898905,160231270802.17386,261084916826.06427,21209282437.545395,40879369205.77982,32197225942.508057
2024-02-09,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,47117476290.64236,3378062028.2817726,5208198919.667712,8854815317.993052,160234140506.25717,261118468645.72736,21292038350.602905,40834117953.34148,32254788915.352253
2024-02-16,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46913996505.92061,3722916169.71467,5299804468.608296,9367055619.451332,160266912054.8472,261179740008.7026,21375341680.244682,40789375163.69106,32328505975.68644
2024-02-23,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46747396877.332245,4076642054.572775,5408123093.636297,9897248862.40476,160321255446.49695,261260186654.34525,21458269972.785637,40744719477.10831,32415340620.38594
2024-03-01,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46620888802.694664,4425601179.134905,5526057298.749213,10426580498.29336,160388840679.75958,261351264322.0104,21539900774.540688,40699729533.87294,32512256346.326096
2024-03-08,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46537683679.82526,4756155039.679874,5646509587.944542,10936235978.557158,160461337753.18814,261444428751.05328,21619311631.82473,40653983974.2647,32616216650.382244
2024-03-15,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46500992906.541405,5054665132.486503,5762382465.219784,11407400754.636179,160530416665.3357,261531135680.829,21695580090.952694,40607061438.56331,32724185029.429718
2024-03-22,CVX,48933000000.0,2259000000.0,5407000000.0,7212000000.0,160957000000.0,261632000000.0,20836000000.0,41128000000.0,32258000000.0,46514027880.66052,5307492953.833607,5866578434.572436,11821260277.970451,160587747414.75525,261602840850.6929,21767783698.23948,40558540567.04849,32833124980.34386
2024-03-29,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0
2024-04-05,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,46700235317.00927,5625198708.609254,6013126975.963223,12406480795.527222,160635547187.02856,261669070350.81976,21896920447.55905,40454969919.95422,33042350345.58785
2024-04-12,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,46868518502.666,5684705282.663945,6050748418.775862,12568265232.804012,160619572811.42194,261658515056.07822,21955692112.280975,40398786678.47427,33140023315.55459
2024-04-19,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,47076748882.5799,5687786866.511398,6067230695.214921,12653591303.444633,160578963476.16675,261622798751.41574,22014075970.539997,40338738169.379944,33233442968.661774
2024-04-26,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,47316825782.36069,5642710604.498945,6064940172.057408,12671696999.063353,160515605784.2496,261565386072.47253,22074832998.71034,40274112286.491035,33323033363.67096
2024-05-03,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,47580648527.61806,5557743640.973907,6046243216.080327,12631820311.274435,160431386338.65717,261489741654.88895,22140724173.166225,40204196923.62733,33409218559.3437
2024-05-10,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,47860116443.96175,5441153120.283618,6013506194.060685,12543199231.692144,160328191742.376,261399330134.30524,22214510470.281883,40128279974.60863,33492422614.44155
2024-05-17,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,48147128857.00146,5301206186.775402,5969095472.77549,12415071751.930748,160207908598.3928,261297616146.36166,22298952866.431545,40045649333.2547,33573069587.726055
2024-05-24,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,48433585092.34689,5146169984.796587,5915377419.001745,12256675863.604513,160072423509.69406,261188064326.6986,22396812337.989418,39955592893.38535,33651583537.95878
2024-05-31,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,48711384475.60777,4984311658.694501,5854718399.516457,12077249558.3277,159923623079.2665,261074139310.9562,22510849861.329742,39857398548.82037,33728388523.901268
2024-06-07,CVX,46580000000.0,5501000000.0,5952000000.0,12159000000.0,160625000000.0,261651000000.0,21835000000.0,40508000000.0,32940000000.0,48972426332.393814,4823898352.816473,5789484781.096633,11886030827.714575,159763393910.09668,260959305734.7749,22643826412.826736,39750354193.37957,33803908604.31508
