WeekEndingFriday,symbol,revenue,netIncome,operatingIncome,ebitda,totalStockholdersEquity,totalAssets,totalDebt,totalCurrentAssets,totalCurrentLiabilities,sm-revenue,sm-netIncome,sm-operatingIncome,sm-ebitda,sm-totalStockholdersEquity,sm-totalAssets,sm-totalDebt,sm-totalCurrentAssets,sm-totalCurrentLiabilities
2021-01-22,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0
2021-01-29,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,114650415.845855,27199373.100155927,82714707.43405634,-1864112.0283132084,857786300.1964535,5678468907.074631,4215857132.7407985,162835916.74818996,69714598.48808256
2021-02-05,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,115738333.76165818,27478614.497272093,83406784.11453351,-3615247.57006198,899812273.1082734,5982304153.114436,4312049239.254882,186258880.96618655,69011203.12840253
2021-02-12,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,116713255.81735772,27739592.48830876,84017599.28785232,-5140430.138681877,941109591.4508263,6281062077.084589,4410411293.3155365,208845940.12379652,68329820.07319735
2021-02-19,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,117518684.0829018,27973175.370226167,84506522.20043363,-6326683.247608464,981313927.9394785,6572204017.950263,4512028268.696045,230179141.69082648,67681455.47470443
2021-02-26,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,118098120.62823862,28170231.43998456,84832922.09869826,-7061030.410277304,1020060955.2895966,6853191314.676633,4617985139.169692,249840533.13708314,67077115.485161185
2021-03-05,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,118395067.52331635,28321628.994544193,84956168.22906701,-7230495.140123958,1056986346.2165468,7121485306.228872,4729366878.509766,267412161.93237314,66527806.256805055
2021-03-12,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,118353026.83808316,28418236.330865305,84835629.83796073,-6722100.950583992,1091725773.435696,7374547331.572155,4847258460.489548,282476075.5465031,66044533.94187345
2021-03-19,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,117915500.64248726,28450921.745908145,84430676.17180026,-5422871.355092971,1123914909.6624103,7609838729.671654,4972744858.882324,294614321.4492799,65638304.69260379
2021-03-26,RCB,113506000.0,26911000.0,81982000.0,0.0,815396000.0,5372095000.0,4120750000.0,138995000.0,70429000.0,117025991.00647682,28410553.53663296,83700676.4770064,-3219829.8670864515,1153189427.6120558,7824820839.492544,5106911047.46138,303408947.1105099,65320124.66123351
2021-04-02,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0
2021-04-09,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,113687965.17137106,28079671.074138775,81120860.94590053,4308491.031249154,1201639672.1040027,8184474715.41717,5405071332.5244665,309459080.084554,64993482.9615711
2021-04-16,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,111264065.98236844,27804143.261855848,79296853.35462213,9613101.20581713,1220700979.4514012,8328702150.999103,5567927230.073043,306859997.3189649,65016310.20033614
2021-04-23,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,108437417.37313661,27485534.707127064,77199416.2247775,15780184.801378375,1236618830.1319258,8451731637.258825,5737186519.9369955,301208114.1550226,65189764.471114896
2021-04-30,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,105289134.28382008,27147963.553928252,74894988.5549795,22676096.095607344,1249643132.2353091,8555657504.709363,5910626029.407587,293066793.04451734,65534128.5287271
2021-05-07,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,101900331.65456332,26815547.946235236,72450009.34384081,30167189.366178483,1260023793.8512812,8642574083.863739,6086022585.776079,282999396.4392392,66069685.12799249
2021-05-14,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,98352124.42551084,26512406.028023854,69930917.58997425,38119818.890766256,1268010723.0695736,8714575705.23498,6261153016.3337345,271569286.79097813,66816717.02373082
2021-05-21,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,94725627.5368071,26262655.94326995,67404152.29199257,46400338.94704509,1273853827.979917,8773756699.336113,6433794148.371817,259339826.55152446,67795506.97076184
2021-05-28,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,91101955.92859662,26090415.83594934,64936152.44850854,54875103.81268945,1277803016.672043,8822211396.680159,6601722809.181589,246874378.17266804,69026337.72390527
2021-06-04,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,87562224.54102387,26019803.85003787,62593357.05813494,63410467.7653738,1280108197.235683,8862034127.780146,6762715826.054314,234736304.10619915,70529492.03798088
2021-06-11,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,84187548.31423333,26074938.129511368,60442205.11948451,71872785.08277258,1281019277.7605674,8895319223.149097,6914550026.281254,223488966.80390775,72325252.66780841
2021-06-18,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,81059042.18836953,26279936.818345666,58549135.63117002,80128410.04256023,1280786166.3364275,8924161013.300041,7055002237.153673,213695728.71758404,74433902.36820762
2021-06-25,RCB,115628000.0,28288000.0,82605000.0,0.0,1179185000.0,8016955000.0,5250842000.0,308442000.0,65101000.0,78257821.10357693,26658918.0605166,56980587.591804266,88043696.92241123,1279658771.0529947,8950653828.745998,7181849285.962834,205919952.29901814,76875723.89399824
2021-07-02,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0
2021-07-09,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,73947875.4191898,28026216.127072237,55065671.887868635,102326913.6029124,1275679169.113279,9004522275.422924,7386454807.72359,198485521.24066022,82810771.47033618
2021-07-16,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,72518470.30832338,29008261.31721182,54749342.42151625,108476992.25837985,1273077225.713085,9033401074.767075,7463484542.260652,198821313.31449097,86169111.20634393
2021-07-23,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,71574989.2159844,30151745.79219781,54817610.80054753,113851030.54354516,1270081524.965775,9062937235.632616,7525451637.90539,201163460.4833248,89590850.13866405
2021-07-30,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,71115636.69075647,31426279.77380924,55234076.22456721,118364823.03555116,1266692422.0377076,9092539595.619707,7573850528.95201,204943047.0089943,92920819.19793719
2021-08-06,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,71138617.28122321,32801473.48382516,55962337.89318,121934164.31154063,1262910272.0952396,9121616992.32851,7610175649.694716,209591157.15333205,96003849.31480409
2021-08-13,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,71642135.53596824,34246937.14402462,56965995.00599061,124474848.94865642,1258735430.304729,9149578263.35919,7635921434.4277115,214538875.17817062,98684771.41990545
2021-08-20,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,72624396.00357519,35732280.97618667,58208646.76260377,125902671.52404132,1254168251.8325334,9175832246.311903,7652582317.445203,219217285.34534255,100808416.44388202
2021-08-27,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,74083603.23262767,37227115.20209036,59653892.362624176,126133426.61483818,1249209091.84501,9199787778.78682,7661652733.041393,223057471.9166805,102219615.31737445
2021-09-03,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,76017961.77170932,38701050.04351472,61265331.005656555,125082908.79818979,1243858305.5085175,9220853698.38409,7664627115.510488,225490519.15401703,102763198.9710235
2021-09-10,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,78425676.16940376,40123695.722238824,63006561.8913056,122666912.65123895,1238116247.9894123,9238438842.703882,7662999899.146692,225947511.3191846,102283998.33546986
2021-09-17,RCB,75865000.0,27236000.0,55803000.0,95485000.0,1277887000.0,8976892000.0,7292868000.0,200725000.0,79671000.0,81304950.9742946,41464662.46004171,64841184.21917605,118801232.7511285,1231983274.4540527,9251952049.346355,7658265518.244207,223859532.67401588,100626844.34135425
