WeekEndingFriday,symbol,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,ROE,ROE_TTM,AssetGrowth,InvestmentIntensity,InvestmentIntensity_TTM,Accruals,Accruals_TTM,IncomeQuality,IncomeQuality_TTM,DebtToAssets,InterestCoverage,InterestCoverage_TTM,CashRatio,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,ROE_L1Q,ROE_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,InvestmentIntensity_TTM_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,IncomeQuality_L1Q,IncomeQuality_TTM_L1Q,DebtToAssets_L1Q,InterestCoverage_L1Q,InterestCoverage_TTM_L1Q,CashRatio_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,ROE_L2Q,ROE_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,InvestmentIntensity_TTM_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,IncomeQuality_L2Q,IncomeQuality_TTM_L2Q,DebtToAssets_L2Q,InterestCoverage_L2Q,InterestCoverage_TTM_L2Q,CashRatio_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,MRK,1,0.12827982372694477,197357614506.0,0.01304738105213425,0.02950988242626403,-0.010610180941036551,0.0358131608840718,0.1447622414739858,201613346842.55222,0.0036108720548571806,0.03425368463027979,0.01458732790293265,0.057129154296490396,0.14587257810641874,200078728839.0,0.003638567698947195,0.03451641281446336,0.014699213739840247,0.05756733895120026,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-01-08,MRK,0,0.12637950249645824,200325207014.5592,0.012854098784547142,0.029072726726680605,-0.010453003050423966,0.035282629207448235,0.12827982372694477,197357614506.0,0.01304738105213425,0.02950988242626403,-0.010610180941036551,0.0358131608840718,0.1447622414739858,201613346842.55222,0.0036108720548571806,0.03425368463027979,0.01458732790293265,0.057129154296490396,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-01-15,MRK,0,0.12584900619907388,201169645789.27527,0.012800141839973743,0.028950689738255174,-0.010409125053555346,0.03513452525240171,0.12637950249645824,200325207014.5592,0.012854098784547142,0.029072726726680605,-0.010453003050423966,0.035282629207448235,0.12827982372694477,197357614506.0,0.01304738105213425,0.02950988242626403,-0.010610180941036551,0.0358131608840718,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-01-22,MRK,0,0.12957878818658175,195379200209.41858,0.013179499134196311,0.02980870017769294,-0.01071761987844935,0.036175805778834766,0.12584900619907388,201169645789.27527,0.012800141839973743,0.028950689738255174,-0.010409125053555346,0.03513452525240171,0.12637950249645824,200325207014.5592,0.012854098784547142,0.029072726726680605,-0.010453003050423966,0.035282629207448235,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-01-29,MRK,0,0.13615271328408113,185945614959.40488,0.01384813511500213,0.03132098598437763,-0.011261357254685227,0.03801111417197478,0.12957878818658175,195379200209.41858,0.013179499134196311,0.02980870017769294,-0.01071761987844935,0.036175805778834766,0.12584900619907388,201169645789.27527,0.012800141839973743,0.028950689738255174,-0.010409125053555346,0.03513452525240171,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-02-05,MRK,0,0.13843389619904498,182881510201.79593,0.01408015494381407,0.031845756269038114,-0.011450036680522975,0.03864797481276809,0.13615271328408113,185945614959.40488,0.01384813511500213,0.03132098598437763,-0.011261357254685227,0.03801111417197478,0.12957878818658175,195379200209.41858,0.013179499134196311,0.02980870017769294,-0.01071761987844935,0.036175805778834766,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-02-12,MRK,0,0.1399105249367847,180951361675.177,0.014230343315251436,0.0321854444536017,-0.011572170447431654,0.039060220020270736,0.13843389619904498,182881510201.79593,0.01408015494381407,0.031845756269038114,-0.011450036680522975,0.03864797481276809,0.13615271328408113,185945614959.40488,0.01384813511500213,0.03132098598437763,-0.011261357254685227,0.03801111417197478,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-02-19,MRK,0,0.14120966275214708,179286597719.85086,0.014362479029378627,0.03248430208431111,-0.01167962372330829,0.039422913312484716,0.1399105249367847,180951361675.177,0.014230343315251436,0.0321854444536017,-0.011572170447431654,0.039060220020270736,0.13843389619904498,182881510201.79593,0.01408015494381407,0.031845756269038114,-0.011450036680522975,0.03864797481276809,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-02-26,MRK,0,0.14449586784166277,175209162574.40756,0.014696719978365589,0.03324027073941794,-0.011951429761047589,0.04034035604158757,0.14120966275214708,179286597719.85086,0.014362479029378627,0.03248430208431111,-0.01167962372330829,0.039422913312484716,0.1399105249367847,180951361675.177,0.014230343315251436,0.0321854444536017,-0.011572170447431654,0.039060220020270736,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
2021-03-05,MRK,0,0.14348817127251554,176439631054.4474,0.014594226844678577,0.03300845714307108,-0.011868081946701725,0.040059027315801236,0.14449586784166277,175209162574.40756,0.014696719978365589,0.03324027073941794,-0.011951429761047589,0.04034035604158757,0.14120966275214708,179286597719.85086,0.014362479029378627,0.03248430208431111,-0.01167962372330829,0.039422913312484716,0.07623269423942002,0.3302725247849063,-0.15501398322013585,0.15570517679582646,-0.022863257195265756,0.07717168187972223,-0.08271122170873327,0.27917999763005097,0.08520445039515623,-0.015624317596191642,-0.048357863475564485,-0.06660261169585535,-0.03477529807398349,-1.9130850047755492,1.4506225240520656,0.36486220902301614,-9.371980676328503,8.4043321299639,0.29458045156804624,0.004771367428047343,0.08815144766146993,0.3504008908685969,0.22938969713606003,0.2643472753183885,0.03275055679287305,0.1282628062360802,0.10076749126293429,0.39464126636058383,0.07763017364486205,-0.0160913140311804,-0.0460467706013363,0.008552338530066815,0.005311804008908686,0.7388643318599116,0.9585865601666956,0.3200556792873051,12.349753694581281,13.862396204033216,0.36049987748100953,0.06873051224944321,0.07290183744413177,0.3526678805937207,0.2604511921308671,0.2581937602627258,0.03312917287424819,0.1156320697456271,0.1086028507343897,0.3790608494320237,0.07919966652771988,-0.006257242178447277,-0.04026927109198256,-0.004028030679247365,-0.028869392484687964,1.1215856095936043,1.249665966787555,0.34071621696187165,11.655502392344498,13.539609644087257,0.5006312561998377,0.07907079401865033
