WeekEndingFriday,symbol,BookToMarket,MarketCap,GrossProfitability,OperatingMargin,ROA,ROE,AssetGrowth,InvestmentIntensity,Accruals,IncomeQuality,DebtToAssets,InterestCoverage,CashRatio,WorkingCapitalScaled,FreeCashFlowYield,EarningsYield
2021-01-22,SHEL,1.015857533821647,152885611248.77933,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.007070645766925505,-0.02625492331955502
2021-01-29,SHEL,1.0816720886054236,143583255624.38965,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.007528733035750841,-0.027955906018042435
2021-02-05,SHEL,1.0646446951923558,145879654218.29224,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.007410217729076921,-0.027515831604546494
2021-02-12,SHEL,1.0361694216470996,149888615467.07153,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.007212022051384422,-0.026779885767120322
2021-02-19,SHEL,1.0089224641770058,153936507030.48706,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.00702237578890827,-0.0260756858618666
2021-02-26,SHEL,0.9725294632128584,159696961248.77933,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.00676907056682184,-0.0251351056940082
2021-03-05,SHEL,0.9099859538650447,170672964060.9741,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.006333750667234005,-0.023518663439664474
2021-03-12,SHEL,0.8997268108529425,172619064060.9741,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.00626234423109929,-0.0232535150264871
2021-03-19,SHEL,0.9509743460223271,163316708436.58447,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.006619041066577398,-0.024578011879039477
2021-03-26,SHEL,0.9780118488876877,158801757030.48706,0.02313667380322094,0.12541771806588012,-0.01058354514485799,-0.025845084025497393,,-0.013726441460919456,-0.027160213885695603,-1.5662680617837568,0.2847959754052543,6.2979452054794525,0.4318391490747273,0.04810846156279992,0.006807229467823001,-0.025276798412434347
