WeekEndingFriday,symbol,BookToMarket,MarketCap,GrossProfitability,OperatingMargin,ROA,ROE,AssetGrowth,InvestmentIntensity,Accruals,IncomeQuality,DebtToAssets,InterestCoverage,CashRatio,WorkingCapitalScaled,FreeCashFlowYield,EarningsYield
2021-01-22,PH,0.20219245878319947,35144644082.0,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.016099864283155383,0.012727572342355753
2021-01-29,PH,0.21026153462969113,33795919983.72374,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.01674237601084697,0.013235502990166402
2021-02-05,PH,0.19908148050001873,35693837428.53636,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.01585214817915984,0.012531743074573137
2021-02-12,PH,0.20140929469029564,35281301247.42641,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.016037503719942132,0.012678273878365775
2021-02-19,PH,0.19889643375118202,35727045809.627396,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.015837413566601885,0.012520094787111228
2021-02-26,PH,0.193885221825668,36650457075.007744,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.015438388635699721,0.01220464997433884
2021-03-05,PH,0.18546386016043914,38314645202.859634,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.01476782564484688,0.011674543705982565
2021-03-12,PH,0.17800518950903066,39920083339.14049,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.014173918305556891,0.011205036728002755
2021-03-19,PH,0.17886932577342254,39727225276.18455,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.014242726393962303,0.011259432212804161
2021-03-26,PH,0.17518593859979753,40562513503.05699,0.04595512610333897,0.16379881620385092,0.022559959740619927,0.0629478093245944,,-0.0025616029188655774,-0.008539079877678542,1.3785059891886091,0.3637999661983407,8.872297190030164,0.17608961165021297,0.0803228698990676,0.013949431411772762,0.011027571059330157
