WeekEndingFriday,symbol,BookToMarket,MarketCap,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,ROE,ROE_TTM,AssetGrowth,InvestmentIntensity,InvestmentIntensity_TTM,Accruals,Accruals_TTM,IncomeQuality,IncomeQuality_TTM,DebtToAssets,InterestCoverage,InterestCoverage_TTM,CashRatio,WorkingCapitalScaled,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM
2021-01-22,AMZN,0.05712733958241336,1635014000000.0,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.009546095629762191,0.0158561333419775,0.0044170875601065186,0.013046371468378865
2021-01-29,AMZN,0.05866020193847295,1592289097435.5808,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.00980224007382645,0.0162815911016114,0.004535608522115237,0.013396436636006665
2021-02-05,AMZN,0.05610618219516849,1664771979584.8694,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.009375458135649328,0.015572703239794261,0.004338131641187817,0.01281316616424499
2021-02-12,AMZN,0.057380408526772196,1627802980113.3281,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.009588383969485893,0.015926374577711545,0.004436654858253916,0.013104165713294695
2021-02-19,AMZN,0.057871424426096364,1613991722620.8914,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.009670433733485848,0.016062659824488762,0.004474620221888441,0.013216300741221591
2021-02-26,AMZN,0.060808468680584045,1536036049364.019,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.010161219853181403,0.01687785909108969,0.0047017125691745315,0.013887043867773738
2021-03-05,AMZN,0.06268250297128972,1490112799783.7222,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.01047437482737238,0.017398011750360647,0.0048466129551052875,0.014315023670084588
2021-03-12,AMZN,0.06087617486050168,1534327677684.0222,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.010172533694731598,0.016896651463090512,0.004706947612977422,0.013902506166217308
2021-03-19,AMZN,0.06116383147973711,1527111656354.3552,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.010220601705877018,0.016976492774529835,0.004729189231153499,0.013968199320096275
2021-03-26,AMZN,0.061623357170634795,1515723976890.2034,0.1440589050265415,0.47558959510577686,0.05474095018119549,0.05931399975133657,0.022484783387039027,0.06641137004000686,0.07732002912080853,0.22837351719412444,0.4259616067623242,-0.046149535329005745,-0.1249708121234764,-0.07225828546521583,-0.13927364996341787,4.213652727776239,3.0971356242088977,0.2627344759414063,16.60144927536232,13.903460837887067,0.33328322190133325,0.019763694951664877,0.010297389391452912,0.01710403767128503,0.004764719770955468,0.014073142818367638
2021-04-02,AMZN,0.06625727213962508,1559376000000.0,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.005046249268938345,0.013971614286740337,0.005198874421563497,0.01725241378602723
2021-04-09,AMZN,0.06210759756812421,1663564588642.6533,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.0047302040772703195,0.013096575960285734,0.00487327035893131,0.016171899897166525
2021-04-16,AMZN,0.06160992431899459,1677002546944.308,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.0046923005658746466,0.012991632028048154,0.004834220445742249,0.016042313143185362
2021-04-23,AMZN,0.06268984019740508,1648113947565.5693,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004774548514453935,0.013219352965358736,0.004918956005423567,0.01632350726704209
2021-04-30,AMZN,0.060402039159660886,1710538277141.5042,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.0046003062925607,0.012736926317959077,0.004739443781139865,0.015727797711114565
2021-05-07,AMZN,0.06362820456928882,1623808194799.6543,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004846015696435673,0.01341722505759868,0.004992584731351379,0.0165678434720052
2021-05-14,AMZN,0.06498471430217655,1589912352612.12,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004949329431318498,0.013703271104350758,0.005099023217651425,0.016921058545019897
2021-05-21,AMZN,0.0653868252363778,1580134830319.2761,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004979954779181736,0.013788063893001967,0.005130574837314313,0.017025762285465273
2021-05-28,AMZN,0.06498128704474233,1589996208121.576,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.0049490684064564215,0.013702548401507949,0.005098754298022901,0.016920166137869754
2021-06-04,AMZN,0.06532278983262474,1581683823742.5981,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004975077750609021,0.013774560802200882,0.005125550301713983,0.017009088413347882
2021-06-11,AMZN,0.06257838987010375,1651049191493.5027,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.0047660602970174834,0.013195851530196966,0.004910211059590893,0.016294487250052277
2021-06-18,AMZN,0.06006459600532192,1720148088415.437,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004574606135945395,0.012665769968718049,0.004712966316445459,0.015639932504173205
2021-06-25,AMZN,0.06157333723829953,1677999027405.866,0.14273687077693553,0.5190001145237823,0.08169151661475516,0.06626822226994011,0.025093089263550174,0.08327117064972127,0.07846496322106078,0.2603852109949671,0.46031423173234254,-0.037396657762700534,-0.1406073474744411,0.012052854273129935,-0.12477211314949686,0.519674355495251,2.4983830799539084,0.26289398502524164,22.218045112781954,16.894768856447687,0.29317874597067695,0.018583805099094023,-0.004689514041116715,0.012983916941645681,0.004831349641801145,0.01603278640845889
2021-07-02,AMZN,0.06608123750576325,1737301000000.0,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0009054274417616752,0.004067804024748734,0.004477059530846986,0.016944674526751552
2021-07-09,AMZN,0.06237932102832603,1840401564291.9346,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0008547047723278734,0.0038399228391869556,0.0042262515697178635,0.015995422179140455
2021-07-16,AMZN,0.06492275183902108,1768301508301.1157,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0008895541810125184,0.0039964903987383775,0.004398571150613711,0.016647613465128108
2021-07-23,AMZN,0.0634489304401388,1809376441866.2888,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0008693602744034418,0.0039057654540426722,0.004298718508779383,0.0162696934252311
2021-07-30,AMZN,0.06972310172275137,1646556122194.6985,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.000955327291184794,0.00429198853579335,0.00472379890072176,0.017878528161410022
2021-08-06,AMZN,0.06936145528221488,1655141166414.3223,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0009503721083850075,0.00426972643989628,0.004699297049598594,0.017785794104664878
2021-08-13,AMZN,0.07043473246525606,1629920296163.968,0.1357241777425004,0.5004704164920529,0.06811107180756987,0.06684893683255959,0.02158642758222575,0.08169982709765514,0.06775084274801181,0.2564218705086104,0.3948876173958825,-0.03965375125930078,-0.14502704547914486,-0.013701747618082865,-0.08294039448377688,1.63473900745693,2.0151844554657248,0.2957823484190398,17.70574712643678,17.681384248210023,0.3428076609616952,0.06398774419333979,-0.0009650778652809402,0.004335794834037129,0.004772012483251846,0.018061005847514505
