WeekEndingFriday,symbol,BookToMarket,MarketCap,GrossProfitability,OperatingMargin,ROA,ROE,AssetGrowth,InvestmentIntensity,Accruals,IncomeQuality,DebtToAssets,InterestCoverage,CashRatio,WorkingCapitalScaled,FreeCashFlowYield,EarningsYield
2021-01-22,WFC,1.478945353401632,124872768000.0,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.1823055608089027,0.02396038822491706
2021-01-29,WFC,1.5789276283275766,116965462309.13432,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.19463010319946544,0.02558020069285309
2021-02-05,WFC,1.448966652932626,127456349410.26295,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.17861016815037487,0.02347470340900161
2021-02-12,WFC,1.4070491478356242,131253410930.3017,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.1734431116010287,0.022795598063267204
2021-02-19,WFC,1.2471148275390889,148085802463.29523,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.15372844405960231,0.02020450272902834
2021-02-26,WFC,1.304350527997687,141587706706.03622,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.16078373278030833,0.021131778101413687
2021-03-05,WFC,1.2604423143115873,146519993737.9651,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.1553712870116054,0.020420421293157187
2021-03-12,WFC,1.1803441273077164,156462844798.6964,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.14549780191769637,0.019122750860432573
2021-03-19,WFC,1.1904707276754798,155131911861.96344,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.1467460803310174,0.01928681187570411
2021-03-26,WFC,1.1865784255777585,155640787004.93582,0.00927026372425574,0.1712744436952124,0.0015320718660502195,0.016200996317955383,,0.0,0.01318902909553994,-7.608622994652406,0.1392531456886668,2.7631799163179918,0.17207850481876,-0.508938707396292,-0.14626628686526788,0.01922375270375056
2021-04-02,WFC,1.157090952776557,161800591000.0,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.02144615157802483,0.02865255294401242
2021-04-09,WFC,1.1322349554183067,165352605573.6655,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.02098545703565642,0.02803705441420841
2021-04-16,WFC,1.0459743507034307,178989092680.99506,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.019386656181248088,0.025901019612756815
2021-04-23,WFC,1.0454973793050721,179070750157.6343,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.019377815734537278,0.02588920857213684
2021-04-30,WFC,1.0178804988018337,183929253208.38528,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.01886594948585266,0.025205343462943206
2021-05-07,WFC,0.9852925395870039,190012602834.15366,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.018261946566926812,0.024398381638118933
2021-05-14,WFC,0.9764803362103038,191727363119.8642,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.018098616407876137,0.02418016878009042
2021-05-21,WFC,0.9994663170639979,187317968403.34344,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.01852465104964305,0.024749360883615328
2021-05-28,WFC,0.9814964575412165,190747504549.33563,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.018191587922464832,0.024304380867016417
2021-06-04,WFC,0.9764803362103038,191727363119.8642,0.009992125715026412,0.2828022255943349,0.002365857753568051,0.02476257624801034,,0.0,0.004136678807252507,-0.7484900776531492,0.12361657794700091,4.516155088852988,0.18228961704513738,-0.6104959166499536,-0.018098616407876137,0.02418016878009042
